# sentence_label=Do you understand?
# timestamp=1764407509.6155846
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2605 2641 2640 2740 2630 | ACC: -5712 12560 17760 | GYRO: 26152 11333 7783 | GDP=29545.543
FLEX: 2602 2608 2677 2789 2624 | ACC: -2172 10644 12032 | GYRO: 32601 10700 13130 | GDP=36738.430
FLEX: 2609 2624 2736 2789 2677 | ACC: 2196 9828 3760 | GYRO: 31591 13449 13610 | GDP=36933.711
FLEX: 2613 2624 2727 2782 2671 | ACC: 5648 9444 -2188 | GYRO: 29565 16008 14615 | GDP=36659.836
FLEX: 2610 2610 2717 2816 2707 | ACC: 8056 9540 -5576 | GYRO: 18734 16341 14592 | GDP=28825.641
FLEX: 2645 2614 2724 2801 2685 | ACC: 11468 9376 -6804 | GYRO: 13621 14555 12611 | GDP=23588.494
FLEX: 2683 2630 2676 2765 2623 | ACC: 15048 10216 -9076 | GYRO: 8782 11854 2426 | GDP=14950.796
FLEX: 2694 2599 2665 2732 2640 | ACC: 14780 10656 -9152 | GYRO: 1794 6926 -9405 | GDP=11817.019
FLEX: 2695 2559 2690 2800 2676 | ACC: 10076 10364 -6796 | GYRO: -5456 414 -20297 | GDP=21021.598
FLEX: 2740 2541 2631 2768 2666 | ACC: 6692 9672 -3472 | GYRO: -4873 -13740 -31949 | GDP=35117.977
FLEX: 2862 2513 2660 2782 2741 | ACC: 1884 17656 -6828 | GYRO: -15945 -13251 -32768 | GDP=38775.945
FLEX: 2779 2482 2646 2778 2713 | ACC: 2764 7760 2236 | GYRO: -32734 -17832 -32768 | GDP=49631.008
FLEX: 2797 2484 2653 2759 2731 | ACC: -7836 3500 7292 | GYRO: -32768 932 -32768 | GDP=46350.320
FLEX: 2769 2496 2629 2728 2691 | ACC: -32768 -19716 31996 | GYRO: -9856 6479 -21539 | GDP=24557.010
FLEX: 2789 2491 2654 2805 2711 | ACC: -17640 -500 10464 | GYRO: 11740 -9930 1328 | GDP=15433.603
FLEX: 2769 2496 2659 2749 2672 | ACC: -15916 3288 9324 | GYRO: 1456 3654 3580 | GDP=5318.651
FLEX: 2789 2527 2675 2768 2704 | ACC: -10620 4520 8296 | GYRO: 3618 6025 6241 | GDP=9398.970
FLEX: 2759 2490 2674 2770 2659 | ACC: -10044 4676 8032 | GYRO: 4432 10844 7244 | GDP=13773.543
FLEX: 2764 2494 2641 2746 2657 | ACC: -9100 5584 6700 | GYRO: 7276 19267 10017 | GDP=22901.916
FLEX: 2730 2495 2590 2739 2613 | ACC: -6920 4404 3260 | GYRO: 8480 25882 12000 | GDP=29762.197
FLEX: 2731 2512 2631 2766 2656 | ACC: -740 3708 -1488 | GYRO: 7084 30336 -333 | GDP=31153.922
FLEX: 2709 2635 2559 2736 2624 | ACC: -5556 7048 -5512 | GYRO: 9824 32767 -19196 | GDP=39225.930
FLEX: 2714 2675 2593 2672 2633 | ACC: -7256 3064 -10904 | GYRO: 9690 32767 -32768 | GDP=47342.520
FLEX: 2699 2687 2559 2733 2641 | ACC: -18708 1708 -16856 | GYRO: 13419 32767 -32768 | GDP=48244.039
FLEX: 2741 2633 2610 2750 2631 | ACC: -20748 -1508 -22548 | GYRO: 13091 14412 -19015 | GDP=27214.891
FLEX: 2729 2670 2608 2764 2627 | ACC: -18408 -1696 -28484 | GYRO: 4869 8125 -6421 | GDP=11443.427
FLEX: 2743 2681 2668 2739 2653 | ACC: -17144 -2344 -30648 | GYRO: -8464 7454 -748 | GDP=11303.138
FLEX: 2774 2640 2645 2761 2633 | ACC: -16404 -1768 -30372 | GYRO: -19271 5776 6060 | GDP=21010.883
FLEX: 2700 2640 2645 2733 2625 | ACC: -14776 -532 -29428 | GYRO: -32768 6837 12969 | GDP=35898.207
FLEX: 2714 2559 2643 2724 2621 | ACC: -10764 -2996 -23628 | GYRO: -32768 3400 17031 | GDP=37085.801
FLEX: 2726 2588 2634 2773 2624 | ACC: -6832 -2212 -12428 | GYRO: -32768 1961 17763 | GDP=37324.410
FLEX: 2704 2510 2615 2726 2643 | ACC: 1176 -3640 3348 | GYRO: -27966 -13432 16710 | GDP=35238.328
FLEX: 2711 2507 2608 2720 2619 | ACC: 3848 2116 10096 | GYRO: -15637 -6422 7556 | GDP=18516.236
FLEX: 2693 2525 2595 2765 2602 | ACC: 6404 5740 8504 | GYRO: -638 -3940 716 | GDP=4055.034
FLEX: 2717 2513 2608 2724 2619 | ACC: 348 8960 5152 | GYRO: 5617 -5498 -4813 | GDP=9216.488
FLEX: 2735 2510 2585 2732 2618 | ACC: -1328 9944 248 | GYRO: 10353 -1512 -7735 | GDP=13011.571
FLEX: 2704 2501 2596 2722 2622 | ACC: -5184 9936 -2256 | GYRO: 14196 -5810 -9572 | GDP=18080.533
FLEX: 2690 2513 2595 2733 2599 | ACC: -7776 7240 -6120 | GYRO: 17725 -18014 -12620 | GDP=28247.906
FLEX: 2671 2547 2590 2709 2608 | ACC: -10976 4904 -7800 | GYRO: 14905 -32768 -13635 | GDP=38494.336
FLEX: 2625 2640 2624 2723 2609 | ACC: -12692 9540 -8188 | GYRO: 17918 -32768 -16863 | GDP=40977.523
FLEX: 2641 2682 2641 2731 2587 | ACC: -13844 9164 -4280 | GYRO: 13342 -29736 -13241 | GDP=35179.012
FLEX: 2637 2768 2640 2704 2581 | ACC: -23256 11380 -4792 | GYRO: 12045 -21151 -11058 | GDP=26734.363
FLEX: 2649 2704 2672 2727 2559 | ACC: -32768 8356 -96 | GYRO: 2296 -7031 4349 | GDP=8580.231
FLEX: 2698 2703 2654 2815 2613 | ACC: -30848 9124 -756 | GYRO: 2339 -12462 26616 | GDP=29481.924
FLEX: 2707 2709 2651 2732 2642 | ACC: -19512 10812 1136 | GYRO: 4217 -4910 32767 | GDP=33400.113
FLEX: 2747 2691 2667 2735 2800 | ACC: -10372 8588 1736 | GYRO: 7568 -4620 32767 | GDP=33945.477
FLEX: 2663 2747 2733 2813 2733 | ACC: 520 6836 -1100 | GYRO: 11927 -4627 32767 | GDP=35175.828
FLEX: 2688 2688 2705 2859 2691 | ACC: 12360 7368 -5264 | GYRO: 15737 -7984 30298 | GDP=35062.320
FLEX: 2724 2758 2763 2735 2707 | ACC: 15972 10940 -9996 | GYRO: 15758 -4262 20554 | GDP=26247.783
