# sentence_label=What's up!
# timestamp=1764326476.7121296
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2596 2534 2368 2628 2446 | ACC: 448 8116 14544 | GYRO: 605 56 -112 | GDP=617.823
FLEX: 2653 2559 2395 2694 2528 | ACC: 1224 8376 14704 | GYRO: 595 282 -501 | GDP=827.375
FLEX: 2606 2599 2441 2650 2458 | ACC: 1068 7968 14368 | GYRO: -2 2485 -796 | GDP=2609.376
FLEX: 2643 2559 2463 2655 2490 | ACC: -472 8216 14172 | GYRO: 169 3076 -2125 | GDP=3742.454
FLEX: 2629 2559 2422 2713 2471 | ACC: -500 7676 14760 | GYRO: 640 2228 -1514 | GDP=2768.715
FLEX: 2655 2546 2399 2663 2491 | ACC: 2256 8312 13432 | GYRO: -1046 4864 -4705 | GDP=6847.601
FLEX: 2623 2559 2421 2707 2450 | ACC: 2236 7484 14520 | GYRO: -2281 15431 -7715 | GDP=17402.297
FLEX: 2643 2559 2387 2640 2497 | ACC: -1864 7312 15108 | GYRO: 1416 19207 -12548 | GDP=22986.219
FLEX: 2612 2545 2402 2633 2470 | ACC: -7580 6300 12260 | GYRO: 3476 31749 -11626 | GDP=33988.902
FLEX: 2653 2541 2448 2615 2433 | ACC: -13196 6184 9564 | GYRO: 7893 32767 -8603 | GDP=34784.871
FLEX: 2629 2544 2419 2586 2405 | ACC: -22600 5820 7456 | GYRO: 7162 32767 -1971 | GDP=33598.441
FLEX: 2627 2559 2436 2583 2381 | ACC: -23736 6456 3516 | GYRO: 4415 26395 9968 | GDP=28557.822
FLEX: 2622 2559 2433 2517 2375 | ACC: -19684 7064 44 | GYRO: -246 15829 18118 | GDP=24059.918
FLEX: 2625 2585 2455 2512 2384 | ACC: -13968 8632 -2616 | GYRO: -8105 17009 18965 | GDP=26733.281
FLEX: 2624 2521 2433 2513 2381 | ACC: -13456 9568 492 | GYRO: -11898 10972 18042 | GDP=24237.594
FLEX: 2649 2532 2448 2513 2368 | ACC: -10196 10772 288 | GYRO: -15762 5617 18006 | GDP=24580.629
FLEX: 2624 2513 2421 2502 2353 | ACC: -7132 10812 1872 | GYRO: -16545 1586 15868 | GDP=22979.248
FLEX: 2672 2525 2426 2466 2375 | ACC: -4112 10536 3072 | GYRO: -17880 156 13742 | GDP=22551.303
FLEX: 2630 2497 2409 2466 2367 | ACC: -3184 10284 4408 | GYRO: -16193 2040 10770 | GDP=19554.227
FLEX: 2657 2521 2448 2455 2320 | ACC: -3352 10404 5568 | GYRO: -18682 1449 9150 | GDP=20852.799
FLEX: 2623 2505 2439 2461 2337 | ACC: -2948 9848 6872 | GYRO: -20922 2251 8130 | GDP=22558.678
