# sentence_label=No, I don't understand
# timestamp=1764407698.7748456
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2643 2626 2479 2681 2528 | ACC: -168 7816 21088 | GYRO: 11489 10693 878 | GDP=15719.678
FLEX: 2642 2637 2450 2704 2559 | ACC: -3140 9468 19432 | GYRO: 15455 12135 2313 | GDP=19785.480
FLEX: 2643 2633 2448 2672 2407 | ACC: -4276 10712 15208 | GYRO: 18944 9372 7642 | GDP=22474.645
FLEX: 2609 2613 2454 2674 2558 | ACC: -2272 11988 10304 | GYRO: 14826 4518 9248 | GDP=18048.492
FLEX: 2586 2622 2381 2694 2606 | ACC: -712 12396 8584 | GYRO: 12485 -5912 10412 | GDP=17298.461
FLEX: 2608 2559 2355 2717 2556 | ACC: 2064 11596 5896 | GYRO: 11261 -8311 10149 | GDP=17288.293
FLEX: 2559 2606 2289 2742 2623 | ACC: 3424 12548 5148 | GYRO: 9684 -3767 7360 | GDP=12733.410
FLEX: 2559 2544 2292 2736 2628 | ACC: 2716 11328 6060 | GYRO: 9691 -4194 6492 | GDP=12395.611
FLEX: 2611 2473 2321 2737 2559 | ACC: 4592 14008 3384 | GYRO: 8295 -4330 4579 | GDP=10417.445
FLEX: 2543 2515 2278 2709 2559 | ACC: 4536 12828 4552 | GYRO: 6697 -3823 3190 | GDP=8345.132
FLEX: 2534 2530 2272 2754 2613 | ACC: 5240 13664 2624 | GYRO: 7461 -3264 1679 | GDP=8315.002
FLEX: 2533 2550 2256 2720 2618 | ACC: 4636 13972 3596 | GYRO: 6604 -195 605 | GDP=6634.521
FLEX: 2478 2539 2222 2725 2559 | ACC: 4980 14872 2636 | GYRO: 5997 -988 1067 | GDP=6170.789
FLEX: 2501 2552 2270 2706 2551 | ACC: 5320 14728 3452 | GYRO: 8357 1574 140 | GDP=8505.088
FLEX: 2531 2555 2259 2680 2539 | ACC: 4308 16080 2056 | GYRO: 8534 2519 -569 | GDP=8916.181
FLEX: 2480 2559 2182 2763 2587 | ACC: 5904 15060 4300 | GYRO: 14268 1256 -993 | GDP=14357.556
FLEX: 2518 2559 2326 2693 2607 | ACC: 1224 17552 -6444 | GYRO: 9938 5156 -603 | GDP=11212.127
FLEX: 2559 2587 2365 2627 2593 | ACC: 5776 12852 -28 | GYRO: 1043 2710 1181 | GDP=3134.758
FLEX: 2551 2607 2375 2671 2550 | ACC: 2004 19544 -3800 | GYRO: 5177 5339 1169 | GDP=7528.134
FLEX: 2512 2605 2330 2706 2585 | ACC: 5784 13728 1140 | GYRO: -3941 -7425 2646 | GDP=8812.686
FLEX: 2486 2512 2331 2559 2522 | ACC: 6300 17760 -412 | GYRO: 8756 3422 -745 | GDP=9430.410
FLEX: 2512 2602 2389 2703 2545 | ACC: 4872 12276 5132 | GYRO: -7556 -17450 -410 | GDP=19020.088
FLEX: 2507 2542 2354 2613 2559 | ACC: 5220 14376 -656 | GYRO: 8148 7062 -2519 | GDP=11072.810
FLEX: 2545 2544 2357 2737 2529 | ACC: 3800 17312 -924 | GYRO: -9764 -11409 1254 | GDP=15068.958
FLEX: 2535 2559 2277 2671 2494 | ACC: 6964 15648 3944 | GYRO: 7614 7410 -690 | GDP=10646.934
FLEX: 2493 2558 2369 2635 2542 | ACC: -1228 13608 -2640 | GYRO: -12339 -15658 4131 | GDP=20359.004
FLEX: 2559 2534 2314 2640 2555 | ACC: 7124 13116 -1660 | GYRO: 2642 7446 -1838 | GDP=8111.802
FLEX: 2558 2559 2348 2610 2559 | ACC: 4676 14516 -1836 | GYRO: -197 3645 -3730 | GDP=5218.978
FLEX: 2526 2589 2389 2625 2529 | ACC: 12660 9060 -5436 | GYRO: -3386 13390 -14290 | GDP=19873.631
FLEX: 2534 2546 2438 2679 2559 | ACC: 3976 8812 -4388 | GYRO: -5446 32767 -32768 | GDP=46659.156
FLEX: 2559 2512 2555 2703 2559 | ACC: 4128 6524 -5024 | GYRO: -4741 32767 -32768 | GDP=46582.133
FLEX: 2559 2506 2709 2737 2605 | ACC: -8652 5796 -2592 | GYRO: -7054 32767 -32768 | GDP=46874.055
FLEX: 2528 2518 2733 2739 2559 | ACC: -16572 2820 -3744 | GYRO: -487 32263 -32768 | GDP=45987.828
FLEX: 2595 2544 2766 2755 2661 | ACC: -28888 444 -10672 | GYRO: -2038 32767 -32768 | GDP=46385.035
FLEX: 2642 2528 2757 2743 2676 | ACC: -29392 100 -7124 | GYRO: 952 142 -11084 | GDP=11125.715
FLEX: 2777 2516 2768 2738 2737 | ACC: -22848 -232 -17740 | GYRO: -5021 7611 2934 | GDP=9578.419
FLEX: 2773 2511 2750 2759 2673 | ACC: -23444 3336 -19964 | GYRO: -27403 2410 16814 | GDP=32240.395
FLEX: 2805 2559 2746 2769 2691 | ACC: -19960 -112 -12884 | GYRO: -32768 -5714 22759 | GDP=40303.398
FLEX: 2835 2518 2799 2768 2704 | ACC: -13864 2016 -12684 | GYRO: -32768 -16606 28424 | GDP=46448.090
FLEX: 2857 2545 2761 2768 2731 | ACC: -8776 7152 -8912 | GYRO: -32768 -16347 24205 | GDP=43895.879
FLEX: 2795 2480 2711 2769 2640 | ACC: -6900 5940 -1596 | GYRO: -32768 -19683 17055 | GDP=41857.320
FLEX: 2733 2493 2723 2654 2679 | ACC: 460 5572 -1616 | GYRO: -32768 -19676 12990 | GDP=40368.637
FLEX: 2733 2513 2734 2691 2692 | ACC: -3720 2408 9676 | GYRO: -32768 -3515 15546 | GDP=36438.648
FLEX: 2702 2480 2735 2713 2650 | ACC: -1324 184 18504 | GYRO: -27930 1606 10201 | GDP=29777.920
FLEX: 2749 2739 2667 2759 2626 | ACC: 31280 -21868 32767 | GYRO: -404 5149 -2108 | GDP=5578.448
FLEX: 2749 2736 2640 2722 2614 | ACC: 2920 5272 11316 | GYRO: -6563 4840 -3377 | GDP=8826.250
FLEX: 2709 2624 2655 2718 2638 | ACC: -5504 10956 11504 | GYRO: 3441 -1655 -1476 | GDP=4093.664
FLEX: 2729 2688 2647 2752 2690 | ACC: -1884 4988 18172 | GYRO: 4696 -901 1696 | GDP=5073.522
