# sentence_label=Where do you live?
# timestamp=1764406561.4398003
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2656 2672 2618 2800 2626 | ACC: 232 8404 14528 | GYRO: 149 -646 -105 | GDP=671.224
FLEX: 2659 2689 2619 2832 2593 | ACC: 392 7416 14924 | GYRO: -383 98 -233 | GDP=458.892
FLEX: 2640 2627 2621 2768 2622 | ACC: 2384 7900 15048 | GYRO: 581 2528 -1048 | GDP=2797.615
FLEX: 2656 2677 2613 2773 2639 | ACC: -948 5364 21768 | GYRO: 3472 13936 -3555 | GDP=14795.436
FLEX: 2641 2640 2589 2781 2606 | ACC: -17712 8320 30920 | GYRO: 17794 23347 3612 | GDP=29576.264
FLEX: 2640 2683 2619 2773 2609 | ACC: -9564 10784 19168 | GYRO: 24284 32767 13520 | GDP=42967.188
FLEX: 2638 2654 2621 2764 2591 | ACC: -10640 12576 13172 | GYRO: 31378 32767 28158 | GDP=53395.957
FLEX: 2635 2672 2677 2787 2636 | ACC: 1100 8084 3996 | GYRO: 32767 16892 32767 | GDP=49322.328
FLEX: 2613 2651 2678 2754 2604 | ACC: 11448 7320 -7416 | GYRO: 29633 22426 28254 | GDP=46683.281
FLEX: 2641 2607 2681 2803 2640 | ACC: 15384 10132 -11764 | GYRO: 15615 17054 11415 | GDP=25787.000
FLEX: 2701 2526 2672 2831 2642 | ACC: 20320 9220 -14436 | GYRO: -6420 9699 -5814 | GDP=13003.445
FLEX: 2733 2528 2701 2769 2646 | ACC: 14480 5752 -4456 | GYRO: -24880 -5770 -28466 | GDP=38244.223
FLEX: 2743 2501 2635 2768 2559 | ACC: 15864 5492 -3732 | GYRO: -32768 -20947 -32768 | GDP=50855.289
FLEX: 2779 2504 2640 2799 2615 | ACC: -4692 -10452 5204 | GYRO: -32768 11849 -32768 | GDP=47831.816
FLEX: 2723 2494 2646 2767 2616 | ACC: -32768 -25580 32767 | GYRO: -1109 911 -14582 | GDP=14652.458
