# sentence_label=See you later
# timestamp=1764327272.904192
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2649 2618 2466 2686 2704 | ACC: -12224 5276 9612 | GYRO: 5691 14319 -3352 | GDP=15768.866
FLEX: 2641 2593 2454 2682 2559 | ACC: -16028 4820 6288 | GYRO: 7877 21011 -1970 | GDP=22525.322
FLEX: 2659 2624 2447 2679 2589 | ACC: -20928 6556 2648 | GYRO: 4572 24599 1642 | GDP=25074.094
FLEX: 2655 2603 2429 2683 2582 | ACC: -20972 6884 1604 | GYRO: 2303 17723 6184 | GDP=18911.646
FLEX: 2686 2613 2439 2675 2583 | ACC: -17628 7408 -784 | GYRO: 644 10973 10167 | GDP=14972.954
FLEX: 2652 2589 2448 2704 2559 | ACC: -15636 7724 -856 | GYRO: -731 10735 11232 | GDP=15554.177
FLEX: 2640 2551 2448 2673 2610 | ACC: -12996 8588 -2544 | GYRO: -551 10095 11714 | GDP=15473.539
FLEX: 2650 2515 2437 2682 2559 | ACC: -11844 8944 -828 | GYRO: -1763 8607 11919 | GDP=14807.133
FLEX: 2609 2523 2431 2671 2590 | ACC: -10028 10232 -2584 | GYRO: 982 7715 10704 | GDP=13231.068
FLEX: 2559 2499 2411 2646 2559 | ACC: -9248 11028 -3024 | GYRO: -852 7236 8323 | GDP=11061.552
FLEX: 2543 2519 2416 2689 2611 | ACC: -8324 11716 -4392 | GYRO: -826 6304 7263 | GDP=9652.661
FLEX: 2502 2471 2407 2651 2559 | ACC: -9308 12000 -2912 | GYRO: -469 2827 6053 | GDP=6697.066
FLEX: 2494 2462 2401 2679 2543 | ACC: -7492 13232 -5488 | GYRO: -2020 4741 6754 | GDP=8495.528
FLEX: 2459 2448 2390 2657 2534 | ACC: -7452 13056 -4084 | GYRO: -3493 6671 6093 | GDP=9686.482
FLEX: 2467 2464 2452 2663 2559 | ACC: -5432 13944 -3904 | GYRO: -4406 4181 6116 | GDP=8619.690
FLEX: 2435 2416 2354 2683 2551 | ACC: -5252 14712 -2724 | GYRO: -2880 5860 5414 | GDP=8482.063
FLEX: 2429 2419 2352 2672 2558 | ACC: -5032 14224 -1052 | GYRO: -3383 2690 4313 | GDP=6105.961
FLEX: 2423 2434 2354 2670 2559 | ACC: -4556 15648 -1816 | GYRO: -955 -30 4475 | GDP=4575.866
FLEX: 2434 2442 2290 2677 2609 | ACC: -2620 15532 -1412 | GYRO: 371 -376 3280 | GDP=3322.261
FLEX: 2416 2383 2302 2621 2555 | ACC: -3936 16756 -2640 | GYRO: 2758 -1445 1609 | GDP=3504.778
FLEX: 2403 2446 2292 2673 2606 | ACC: -4248 16308 -3776 | GYRO: 2724 -806 2784 | GDP=3977.495
