# sentence_label=No, I don't understand
# timestamp=1764407581.957014
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2640 2603 2509 2731 2559 | ACC: 1496 6064 17308 | GYRO: 626 5205 -2401 | GDP=5766.168
FLEX: 2651 2608 2522 2725 2609 | ACC: -3004 4828 23872 | GYRO: 6127 13173 -2917 | GDP=14818.130
FLEX: 2600 2621 2522 2737 2559 | ACC: -8516 4948 24308 | GYRO: 15486 16939 -51 | GDP=22951.002
FLEX: 2640 2613 2503 2743 2559 | ACC: -9456 8396 18588 | GYRO: 21549 19299 9649 | GDP=30494.492
FLEX: 2636 2609 2474 2759 2592 | ACC: -10172 7680 14316 | GYRO: 23972 9378 15456 | GDP=30024.850
FLEX: 2623 2605 2489 2735 2559 | ACC: -4248 9784 6820 | GYRO: 23849 880 18213 | GDP=30021.035
FLEX: 2595 2583 2423 2711 2603 | ACC: -648 8860 2900 | GYRO: 21330 2194 17101 | GDP=27426.752
FLEX: 2559 2603 2333 2703 2586 | ACC: 3368 10948 -1024 | GYRO: 14470 -4681 14220 | GDP=20820.687
FLEX: 2528 2586 2346 2681 2559 | ACC: 5496 11960 -984 | GYRO: 11655 -1088 10154 | GDP=15496.015
FLEX: 2559 2559 2320 2701 2557 | ACC: 5928 12260 -256 | GYRO: 8732 -4354 7008 | GDP=12013.209
FLEX: 2534 2559 2294 2641 2553 | ACC: 7036 14940 -1232 | GYRO: 9055 -1627 1400 | GDP=9305.920
FLEX: 2525 2559 2294 2672 2549 | ACC: 4776 17180 -1032 | GYRO: 6988 355 -1075 | GDP=7079.109
FLEX: 2508 2559 2290 2630 2517 | ACC: 1772 17064 -196 | GYRO: 10916 1421 -1772 | GDP=11149.811
FLEX: 2534 2597 2359 2656 2547 | ACC: 4324 13836 -3532 | GYRO: -5117 -6552 870 | GDP=8358.785
FLEX: 2528 2559 2363 2651 2529 | ACC: 3140 13952 720 | GYRO: 636 2754 210 | GDP=2834.274
FLEX: 2544 2587 2371 2622 2548 | ACC: -420 19892 -3072 | GYRO: 3272 3051 1445 | GDP=4701.341
FLEX: 2522 2559 2330 2639 2512 | ACC: 5052 14200 952 | GYRO: -3015 390 1126 | GDP=3241.944
FLEX: 2558 2593 2348 2640 2513 | ACC: 556 19956 -2256 | GYRO: 4538 4462 906 | GDP=6428.353
FLEX: 2526 2559 2363 2631 2525 | ACC: 9396 13416 -2540 | GYRO: -2413 2070 823 | GDP=3284.022
FLEX: 2559 2594 2379 2601 2517 | ACC: 3856 13988 636 | GYRO: 5872 12916 -6404 | GDP=15566.459
FLEX: 2551 2591 2384 2627 2517 | ACC: 1864 16700 2672 | GYRO: -52 5970 -7021 | GDP=9216.184
FLEX: 2551 2559 2417 2661 2523 | ACC: 3960 14944 -2912 | GYRO: -4537 -5546 -6013 | GDP=9354.071
FLEX: 2553 2592 2382 2658 2496 | ACC: 11196 12516 -4372 | GYRO: -5011 10046 -15697 | GDP=19298.395
FLEX: 2559 2594 2368 2629 2533 | ACC: 3596 17156 -7920 | GYRO: -9674 32767 -28604 | GDP=44558.402
FLEX: 2614 2491 2399 2649 2432 | ACC: -9552 11848 -6760 | GYRO: -23085 32767 -30541 | GDP=50391.926
FLEX: 2595 2551 2559 2736 2626 | ACC: -26384 12820 -8272 | GYRO: -20437 32767 -16352 | GDP=41937.277
FLEX: 2559 2549 2558 2767 2634 | ACC: -23136 11184 -4664 | GYRO: -20058 12757 -487 | GDP=23776.072
FLEX: 2591 2559 2650 2735 2667 | ACC: -10780 12504 -6896 | GYRO: -26018 -7162 4286 | GDP=27323.988
FLEX: 2559 2556 2608 2736 2695 | ACC: -8888 10084 -2060 | GYRO: -32768 78 3568 | GDP=32961.773
FLEX: 2656 2544 2671 2783 2730 | ACC: -10300 7980 5796 | GYRO: -30713 -4842 4884 | GDP=31473.588
FLEX: 2559 2544 2634 2726 2722 | ACC: -4704 6116 6524 | GYRO: -31179 -1658 6696 | GDP=31932.982
FLEX: 2533 2542 2691 2774 2647 | ACC: -5920 4688 11772 | GYRO: -27593 2340 5420 | GDP=28217.471
FLEX: 2597 2614 2666 2768 2671 | ACC: -4408 -944 16576 | GYRO: -29861 4300 3133 | GDP=30331.256
FLEX: 2539 2800 2612 2767 2627 | ACC: -12088 1628 23944 | GYRO: 9302 -3413 795 | GDP=9940.211
FLEX: 2582 2778 2619 2832 2614 | ACC: -11556 7348 14292 | GYRO: -1101 -2169 -1084 | GDP=2663.047
