# sentence_label=See you later
# timestamp=1764327166.119604
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=79
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2659 2517 2465 2704 2624 | ACC: -2844 8316 13604 | GYRO: 1209 -1668 577 | GDP=2139.354
FLEX: 2624 2534 2454 2669 2559 | ACC: -3132 8384 13768 | GYRO: 1242 -1087 -731 | GDP=1805.130
FLEX: 2653 2523 2466 2719 2603 | ACC:52 | GYRO: 669 126 -302 | GDP=744.742
FLEX: 2625 2526 2480 2698 2585 | ACC: -3092 8412 13800 | GYRO: 673 -337 -59 | GDP=754.970
FLEX: 2637 2541 2468 2736 2559 | ACC: -2952 8516 13840 | GYRO: 223 314 -477 | GDP=613.069
FLEX: 2621 2490 2473 2691 2544 | ACC: -2452 8968 13788 | GYRO: -590 2787 -1205 | GDP=3093.136
FLEX: 2640 2547 2457 2719 2641 | ACC: -720 8232 13828 | GYRO: -1221 11238 -2537 | GDP=11585.329
FLEX: 2619 2500 2496 2737 2595 | ACC: -8836 5984 17460 | GYRO: 3256 30700 -5219 | GDP=31310.213
FLEX: 2618 2522 2462 2743 2610 | ACC: -17832 8992 14596 | GYRO: 9870 32767 409 | GDP=34223.684
FLEX: 2617 2483 2454 2699 2587 | ACC: -16396 8400 6080 | GYRO: 6801 32767 8915 | GDP=34632.457
FLEX: 2608 2535 2435 2703 2641 | ACC: -16620 10868 2688 | GYRO: 5581 32767 14182 | GDP=36137.969
FLEX: 2619 2478 2465 2703 2643 | ACC: -15124 10548 3236 | GYRO: 2554 28795 14843 | GDP=32495.992
FLEX: 2652 2490 2480 2720 2673 | ACC: -10800 11656 -724 | GYRO: -1458 11881 14866 | GDP=19086.170
FLEX: 2521 2459 2396 2707 2675 | ACC: -9160 9748 1212 | GYRO: -2792 9709 14393 | GDP=17584.607
FLEX: 2515 2432 2380 2736 2715 | ACC: -5240 12336 -980 | GYRO: -3340 4835 14073 | GDP=15250.645
FLEX: 2450 2439 2286 2731 2714 | ACC: -5864 12448 900 | GYRO: -5919 3490 12158 | GDP=13965.372
FLEX: 2407 2422 2257 2756 2727 | ACC: -1904 14012 476 | GYRO: -2721 2044 10526 | GDP=11062.479
FLEX: 2405 2378 2239 2737 2715 | ACC: -2748 14840 2168 | GYRO: -2105 2797 9560 | GDP=10180.758
FLEX: 2405 2425 2235 2768 2759 | ACC: -1076 15372 808 | GYRO: -3523 339 8795 | GDP=9480.426
FLEX: 2413 2382 2220 2736 2685 | ACC: -1892 14640 2920 | GYRO: -1802 -3232 7981 | GDP=8797.124
FLEX: 2413 2438 2226 2721 2731 | ACC: 352 16128 1996 | GYRO: -4671 1115 5584 | GDP=7364.952
FLEX: 2405 2413 2227 2716 2709 | ACC: 1928 15916 2284 | GYRO: -2230 -1544 4183 | GDP=4985.411
FLEX: 2399 2415 2211 2767 2722 | ACC: -1420 16984 3576 | GYRO: -3407 4650 2981 | GDP=6489.723
FLEX: 2386 2386 2225 2768 2734 | ACC: 952 15848 3760 | GYRO: -61 -4501 2281 | GDP=5046.353
FLEX: 2403 2413 2177 2751 2742 | ACC: 308 16080 4444 | GYRO: -713 1137 2278 | GDP=2643.941
FLEX: 2395 2417 2188 2708 2731 | ACC: 2360 16456 2072 | GYRO: 254 -3106 1160 | GDP=3325.260
FLEX: 2406 2427 2205 2750 2737 | ACC: 500 15848 3652 | GYRO: 464 3349 18 | GDP=3381.038
FLEX: 2407 2396 2177 2715 2704 | ACC: 1380 16244 2508 | GYRO: 501 -493 384 | GDP=800.941
FLEX: 2412 2398 2207 2746 2734 | ACC: -228 16304 3384 | GYRO: 848 955 -138 | GDP=1284.591
FLEX: 2381 2386 2190 2698 2752 | ACC: 668 16224 3128 | GYRO: 645 -703 200 | GDP=974.799
FLEX: 2390 2419 2185 2736 2737 | ACC: -124 16144 3220 | GYRO: -47 -571 77 | GDP=578.082
FLEX: 2409 2429 2197 2727 2720 | ACC: 272 16016 3308 | GYRO: 364 -1505 383 | GDP=1595.058
FLEX: 2402 2391 2200 2747 2733 | ACC: 156 16572 3152 | GYRO: -112 -3245 455 | GDP=3278.657
FLEX: 2409 2382 2190 2715 2710 | ACC: 428 16224 3404 | GYRO: -113 -2285 306 | GDP=2308.166
FLEX: 2378 2384 2215 2691 2715 | ACC: 700 16332 3892 | GYRO: 270 -4599 1230 | GDP=4768.291
FLEX: 2395 2374 2177 2706 2717 | ACC: 168 16136 4752 | GYRO: 792 -5413 1533 | GDP=5681.366
FLEX: 2384 2414 2209 2707 2708 | ACC: 1256 16864 5352 | GYRO: 2583 -10676 3492 | GDP=11525.751
FLEX: 2384 2397 2204 2688 2720 | ACC: 1748 17384 4284 | GYRO: 3196 -16286 5103 | GDP=17363.434
FLEX: 2386 2411 2214 2749 2729 | ACC: 3832 17276 1900 | GYRO: 4719 -14176 4916 | GDP=15728.795
FLEX: 2398 2410 2229 2750 2751 | ACC: 6120 16976 52 | GYRO: 6006 -16395 3054 | GDP=17725.545
FLEX: 2416 2383 2261 2736 2721 | ACC: 7780 15480 -900 | GYRO: 4852 -5542 -1473 | GDP=7511.684
FLEX: 2398 2395 2315 2739 2695 | ACC: 5788 16276 -1484 | GYRO: 5895 -8515 -6098 | GDP=12018.396
FLEX: 2403 2418 2453 2753 2700 | ACC: 4248 17368 -1572 | GYRO: -1071 -7458 -6876 | GDP=10200.400
FLEX: 2403 2423 2559 2740 2682 | ACC: 6356 14772 -6324 | GYRO: -6845 -8559 -11003 | GDP=15529.858
FLEX: 2385 2437 2674 2753 2678 | ACC: -964 17724 -204 | GYRO: -6931 -18658 -21166 | GDP=29054.420
FLEX: 2384 2432 2660 2764 2675 | ACC: 1404 13064 -712 | GYRO: -20963 -11398 -14092 | GDP=27711.844
FLEX: 2381 2459 2627 2713 2669 | ACC: -5120 15100 2576 | GYRO: -22020 -18361 -18631 | GDP=34192.410
FLEX: 2384 2494 2695 2694 2645 | ACC: -2236 11628 6196 | GYRO: -18353 -9175 -12978 | GDP=24278.422
FLEX: 2383 2446 2624 2726 2640 | ACC: -5944 12508 5720 | GYRO: -28534 -25029 -12415 | GDP=39934.598
FLEX: 2352 2461 2631 2845 2640 | ACC: -3344 7628 10236 | GYRO: -32768 -22311 -16598 | GDP=42976.926
FLEX: 2353 2442 2704 2767 2679 | ACC: -2728 2652 14232 | GYRO: -32768 -32282 -16005 | GDP=48703.484
FLEX: 2295 2411 2626 2736 2594 | ACC: 612 -4212 22204 | GYRO: -3765 3639 -4154 | GDP=6683.806
FLEX: 2270 2379 2685 2823 2685 | ACC: 40 -1012 17248 | GYRO: -4693 -10389 -4556 | GDP=12276.510
FLEX: 2288 2401 2707 2795 2677 | ACC: -196 -456 18920 | GYRO: -3665 2079 -357 | GDP=4228.702
FLEX: 2311 2465 2624 2855 2699 | ACC: -752 724 18396 | GYRO: 439 -2434 -1321 | GDP=2803.947
FLEX: 2319 2448 2686 2835 2634 | ACC: -264 1052 17256 | GYRO: -200 2332 789 | GDP=2469.969
FLEX: 2261 2403 2674 2780 2677 | ACC: -824 1284 17528 | GYRO: 340 -896 257 | GDP=992.202
FLEX: 2320 2428 2519 2800 2669 | ACC: 500 1476 16736 | GYRO: 47 491 786 | GDP=927.947
FLEX: 2309 2414 2624 2758 2631 | ACC: -220 1420 16792 | GYRO: 492 293 884 | GDP=1053.266
FLEX: 2306 2438 2608 2785 2667 | ACC: 460 1376 16112 | GYRO: 683 296 732 | GDP=1043.997
FLEX: 2317 2414 2602 2768 2646 | ACC: 16 1620 16496 | GYRO: 658 373 680 | GDP=1017.100
FLEX: 2309 2432 2534 2786 2652 | ACC: 556 1356 16192 | GYRO: 786 702 156 | GDP=1065.334
FLEX: 2325 2421 2624 2752 2608 | ACC: 108 1680 16332 | GYRO: 425 -141 -66 | GDP=452.617
FLEX: 2316 2432 2631 2790 2697 | ACC: 936 1272 16736 | GYRO: 684 1009 186 | GDP=1233.099
FLEX: 2315 2423 2643 2761 2667 | ACC: 44 1448 16848 | GYRO: 1399 -205 -586 | GDP=1530.563
FLEX: 2337 2416 2640 2768 2687 | ACC: 36 1616 16124 | GYRO: 872 523 -129 | GDP=1024.965
FLEX: 2338 2440 2629 2755 2644 | ACC: -100 1508 16300 | GYRO: 987 -363 -514 | GDP=1170.527
FLEX: 2309 2427 2619 2793 2647 | ACC: -80 2076 15908 | GYRO: 445 -49 -18 | GDP=448.051
FLEX: 2293 2419 2619 2787 2639 | ACC: -212 1688 16592 | GYRO: 182 -269 155 | GDP=359.875
FLEX: 2319 2421 2635 2767 2666 | ACC: 300 1568 16360 | GYRO: 332 -604 267 | GDP=739.141
FLEX: 2320 2427 2623 2753 2653 | ACC: -268 1448 16844 | GYRO: 719 -43 130 | GDP=731.922
FLEX: 2319 2414 2654 2758 2655 | ACC: 152 1336 16668 | GYRO: 596 -61 67 | GDP=602.848
FLEX: 2297 2435 2617 2755 2666 | ACC: -388 1500 16692 | GYRO: 1244 341 108 | GDP=1294.404
FLEX: 2307 2432 2633 2779 2655 | ACC: 116 1568 16412 | GYRO: 723 194 442 | GDP=869.327
FLEX: 2314 2449 2597 2749 2618 | ACC: -264 1588 16784 | GYRO: 1023 -35 143 | GDP=1033.539
FLEX: 2323 2379 2527 2763 2672 | ACC: 24 1608 16536 | GYRO: 799 -94 440 | GDP=916.972
FLEX: 2320 2425 2593 2767 2643 | ACC: -16 1640 16456 | GYRO: 1200 -141 507 | GDP=1310.317
FLEX: 2355 2442 2559 2807 2640 | ACC: 380 1724 16132 | GYRO: 1273 -133 242 | GDP=1302.606
FLEX: 2314 2412 2608 2767 2624 | ACC: 300 1460 16640 | GYRO: 1556 278 149 | GDP=1587.646
