# sentence_label=No, I don't understand
# timestamp=1764407627.9627993
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2674 2623 2544 2736 2582 | ACC: -972 6016 18176 | GYRO: 3888 8255 -1284 | GDP=9214.675
FLEX: 2675 2618 2518 2673 2543 | ACC: -7812 4784 21080 | GYRO: 12316 24147 319 | GDP=27108.361
FLEX: 2667 2624 2529 2736 2538 | ACC: -10908 9176 16144 | GYRO: 13763 32441 10162 | GDP=36675.672
FLEX: 2671 2659 2512 2747 2549 | ACC: -10308 9516 11180 | GYRO: 14772 32767 16112 | GDP=39388.891
FLEX: 2672 2630 2538 2729 2595 | ACC: -10432 13036 7156 | GYRO: 10911 31507 21740 | GDP=39804.129
FLEX: 2631 2612 2511 2741 2622 | ACC: -6864 11932 5748 | GYRO: 5072 17677 22521 | GDP=29075.711
FLEX: 2651 2622 2447 2723 2591 | ACC: -1404 11436 4464 | GYRO: -981 9967 21981 | GDP=24155.078
FLEX: 2618 2559 2387 2763 2559 | ACC: 4616 13204 2248 | GYRO: -1834 7996 13734 | GDP=15997.572
FLEX: 2590 2559 2342 2742 2622 | ACC: 2352 12624 5972 | GYRO: -2343 4571 8782 | GDP=10173.850
FLEX: 2559 2559 2346 2721 2621 | ACC: 2420 13848 4632 | GYRO: 3062 3685 2415 | GDP=5365.379
FLEX: 2589 2542 2320 2766 2637 | ACC: 340 13900 7584 | GYRO: 10188 1660 644 | GDP=10342.421
FLEX: 2608 2615 2373 2768 2630 | ACC: 1616 16692 1320 | GYRO: 17538 5449 -7325 | GDP=19771.916
FLEX: 2647 2661 2446 2768 2671 | ACC: -2752 16812 15444 | GYRO: 1438 2430 -1486 | GDP=3190.759
FLEX: 2643 2639 2472 2778 2625 | ACC: -3444 16300 -1164 | GYRO: 7426 -1095 1465 | GDP=7647.923
FLEX: 2636 2638 2481 2743 2717 | ACC: -5180 16012 912 | GYRO: -5981 -5167 -1402 | GDP=8027.194
FLEX: 2604 2615 2428 2750 2655 | ACC: -4172 17068 1816 | GYRO: 650 3021 1745 | GDP=3548.798
FLEX: 2608 2607 2403 2755 2655 | ACC: -1376 18092 2092 | GYRO: 6681 178 1176 | GDP=6786.046
FLEX: 2593 2592 2445 2707 2672 | ACC: -3836 14620 8620 | GYRO: -2865 3194 -362 | GDP=4305.915
FLEX: 2639 2559 2482 2749 2644 | ACC: -4652 16000 -628 | GYRO: 3596 578 419 | GDP=3666.178
FLEX: 2610 2559 2449 2709 2624 | ACC: -2220 16156 2392 | GYRO: -986 -2829 -663 | GDP=3068.388
FLEX: 2613 2610 2486 2727 2626 | ACC: -4136 19680 -1892 | GYRO: 5252 121 599 | GDP=5287.433
FLEX: 2615 2618 2448 2714 2646 | ACC: 3152 11612 -960 | GYRO: -3007 8592 3385 | GDP=9711.989
FLEX: 2627 2613 2481 2754 2655 | ACC: -40 15912 1320 | GYRO: 3716 8982 -4425 | GDP=10680.149
FLEX: 2615 2615 2505 2719 2624 | ACC: 3916 13972 1052 | GYRO: -2612 4275 -8699 | GDP=10038.465
FLEX: 2607 2559 2559 2719 2670 | ACC: 1368 13132 136 | GYRO: 3068 19547 -17036 | GDP=26109.828
FLEX: 2595 2535 2623 2741 2640 | ACC: -4972 15000 -2620 | GYRO: 3313 24994 -22152 | GDP=33561.691
FLEX: 2613 2555 2698 2729 2652 | ACC: -14624 12668 -5132 | GYRO: 4201 31359 -19277 | GDP=37049.129
FLEX: 2624 2550 2736 2752 2669 | ACC: -20680 16848 -10580 | GYRO: -5741 13177 -5133 | GDP=15262.376
FLEX: 2671 2536 2783 2803 2656 | ACC: -14364 13396 -10184 | GYRO: -10652 2206 235 | GDP=10880.568
FLEX: 2691 2512 2785 2784 2691 | ACC: -12396 13700 -6816 | GYRO: -24004 -2320 6583 | GDP=24998.205
FLEX: 2697 2529 2810 2795 2685 | ACC: -9268 12268 -2672 | GYRO: -21520 -11777 8122 | GDP=25841.344
FLEX: 2762 2533 2752 2768 2724 | ACC: -6132 13156 -2080 | GYRO: -25373 -5780 6528 | GDP=26829.318
FLEX: 2799 2538 2791 2786 2736 | ACC: -5052 10840 2536 | GYRO: -26056 -7257 7470 | GDP=28060.293
FLEX: 2789 2527 2758 2742 2710 | ACC: -4696 10972 3212 | GYRO: -28372 -4865 3629 | GDP=29013.932
FLEX: 2782 2544 2783 2765 2684 | ACC: -4804 8764 8464 | GYRO: -32557 -4112 6549 | GDP=33462.758
FLEX: 2759 2502 2709 2736 2661 | ACC: -2652 4384 14584 | GYRO: -28363 -2965 3350 | GDP=28713.646
FLEX: 2739 2790 2711 2750 2672 | ACC: -11088 -7656 32767 | GYRO: 15102 14460 -3117 | GDP=21139.482
FLEX: 2741 2693 2704 2756 2704 | ACC: -10440 6164 19364 | GYRO: -2931 4441 643 | GDP=5359.729
FLEX: 2729 2691 2699 2755 2704 | ACC: -5036 8552 13884 | GYRO: 1511 -127 -606 | GDP=1632.938
FLEX: 2739 2683 2703 2759 2669 | ACC: -3828 6628 15036 | GYRO: 1447 -1519 610 | GDP=2184.781
FLEX: 2736 2730 2758 2784 2674 | ACC: -4756 7480 14980 | GYRO: 608 -1020 950 | GDP=1520.712
FLEX: 2736 2652 2698 2735 2668 | ACC: -3472 5896 16136 | GYRO: 2717 -2252 1590 | GDP=3870.619
FLEX: 2752 2623 2650 2752 2674 | ACC: -1064 3128 19596 | GYRO: 10492 -1089 863 | GDP=10583.607
FLEX: 2707 2625 2676 2766 2657 | ACC: -712 2576 17640 | GYRO: 25265 2172 -1878 | GDP=25427.637
FLEX: 2717 2623 2681 2799 2670 | ACC: 916 2960 13520 | GYRO: 32767 3901 -6451 | GDP=33623.051
FLEX: 2704 2608 2639 2737 2667 | ACC: -576 5368 3568 | GYRO: 32767 14456 -12109 | GDP=37805.820
FLEX: 2715 2601 2659 2750 2663 | ACC: -2368 876 -4304 | GYRO: 32767 19287 -21356 | GDP=43608.984
FLEX: 2757 2598 2597 2743 2619 | ACC: -13040 2672 -10476 | GYRO: 32767 16337 -28175 | GDP=46199.617
FLEX: 2734 2606 2614 2768 2685 | ACC: -12576 4044 -19256 | GYRO: 32767 1446 -32381 | GDP=46090.090
FLEX: 2774 2559 2614 2745 2642 | ACC: -16016 2300 -24604 | GYRO: 22024 15458 -18810 | GDP=32830.207
FLEX: 2763 2603 2559 2765 2672 | ACC: -17824 788 -26280 | GYRO: 11546 2419 -8078 | GDP=14297.404
FLEX: 2763 2587 2624 2729 2665 | ACC: -20212 772 -27688 | GYRO: -8834 7098 -2122 | GDP=11529.270
FLEX: 2786 2559 2638 2761 2671 | ACC: -21356 2464 -25044 | GYRO: -13734 -610 9328 | GDP=16613.441
FLEX: 2779 2559 2608 2733 2657 | ACC: -17684 3240 -28064 | GYRO: -25653 5963 14117 | GDP=29881.824
FLEX: 2834 2559 2640 2760 2671 | ACC: -16988 1356 -25328 | GYRO: -32768 3052 23977 | GDP=40717.969
FLEX: 2795 2557 2608 2757 2649 | ACC: -11132 -3380 -7104 | GYRO: -32768 -6722 32767 | GDP=46825.242
FLEX: 2763 2528 2644 2732 2627 | ACC: 7632 -4740 4068 | GYRO: -25530 -9197 21902 | GDP=34872.102
FLEX: 2768 2517 2559 2736 2640 | ACC: 7244 2432 10356 | GYRO: -11232 1907 7768 | GDP=13788.991
FLEX: 2765 2529 2608 2759 2658 | ACC: 4760 6352 8364 | GYRO: 618 -3397 -1656 | GDP=3829.343
FLEX: 2759 2527 2621 2714 2640 | ACC: -2308 10432 3608 | GYRO: 4119 -974 -6043 | GDP=7377.851
FLEX: 2762 2631 2606 2736 2662 | ACC: -1968 9124 876 | GYRO: 7620 -9522 -7842 | GDP=14499.305
FLEX: 2757 2501 2529 2743 2634 | ACC: -1892 6912 1196 | GYRO: 6726 -7395 -9111 | GDP=13525.362
FLEX: 2755 2546 2542 2767 2653 | ACC: -92 2800 2264 | GYRO: 14440 -2602 -15860 | GDP=21606.102
FLEX: 2737 2559 2518 2739 2626 | ACC: -2484 4040 400 | GYRO: 25250 -368 -24384 | GDP=35103.809
FLEX: 2785 2582 2518 2727 2608 | ACC: -10784 1412 -15232 | GYRO: 32767 12400 -32768 | GDP=47970.598
FLEX: 2795 2613 2512 2752 2636 | ACC: -32736 9932 -32768 | GYRO: 19505 25763 -17606 | GDP=36798.758
FLEX: 2795 2627 2544 2774 2672 | ACC: -21996 4180 -32768 | GYRO: -6093 -11125 2620 | GDP=12952.015
FLEX: 2806 2583 2490 2740 2677 | ACC: -19052 5448 -31028 | GYRO: -32768 -8758 14866 | GDP=37032.992
FLEX: 2773 2619 2511 2768 2665 | ACC: -17080 4332 -23484 | GYRO: -32768 -27144 17886 | GDP=46156.770
FLEX: 2777 2555 2487 2707 2653 | ACC: -6364 1784 -11520 | GYRO: -32768 -32768 18939 | GDP=50061.656
FLEX: 2763 2559 2515 2745 2667 | ACC: 624 56 4144 | GYRO: -32768 -17160 17277 | GDP=40825.262
FLEX: 2736 2551 2463 2726 2645 | ACC: 3012 -2376 20300 | GYRO: -32768 -8873 8308 | GDP=34949.891
FLEX: 2752 2663 2436 2705 2687 | ACC: 16248 -14000 32767 | GYRO: 3648 10006 -5004 | GDP=11767.240
FLEX: 2736 2694 2447 2704 2630 | ACC: -2248 8004 10780 | GYRO: -3627 2100 -3349 | GDP=5364.786
FLEX: 2736 2672 2495 2796 2644 | ACC: -6604 11908 10076 | GYRO: 1747 1824 -882 | GDP=2675.240
FLEX: 2733 2654 2437 2711 2640 | ACC: -5732 8472 14180 | GYRO: 1144 -216 277 | GDP=1196.713
