# sentence_label=Where do you live?
# timestamp=1764406547.9665377
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=77
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2655 2679 2633 2832 2624 | ACC: 848 7720 14580 | GYRO: 499 -233 -81 | GDP=556.643
FLEX: 2688 2644 2635 2845 2651 | ACC: 840 9212 16076 | GYRO: -611 1113 -553 | GDP=1384.882
FLEX: 2686 2672 2624 2791 2678 | ACC: 4008 12332 16640 | GYRO: 2793 11144 -4568 | GDP=12363.503
FLEX: 2677 2672 2586 2800 2697 | ACC: -1496 9100 19672 | GYRO: 8003 32767 -6416 | GDP=34334.957
FLEX: 2605 2678 2607 2794 2672 | ACC: -20228 8652 27040 | GYRO: 15195 26179 2276 | GDP=30354.707
FLEX: 2547 2701 2606 2909 2682 | ACC: -14912 9468 16772 | GYRO: 24917 10931 13074 | GDP=30187.301
FLEX: 2526 2770 2544 2797 2749 | ACC: -10832 7120 12096 | GYRO: 23153 14254 22482 | GDP=35280.000
FLEX: 2429 2673 2551 2746 2758 | ACC: -7984 7116 6176 | GYRO: 22303 6426 29274 | GDP=37358.859
FLEX: 2453 2596 2548 2819 2681 | ACC: 16 2380 4692 | GYRO: 16887 -206 29349 | GDP=33861.145
FLEX: 2445 2608 2499 2730 2672 | ACC: 6420 10136 -3928 | GYRO: 9225 5160 19656 | GDP=22317.809
FLEX: 2458 2625 2559 2832 2719 | ACC: 5520 8476 2464 | GYRO: 5702 5289 14701 | GDP=16631.469
FLEX: 2442 2640 2540 2852 2727 | ACC: 5936 11156 2508 | GYRO: 3811 2026 14218 | GDP=14858.665
FLEX: 2465 2612 2549 2802 2725 | ACC: 10664 13168 708 | GYRO: 10010 14246 9694 | GDP=19927.926
FLEX: 2493 2674 2670 2806 2667 | ACC: 7164 14524 4064 | GYRO: 5422 2713 7270 | GDP=9466.327
FLEX: 2523 2559 2611 2791 2669 | ACC: 13576 16500 292 | GYRO: 3368 -6519 8520 | GDP=11244.162
FLEX: 2636 2589 2640 2752 2653 | ACC: 12340 13172 -324 | GYRO: 13766 11116 1312 | GDP=17742.311
FLEX: 2598 2498 2645 2794 2645 | ACC: 14716 14952 -8232 | GYRO: 12624 1995 -4067 | GDP=13412.155
FLEX: 2671 2499 2589 2787 2623 | ACC: 16428 13072 -10288 | GYRO: 3016 2383 -13769 | GDP=14295.465
FLEX: 2672 2487 2603 2762 2608 | ACC: 12572 12120 -7036 | GYRO: -1504 118 -20256 | GDP=20312.102
FLEX: 2695 2495 2612 2785 2646 | ACC: 9664 10268 -5848 | GYRO: -10508 2616 -29377 | GDP=31309.258
FLEX: 2695 2509 2635 2763 2635 | ACC: 3780 11408 -2228 | GYRO: -21801 -3138 -32768 | GDP=39482.559
FLEX: 2704 2478 2643 2787 2640 | ACC: 552 2028 4216 | GYRO: -32768 1406 -32768 | GDP=46362.273
FLEX: 2720 2458 2654 2800 2669 | ACC: -11692 -6172 7608 | GYRO: -32768 9275 -32768 | GDP=47260.020
FLEX: 2738 2492 2609 2811 2617 | ACC: -32768 -11772 21976 | GYRO: -10390 16261 -12410 | GDP=22942.980
FLEX: 2714 2491 2598 2773 2624 | ACC: -17600 304 8932 | GYRO: 8391 -7557 369 | GDP=11298.375
