# sentence_label=Where do you live?
# timestamp=1764406483.112863
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2651 2653 2658 2737 2559 | ACC: -8528 7812 32124 | GYRO: 23916 29477 -734 | GDP=37965.871
FLEX: 2639 2645 2675 2752 2590 | ACC: -11360 11732 25760 | GYRO: 32767 30919 14642 | GDP=47371.395
FLEX: 2608 2634 2675 2769 2617 | ACC: -7672 12756 14332 | GYRO: 32767 27739 26255 | GDP=50323.488
FLEX: 2639 2650 2746 2775 2641 | ACC: 3344 7456 1912 | GYRO: 32767 12653 32767 | GDP=48035.938
FLEX: 2669 2650 2714 2743 2663 | ACC: 13716 3224 -8084 | GYRO: 32767 13467 25661 | GDP=43743.836
FLEX: 2746 2637 2689 2756 2640 | ACC: 14780 5260 -11840 | GYRO: 25496 22604 16521 | GDP=37867.273
FLEX: 2801 2620 2731 2733 2663 | ACC: 15968 3884 -11700 | GYRO: 13645 8426 6323 | GDP=17238.441
FLEX: 2769 2559 2694 2763 2651 | ACC: 15108 6840 -12680 | GYRO: 2665 5260 -4694 | GDP=7536.807
FLEX: 2803 2538 2746 2743 2631 | ACC: 12792 8484 -11468 | GYRO: -8428 2032 -14443 | GDP=16845.191
FLEX: 2790 2507 2703 2766 2649 | ACC: 11148 7096 -6912 | GYRO: -22773 827 -23721 | GDP=32893.453
FLEX: 2768 2486 2675 2727 2683 | ACC: 8340 8448 -1256 | GYRO: -17708 -12235 -28065 | GDP=35368.246
FLEX: 2759 2522 2743 2728 2559 | ACC: 13692 7692 -4048 | GYRO: -32768 -17334 -32768 | GDP=49476.777
FLEX: 2810 2507 2707 2782 2613 | ACC: 412 -7536 5764 | GYRO: -32768 3908 -32768 | GDP=46505.441
FLEX: 2768 2486 2704 2722 2593 | ACC: -28336 -24316 24336 | GYRO: -32768 25691 -22299 | GDP=47233.617
FLEX: 2723 2512 2768 2733 2592 | ACC: -28368 -7088 17636 | GYRO: 14055 -22303 -4347 | GDP=26718.219
FLEX: 2815 2450 2714 2672 2624 | ACC: -13216 3212 6344 | GYRO: 3503 7624 2947 | GDP=8892.761
FLEX: 2797 2490 2753 2766 2541 | ACC: -18036 3212 12312 | GYRO: 4020 3101 1412 | GDP=5269.757
