# sentence_label=Are you hearing?
# timestamp=1764406942.855128
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2639 2683 2720 2769 2689 | ACC: 9388 12736 -5676 | GYRO: 7486 5205 7071 | GDP=11538.252
FLEX: 2729 2689 2710 2806 2641 | ACC: 11880 11536 -6536 | GYRO: 3150 1105 281 | GDP=3349.998
FLEX: 2751 2693 2734 2863 2702 | ACC: 10724 13244 -6908 | GYRO: -5653 1827 -7673 | GDP=9704.085
FLEX: 2768 2608 2704 2827 2670 | ACC: 8592 11544 -2920 | GYRO: -8366 2763 -10571 | GDP=13761.184
FLEX: 2775 2487 2677 2800 2685 | ACC: 6760 9844 -828 | GYRO: -14710 1429 -17033 | GDP=22551.037
FLEX: 2815 2529 2670 2832 2699 | ACC: 3960 11724 2380 | GYRO: -6463 -4775 -21321 | GDP=22784.996
FLEX: 2803 2511 2671 2843 2691 | ACC: 924 11552 2220 | GYRO: -13637 1592 -32768 | GDP=35528.074
FLEX: 2787 2489 2655 2806 2672 | ACC: -2888 8232 6472 | GYRO: -21320 -6753 -32768 | GDP=39672.246
FLEX: 2827 2500 2673 2768 2699 | ACC: -9396 -3572 10620 | GYRO: -28828 744 -32768 | GDP=43650.301
FLEX: 2844 2490 2678 2815 2682 | ACC: -32768 -3904 15220 | GYRO: -12339 17907 -25014 | GDP=33145.313
FLEX: 2822 2496 2663 2815 2672 | ACC: -23384 -4420 10968 | GYRO: -1498 -9089 -3164 | GDP=9739.857
FLEX: 2806 2489 2679 2807 2666 | ACC: -13400 2572 7472 | GYRO: -683 -2248 1571 | GDP=2826.311
FLEX: 2815 2497 2655 2795 2686 | ACC: -13268 2904 8508 | GYRO: 221 -262 -1756 | GDP=1789.140
FLEX: 2793 2478 2657 2758 2672 | ACC: -13740 3112 7960 | GYRO: 710 580 -124 | GDP=925.136
FLEX: 2823 2485 2667 2788 2671 | ACC: -13836 2592 8148 | GYRO: -56 -1472 398 | GDP=1525.885
FLEX: 2801 2480 2591 2780 2667 | ACC: -13296 3252 8980 | GYRO: 489 -595 1153 | GDP=1386.562
FLEX: 2827 2487 2634 2820 2666 | ACC: -13188 3076 8848 | GYRO: 1647 -360 689 | GDP=1821.244
FLEX: 2801 2480 2639 2831 2663 | ACC: -13928 3248 8108 | GYRO: 446 103 1846 | GDP=1901.905
FLEX: 2743 2543 2666 2880 2559 | ACC: -14364 2052 8212 | GYRO: -648 2726 4509 | GDP=5308.678
FLEX: 2800 2509 2714 2768 2672 | ACC: -14796 1760 7624 | GYRO: -2762 -3074 10067 | GDP=10882.215
FLEX: 2795 2483 2673 2811 2703 | ACC: -12576 1772 4044 | GYRO: -14436 -6142 18018 | GDP=23890.805
FLEX: 2697 2513 2593 2736 2742 | ACC: -13020 -4 7740 | GYRO: -23625 -5474 17201 | GDP=29731.797
FLEX: 2730 2473 2636 2748 2687 | ACC: -16964 -2084 9640 | GYRO: -26937 -9798 21974 | GDP=36117.301
FLEX: 2681 2537 2653 2815 2621 | ACC: -16704 -152 12456 | GYRO: -20773 -16648 26477 | GDP=37546.039
FLEX: 2767 2485 2555 2800 2743 | ACC: -16160 2916 16404 | GYRO: -17365 -13104 29852 | GDP=36937.785
FLEX: 2688 2499 2604 2763 2661 | ACC: -6152 1488 21160 | GYRO: -7405 -7613 32767 | GDP=34445.145
FLEX: 2695 2512 2603 2785 2646 | ACC: 8396 -1876 24948 | GYRO: 4586 5833 32767 | GDP=33596.602
FLEX: 2688 2480 2602 2800 2677 | ACC: 14040 -3328 29136 | GYRO: 26416 14792 19123 | GDP=35809.180
FLEX: 2672 2521 2633 2784 2672 | ACC: 16680 516 14972 | GYRO: 32767 -970 388 | GDP=32783.652
FLEX: 2704 2492 2597 2778 2663 | ACC: 10892 4196 -1900 | GYRO: 30390 12652 -25477 | GDP=41625.746
FLEX: 2674 2495 2559 2767 2679 | ACC: -8716 6232 -6648 | GYRO: -2712 -5830 -32768 | GDP=33392.898
FLEX: 2689 2473 2624 2768 2672 | ACC: -25904 4772 -4956 | GYRO: -32768 -14410 -23556 | GDP=42851.781
FLEX: 2667 2480 2605 2771 2649 | ACC: -32768 -1172 16128 | GYRO: -32768 -27578 9803 | GDP=43936.168
FLEX: 2672 2496 2595 2772 2665 | ACC: -13832 -2664 26908 | GYRO: -17831 -13262 28960 | GDP=36503.520
FLEX: 2653 2490 2624 2772 2664 | ACC: 2372 -6440 32767 | GYRO: 12359 6560 27409 | GDP=30773.881
FLEX: 2657 2482 2592 2768 2645 | ACC: 8600 -2896 21980 | GYRO: 32767 5421 15002 | GDP=36443.430
FLEX: 2693 2496 2551 2772 2625 | ACC: 11348 1140 8516 | GYRO: 32767 3718 -207 | GDP=32977.910
FLEX: 2675 2480 2624 2753 2654 | ACC: 6492 8336 -2380 | GYRO: 29756 2518 -19492 | GDP=35660.875
FLEX: 2677 2494 2586 2793 2641 | ACC: -6500 7068 -3736 | GYRO: 7316 -9802 -32768 | GDP=34976.348
FLEX: 2663 2495 2604 2761 2608 | ACC: -19020 9208 -3816 | GYRO: -19313 -23343 -32768 | GDP=44627.676
