# sentence_label=What's up!
# timestamp=1764326394.7419639
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2634 2555 2419 2515 2461 | ACC: -19084 5980 6924 | GYRO: 3101 32767 -4189 | GDP=33178.914
FLEX: 2614 2481 2448 2534 2437 | ACC: -26520 7392 -2660 | GYRO: -432 32767 6000 | GDP=33314.605
FLEX: 2631 2512 2404 2518 2419 | ACC: -27504 2116 -1488 | GYRO: -7063 28291 15200 | GDP=32883.227
FLEX: 2637 2490 2451 2529 2427 | ACC: -15580 5684 -8600 | GYRO: -9815 8540 22368 | GDP=25876.500
FLEX: 2608 2476 2468 2495 2419 | ACC: -12280 5912 -2696 | GYRO: -16037 7674 18652 | GDP=25767.668
FLEX: 2613 2459 2460 2529 2399 | ACC: -7464 8252 -2192 | GYRO: -17118 -2072 18041 | GDP=24955.896
FLEX: 2559 2465 2442 2495 2368 | ACC: -4824 8736 612 | GYRO: -17009 -477 13198 | GDP=21534.178
FLEX: 2559 2473 2410 2501 2373 | ACC: -5796 10848 3060 | GYRO: -17876 -3548 11879 | GDP=21754.318
FLEX: 2358 2231 2181 2267 2154 | ACC: -2380 9940 4552 | GYRO: -18051 -987 8982 | GDP=20186.359
FLEX: 2624 2491 2480 2487 2375 | ACC: -4032 10632 6060 | GYRO: -18811 -279 6523 | GDP=19911.832
FLEX: 2647 2464 2438 2486 2362 | ACC: -3124 9828 7868 | GYRO: -19551 -3357 4104 | GDP=20257.193
FLEX: 2624 2489 2431 2512 2358 | ACC: -4448 9148 9028 | GYRO: -21211 2346 2626 | GDP=21501.305
FLEX: 2583 2480 2475 2525 2372 | ACC: -6204 7748 9804 | GYRO: -22068 -178 4064 | GDP=22439.795
FLEX: 2625 2491 2476 2508 2359 | ACC: -5936 6148 10016 | GYRO: -25346 5858 5120 | GDP=26513.209
FLEX: 2610 2465 2414 2513 2313 | ACC: -7600 4364 11724 | GYRO: -27792 8367 6834 | GDP=29817.871
FLEX: 2587 2480 2428 2481 2320 | ACC: -5248 -112 20804 | GYRO: -22391 4704 3534 | GDP=23151.105
FLEX: 2624 2466 2426 2513 2329 | ACC: -4468 -1464 23044 | GYRO: -10613 5931 1093 | GDP=12206.850
FLEX: 2621 2557 2422 2513 2334 | ACC: -6772 212 21136 | GYRO: 3209 4706 -187 | GDP=5699.042
FLEX: 2607 2512 2435 2483 2325 | ACC: -8496 2684 15092 | GYRO: 378 -1096 -785 | GDP=1400.116
FLEX: 2619 2493 2410 2507 2331 | ACC: -6668 2896 13136 | GYRO: 364 -6 -108 | GDP=379.731
FLEX: 2595 2496 2419 2501 2331 | ACC: -6328 2012 14392 | GYRO: -780 -335 -77 | GDP=852.381
FLEX: 2608 2505 2418 2518 2342 | ACC: -6964 1624 14980 | GYRO: -540 1308 -6 | GDP=1415.097
FLEX: 2559 2496 2409 2498 2338 | ACC: -7892 1092 16412 | GYRO: 166 -840 -791 | GDP=1165.692
FLEX: 2598 2490 2416 2510 2294 | ACC: -7924 1152 16768 | GYRO: 1947 -6 -355 | GDP=1979.108
FLEX: 2595 2459 2418 2470 2329 | ACC: -8584 600 19656 | GYRO: 4367 -5396 -1858 | GDP=7186.075
FLEX: 2592 2489 2416 2487 2320 | ACC: -6452 308 21704 | GYRO: 10024 -8610 -2692 | GDP=13485.530
FLEX: 2559 2455 2452 2498 2306 | ACC: -7236 28 21656 | GYRO: 19674 -7966 -1934 | GDP=21313.465
FLEX: 2624 2496 2405 2481 2337 | ACC: -6368 752 20036 | GYRO: 27349 -10467 -4626 | GDP=29646.682
FLEX: 2591 2466 2381 2435 2304 | ACC: -6432 964 19168 | GYRO: 32767 -12290 -4144 | GDP=35240.504
FLEX: 2592 2493 2411 2487 2303 | ACC: -5232 3548 13736 | GYRO: 32767 -1894 1814 | GDP=32871.781
FLEX: 2605 2468 2416 2471 2283 | ACC: -6984 6108 7156 | GYRO: 32767 -829 2326 | GDP=32859.914
FLEX: 2590 2490 2399 2448 2289 | ACC: -4580 3940 4404 | GYRO: 32767 -8232 6439 | GDP=34393.355
FLEX: 2583 2463 2397 2473 2256 | ACC: -3276 5984 -1948 | GYRO: 32767 -5947 4390 | GDP=33590.402
FLEX: 2596 2419 2415 2474 2261 | ACC: -2112 2772 -10212 | GYRO: 32767 4456 4652 | GDP=33394.211
FLEX: 2614 2451 2369 2448 2235 | ACC: 3272 5068 -24704 | GYRO: 32767 2264 3125 | GDP=32993.449
FLEX: 2598 2451 2402 2459 2288 | ACC: 2116 3520 -25140 | GYRO: 15521 -2414 1123 | GDP=15747.697
FLEX: 2559 2451 2370 2446 2256 | ACC: -2552 5868 -17680 | GYRO: 5674 -6992 582 | GDP=9023.361
FLEX: 2559 2387 2320 2416 2218 | ACC: -1768 7316 -16536 | GYRO: 187 -1234 -912 | GDP=1545.791
FLEX: 2467 2329 2304 2359 2158 | ACC: -2688 8292 -16576 | GYRO: 3986 -1813 -1104 | GDP=4515.969
FLEX: 2443 2410 2290 2384 2159 | ACC: -3308 6872 -15052 | GYRO: 437 -287 -137 | GDP=540.469
FLEX: 2448 2314 2256 2325 2151 | ACC: -1892 8548 -16824 | GYRO: 610 -1291 200 | GDP=1441.798
FLEX: 2292 2159 2096 2176 1985 | ACC: -3692 7028 -13852 | GYRO: -174 -940 -17 | GDP=956.120
FLEX: 2192 2058 2067 2093 1953 | ACC: -2348 8240 -14764 | GYRO: 13 220 717 | GDP=750.105
FLEX: 2495 2352 2333 2342 2208 | ACC: -3036 7420 -13600 | GYRO: 982 -1169 943 | GDP=1794.473
