# sentence_label=Do you understand?
# timestamp=1764407479.2136
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2697 2672 2736 2830 2720 | ACC: 11156 10260 -6144 | GYRO: 11719 7826 8363 | GDP=16386.609
FLEX: 2699 2624 2695 2815 2721 | ACC: 13268 10960 -7936 | GYRO: 6975 4060 3411 | GDP=8761.800
FLEX: 2740 2650 2672 2815 2713 | ACC: 15336 9440 -8548 | GYRO: 5659 2249 -4505 | GDP=7574.781
FLEX: 2711 2655 2640 2781 2698 | ACC: 14604 10548 -10060 | GYRO: 729 670 -15080 | GDP=15112.470
FLEX: 2750 2640 2611 2768 2704 | ACC: 10768 9604 -6900 | GYRO: -6683 468 -21797 | GDP=22803.305
FLEX: 2749 2604 2559 2744 2685 | ACC: 7156 13400 -6796 | GYRO: -13196 -5802 -28642 | GDP=32064.963
FLEX: 2752 2559 2559 2781 2679 | ACC: 4768 12672 -3084 | GYRO: -31963 -9982 -32768 | GDP=46850.996
FLEX: 2754 2466 2559 2757 2653 | ACC: -972 3236 9344 | GYRO: -31171 -4991 -32768 | GDP=45500.363
FLEX: 2760 2442 2650 2756 2665 | ACC: -18712 28 13784 | GYRO: -30509 2489 -32768 | GDP=44841.230
FLEX: 2757 2469 2631 2749 2654 | ACC: -26104 -7992 16600 | GYRO: -16792 2820 -21437 | GDP=27376.424
FLEX: 2738 2504 2633 2793 2673 | ACC: -25936 -3336 14148 | GYRO: 5071 -13823 2412 | GDP=14920.058
FLEX: 2795 2461 2661 2767 2661 | ACC: -13204 4308 7712 | GYRO: 5236 1398 6377 | GDP=8368.766
FLEX: 2789 2478 2623 2759 2656 | ACC: -11544 5240 7108 | GYRO: 4725 3338 6159 | GDP=8449.920
FLEX: 2736 2480 2608 2767 2666 | ACC: -9252 4968 6456 | GYRO: 6190 7865 10735 | GDP=14677.008
FLEX: 2715 2479 2608 2727 2641 | ACC: -7376 3428 7572 | GYRO: 12049 14209 13044 | GDP=22742.473
FLEX: 2690 2495 2591 2752 2634 | ACC: -7732 5812 3568 | GYRO: 16213 18972 10332 | GDP=27010.152
FLEX: 2691 2545 2587 2727 2544 | ACC: -3552 8712 -796 | GYRO: 9586 20989 -3053 | GDP=23275.531
FLEX: 2679 2639 2588 2736 2559 | ACC: -2540 7988 -5964 | GYRO: 9408 32767 -19659 | GDP=39353.055
FLEX: 2672 2666 2615 2757 2598 | ACC: -7216 3668 -7864 | GYRO: 8852 32767 -32768 | GDP=47178.133
FLEX: 2669 2661 2624 2731 2559 | ACC: -16452 188 -12496 | GYRO: 16893 32767 -32768 | GDP=49323.336
FLEX: 2691 2659 2612 2731 2590 | ACC: -22932 -2524 -17880 | GYRO: 18896 19523 -27812 | GDP=38880.762
FLEX: 2703 2664 2624 2723 2603 | ACC: -17700 -4668 -21828 | GYRO: 10648 -1002 -6735 | GDP=12638.992
FLEX: 2715 2665 2640 2753 2637 | ACC: -12800 -5768 -30072 | GYRO: -173 -8214 -2883 | GDP=8706.975
FLEX: 2721 2675 2627 2762 2611 | ACC: -19464 -5164 -24692 | GYRO: -9283 7457 -2103 | GDP=12091.466
FLEX: 2752 2672 2635 2731 2595 | ACC: -14852 -2188 -28328 | GYRO: -22631 6324 9971 | GDP=25525.986
FLEX: 2731 2653 2614 2745 2605 | ACC: -13900 -1240 -27912 | GYRO: -32768 14773 16849 | GDP=39697.258
FLEX: 2723 2605 2609 2722 2611 | ACC: -10112 -3208 -22600 | GYRO: -32768 11401 20093 | GDP=40093.059
FLEX: 2688 2521 2559 2721 2593 | ACC: -5360 -1896 -7896 | GYRO: -32768 -7104 15650 | GDP=37001.773
FLEX: 2687 2500 2455 2775 2594 | ACC: 2044 1204 1616 | GYRO: -27030 -13260 11993 | GDP=32408.033
FLEX: 2690 2509 2559 2722 2595 | ACC: 3100 6968 5120 | GYRO: -11437 -3254 4837 | GDP=12837.059
FLEX: 2675 2499 2544 2762 2656 | ACC: 744 9516 4576 | GYRO: -4197 -1979 1006 | GDP=4747.977
FLEX: 2735 2474 2603 2726 2597 | ACC: -444 10884 1592 | GYRO: 1342 -104 -2028 | GDP=2434.043
FLEX: 2710 2514 2621 2754 2526 | ACC: -3208 11272 124 | GYRO: 3326 -1957 -2295 | GDP=4489.894
FLEX: 2693 2484 2559 2726 2631 | ACC: -3264 10444 -348 | GYRO: 6490 -3928 -3890 | GDP=8525.338
FLEX: 2670 2476 2528 2791 2623 | ACC: -4276 8480 8 | GYRO: 11989 -13663 -10303 | GDP=20894.150
FLEX: 2704 2409 2490 2767 2608 | ACC: -7240 10092 -3792 | GYRO: 15870 -28859 -15544 | GDP=36418.605
FLEX: 2643 2640 2556 2729 2641 | ACC: -12732 8400 -7484 | GYRO: 15470 -32768 -24222 | GDP=43586.328
FLEX: 2621 2727 2665 2766 2590 | ACC: -27444 14140 -9744 | GYRO: 11728 -20779 -2472 | GDP=23987.988
FLEX: 2640 2757 2688 2689 2584 | ACC: -27600 10848 -3168 | GYRO: 5194 -31807 21976 | GDP=39007.785
FLEX: 2611 2768 2679 2782 2494 | ACC: -17760 14272 -284 | GYRO: 7127 -20944 32767 | GDP=39536.332
FLEX: 2674 2747 2707 2769 2523 | ACC: -4256 13240 -884 | GYRO: 11657 -16581 32767 | GDP=38529.102
FLEX: 2608 2721 2758 2751 2639 | ACC: 2716 12508 -2492 | GYRO: 11234 -7550 32767 | GDP=35452.523
FLEX: 2642 2672 2738 2823 2688 | ACC: 13244 9432 -5984 | GYRO: 14568 -10196 27634 | GDP=32860.660
FLEX: 2736 2719 2736 2757 2678 | ACC: 16872 10124 -10160 | GYRO: 11254 -7755 15725 | GDP=20834.303
FLEX: 2751 2713 2763 2768 2682 | ACC: 19368 11772 -12264 | GYRO: 5768 1657 340 | GDP=6010.913
FLEX: 2731 2711 2817 2787 2709 | ACC: 14064 11192 -9572 | GYRO: -3623 -3902 -11006 | GDP=12226.355
FLEX: 2768 2656 2761 2767 2678 | ACC: 12108 14228 -10328 | GYRO: -12444 -3104 -18585 | GDP=22580.748
FLEX: 2768 2559 2730 2778 2663 | ACC: 9240 13640 -6984 | GYRO: -28050 -10527 -31442 | GDP=43430.629
FLEX: 2758 2496 2704 2757 2696 | ACC: 7216 5464 1480 | GYRO: -32768 -2920 -32768 | GDP=46432.855
FLEX: 2781 2533 2711 2751 2653 | ACC: -11620 -6540 10892 | GYRO: -31536 15444 -32768 | GDP=48028.930
FLEX: 2784 2514 2723 2739 2663 | ACC: -28420 -9864 13128 | GYRO: -19428 6397 -32768 | GDP=38627.848
FLEX: 2805 2523 2704 2761 2656 | ACC: -28992 -6932 13344 | GYRO: 3136 -6679 -3105 | GDP=8005.283
FLEX: 2803 2479 2739 2757 2672 | ACC: -14160 3688 3552 | GYRO: 3651 -2136 2216 | GDP=4775.244
FLEX: 2812 2486 2707 2785 2672 | ACC: -12648 4620 4620 | GYRO: -1269 3387 -2608 | GDP=4459.125
FLEX: 2791 2496 2714 2726 2666 | ACC: -15716 4896 6740 | GYRO: -1090 -700 -690 | GDP=1467.719
FLEX: 2798 2489 2689 2768 2666 | ACC: -13972 4840 7060 | GYRO: -1617 344 -229 | GDP=1668.972
FLEX: 2797 2491 2686 2767 2660 | ACC: -14940 5132 8792 | GYRO: -481 -2215 244 | GDP=2279.720
FLEX: 2779 2491 2694 2774 2691 | ACC: -13288 4916 6820 | GYRO: 1641 -3516 1689 | GDP=4231.768
FLEX: 2784 2501 2729 2743 2658 | ACC: -13868 6276 4084 | GYRO: -75 -1951 2216 | GDP=2953.419
FLEX: 2790 2475 2704 2759 2675 | ACC: -13692 4484 3940 | GYRO: -1158 -324 -3009 | GDP=3240.374
FLEX: 2800 2468 2708 2751 2623 | ACC: -14512 3044 7236 | GYRO: -4582 -492 -59 | GDP=4608.716
FLEX: 2828 2475 2714 2768 2625 | ACC: -13040 1256 9564 | GYRO: -239 -708 -28 | GDP=747.776
FLEX: 2813 2516 2663 2750 2670 | ACC: -13236 3836 6740 | GYRO: 1407 -386 -759 | GDP=1644.605
FLEX: 2798 2477 2676 2766 2683 | ACC: -14804 3660 8444 | GYRO: 77 1157 -1202 | GDP=1670.144
