# sentence_label=No, I don't understand
# timestamp=1764407683.6316795
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2677 2665 2559 2690 2533 | ACC: 1780 7656 15024 | GYRO: 1204 1313 332 | GDP=1812.128
FLEX: 2655 2645 2512 2741 2519 | ACC: 3588 7360 14376 | GYRO: 2849 1994 2143 | GDP=4084.763
FLEX: 2631 2663 2535 2689 2539 | ACC: 2080 6052 16952 | GYRO: 3803 6597 -576 | GDP=7636.425
FLEX: 2639 2637 2517 2708 2512 | ACC: -2204 8008 21724 | GYRO: 5915 5067 -2418 | GDP=8155.271
FLEX: 2654 2675 2499 2723 2491 | ACC: -96 7812 21804 | GYRO: 11153 156 159 | GDP=11155.224
FLEX: 2634 2641 2505 2673 2463 | ACC: -1844 10468 18804 | GYRO: 15939 4065 775 | GDP=16467.439
FLEX: 2640 2685 2518 2730 2502 | ACC: -1760 10756 15440 | GYRO: 19764 4285 3529 | GDP=20528.779
FLEX: 2640 2672 2512 2705 2512 | ACC: -1368 11240 10828 | GYRO: 21667 2585 3360 | GDP=22077.834
FLEX: 2640 2673 2448 2670 2559 | ACC: -1180 11500 6920 | GYRO: 21294 2214 5084 | GDP=22004.166
FLEX: 2649 2676 2515 2650 2522 | ACC: 544 11424 3988 | GYRO: 21463 1104 6130 | GDP=22348.514
FLEX: 2639 2667 2526 2656 2534 | ACC: 2568 11236 -540 | GYRO: 20470 8335 8276 | GDP=23600.535
FLEX: 2653 2639 2506 2695 2593 | ACC: 1776 14252 -2424 | GYRO: 10713 -5909 9438 | GDP=15451.877
FLEX: 2650 2613 2481 2703 2499 | ACC: 3836 15044 -2056 | GYRO: 1649 -5127 9839 | GDP=11216.562
FLEX: 2605 2593 2423 2704 2559 | ACC: 5716 12720 -160 | GYRO: 3311 -95 8574 | GDP=9191.584
FLEX: 2588 2609 2349 2697 2516 | ACC: 5436 14356 12 | GYRO: 5029 -396 5315 | GDP=7327.815
FLEX: 2558 2594 2321 2704 2530 | ACC: 7116 13532 660 | GYRO: 8925 -544 1072 | GDP=9005.595
FLEX: 2559 2603 2335 2695 2547 | ACC: 7236 16408 396 | GYRO: 18109 5288 -5188 | GDP=19565.637
FLEX: 2586 2631 2385 2698 2517 | ACC: -5520 13200 -28248 | GYRO: -1556 12235 6912 | GDP=14138.320
FLEX: 2559 2635 2377 2699 2533 | ACC: 6224 12708 -1436 | GYRO: 2622 5191 362 | GDP=5826.870
FLEX: 2559 2622 2378 2640 2527 | ACC: 1324 18728 -1476 | GYRO: -5756 -6954 1276 | GDP=9116.897
FLEX: 2559 2586 2390 2690 2528 | ACC: 7288 15112 1180 | GYRO: 4066 1627 912 | GDP=4473.391
FLEX: 2559 2559 2353 2677 2535 | ACC: 4280 18308 -2648 | GYRO: 7000 4812 -734 | GDP=8526.083
FLEX: 2556 2599 2421 2689 2526 | ACC: 8660 11032 -1780 | GYRO: 857 12158 2545 | GDP=12451.041
FLEX: 2559 2594 2387 2617 2514 | ACC: 1712 18760 -4700 | GYRO: 2920 5272 -1708 | GDP=6263.996
FLEX: 2530 2606 2373 2658 2496 | ACC: 9056 14720 -1568 | GYRO: 6200 5058 -2577 | GDP=8406.206
FLEX: 2661 2593 2421 2643 2512 | ACC: 1112 16684 -1704 | GYRO: -10228 -19018 -5295 | GDP=22233.609
FLEX: 2557 2633 2439 2672 2505 | ACC: 14376 8532 -5672 | GYRO: 2337 24135 -12018 | GDP=27062.744
FLEX: 2609 2601 2487 2672 2503 | ACC: 7152 10464 -13308 | GYRO: -6092 32767 -32768 | GDP=46738.961
FLEX: 2559 2583 2640 2701 2583 | ACC: 4376 4020 -6676 | GYRO: -13185 32767 -32768 | GDP=48179.480
FLEX: 2559 2551 2691 2710 2544 | ACC: -7672 9084 -6348 | GYRO: -8576 32767 -32768 | GDP=47127.125
FLEX: 2621 2511 2795 2759 2637 | ACC: -25732 11392 -13592 | GYRO: -10894 32767 -32768 | GDP=47603.543
FLEX: 2662 2559 2905 2827 2663 | ACC: -32768 10608 -11500 | GYRO: -20343 15430 -8619 | GDP=26948.279
FLEX: 2734 2559 2781 2804 2687 | ACC: -21248 13236 -16312 | GYRO: -30385 -10398 8831 | GDP=33306.953
FLEX: 2759 2542 2761 2756 2747 | ACC: -14052 9496 -6668 | GYRO: -32768 -19680 12218 | GDP=40128.840
FLEX: 2757 2559 2720 2828 2707 | ACC: -4556 6456 -2916 | GYRO: -32768 -28394 9070 | GDP=44297.020
FLEX: 2715 2544 2698 2730 2672 | ACC: -3736 4020 3600 | GYRO: -32768 -10782 9637 | GDP=35817.105
FLEX: 2704 2535 2727 2784 2483 | ACC: -2768 1168 11408 | GYRO: -31656 -3459 9420 | GDP=33208.484
FLEX: 2697 2544 2689 2811 2689 | ACC: -2404 44 15388 | GYRO: -24520 4286 8393 | GDP=26268.662
FLEX: 2704 2767 2701 2781 2675 | ACC: 15756 -16012 32767 | GYRO: 8660 18921 -7072 | GDP=21977.559
FLEX: 2707 2754 2647 2685 2638 | ACC: -8272 1948 19832 | GYRO: -3400 3954 -2571 | GDP=5814.134
FLEX: 2694 2635 2672 2765 2667 | ACC: -8052 6788 14984 | GYRO: 4594 -5425 -1309 | GDP=7228.343
FLEX: 2695 2640 2622 2817 2631 | ACC: -464 1280 20664 | GYRO: 15824 -1730 1738 | GDP=16012.886
FLEX: 2689 2608 2549 2734 2630 | ACC: 5564 -4036 21200 | GYRO: 32767 6817 -2678 | GDP=33575.578
FLEX: 2669 2585 2612 2688 2608 | ACC: 5072 -3068 9588 | GYRO: 32767 18759 -14121 | GDP=40311.027
FLEX: 2677 2594 2591 2718 2622 | ACC: -84 -4392 -8540 | GYRO: 32767 32767 -28499 | GDP=54401.707
FLEX: 2719 2591 2591 2736 2549 | ACC: -14692 -756 -20120 | GYRO: 32767 32767 -32768 | GDP=56754.688
FLEX: 2726 2602 2621 2717 2603 | ACC: -18456 640 -23040 | GYRO: 32767 21001 -15004 | GDP=41711.371
FLEX: 2736 2604 2647 2699 2624 | ACC: -13668 -1808 -29644 | GYRO: 19310 2515 -7555 | GDP=20887.301
FLEX: 2731 2608 2598 2767 2663 | ACC: -20532 1092 -30064 | GYRO: 4872 6069 -5636 | GDP=9609.039
FLEX: 2767 2608 2548 2717 2628 | ACC: -23088 2360 -32128 | GYRO: -13011 509 4193 | GDP=13679.417
FLEX: 2813 2559 2592 2702 2652 | ACC: -20272 524 -28992 | GYRO: -24402 -2673 14790 | GDP=28659.146
FLEX: 2750 2609 2559 2689 2608 | ACC: -16924 -984 -25472 | GYRO: -32768 1145 25992 | GDP=41840.613
FLEX: 2745 2543 2559 2709 2666 | ACC: -10796 -3420 -6872 | GYRO: -32768 -10303 30507 | GDP=45940.945
FLEX: 2704 2508 2553 2689 2665 | ACC: 2928 -3552 3772 | GYRO: -28849 -9812 24615 | GDP=39171.910
FLEX: 2738 2533 2608 2734 2631 | ACC: 7396 -368 13348 | GYRO: -14094 -6261 14301 | GDP=21032.346
FLEX: 2755 2529 2559 2673 2597 | ACC: 8032 448 13040 | GYRO: 2082 -4853 496 | GDP=5303.994
FLEX: 2721 2554 2544 2707 2624 | ACC: 4404 1308 5876 | GYRO: 10552 -4082 -10162 | GDP=15207.685
FLEX: 2715 2544 2501 2704 2641 | ACC: -1900 2080 4128 | GYRO: 15450 -8836 -15688 | GDP=23725.318
FLEX: 2739 2555 2526 2719 2594 | ACC: -3068 4524 -1580 | GYRO: 22229 -21654 -23926 | GDP=39185.172
FLEX: 2734 2533 2511 2770 2609 | ACC: -16320 -632 -3344 | GYRO: 32767 -17803 -32768 | GDP=49642.371
FLEX: 2784 2595 2473 2739 2657 | ACC: -20952 4160 -26188 | GYRO: 32767 3163 -32768 | GDP=46448.063
FLEX: 2783 2592 2432 2705 2659 | ACC: -32056 172 -27756 | GYRO: -3600 32767 -24371 | GDP=40994.902
FLEX: 2761 2599 2530 2692 2650 | ACC: -27360 -1680 -17792 | GYRO: 12029 -3615 -3253 | GDP=12974.863
FLEX: 2764 2459 2543 2726 2559 | ACC: -17620 2356 -26644 | GYRO: -6785 3315 1436 | GDP=7686.842
FLEX: 2723 2656 2480 2559 2604 | ACC: -26364 1896 -30620 | GYRO: -32768 -13652 22025 | GDP=41775.824
FLEX: 2755 2585 2493 2752 2666 | ACC: -8440 -11432 -29272 | GYRO: -32768 -19649 32142 | GDP=49929.281
FLEX: 2755 2600 2506 2886 2635 | ACC: -12984 -5156 -7084 | GYRO: -32768 -24144 30135 | GDP=50643.785
FLEX: 2741 2559 2448 2743 2637 | ACC: 3836 -4828 3440 | GYRO: -32768 -23277 19500 | GDP=44674.496
FLEX: 2695 2559 2455 2702 2603 | ACC: 6660 -3044 18868 | GYRO: -32768 -6664 9889 | GDP=34870.375
FLEX: 2689 2559 2436 2672 2517 | ACC: -60 -380 24296 | GYRO: -16423 -941 4880 | GDP=17158.520
FLEX: 2615 2511 2513 2721 2631 | ACC: -4960 3316 20972 | GYRO: 3245 5086 -272 | GDP=6039.156
FLEX: 2737 2611 2454 2704 2499 | ACC: -6500 9544 11728 | GYRO: -441 988 -958 | GDP=1445.126
FLEX: 2705 2583 2513 2715 2691 | ACC: -5572 7976 13972 | GYRO: 1225 761 -149 | GDP=1449.809
FLEX: 2690 2544 2480 2704 2550 | ACC: -5152 7900 13424 | GYRO: 221 581 70 | GDP=625.541
FLEX: 2715 2615 2555 2769 2610 | ACC: -5976 7992 13412 | GYRO: 278 -1156 -801 | GDP=1433.604
FLEX: 2736 2615 2432 2672 2609 | ACC: -5860 8368 12844 | GYRO: 549 514 166 | GDP=770.164
