# sentence_label=Do you understand?
# timestamp=1764407377.0355659
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2658 2623 2425 2688 2473 | ACC: 4776 5788 14672 | GYRO: 557 61 -165 | GDP=584.119
FLEX: 2645 2637 2471 2695 2466 | ACC: 4664 5792 14764 | GYRO: 509 -67 -64 | GDP=517.365
FLEX: 2637 2624 2450 2686 2507 | ACC: 4780 5904 14860 | GYRO: 429 52 -50 | GDP=435.023
FLEX: 2656 2642 2471 2713 2487 | ACC: 4924 5508 15384 | GYRO: -89 -2 87 | GDP=124.475
FLEX: 2655 2643 2448 2688 2466 | ACC: 6748 3592 17920 | GYRO: 554 3849 -1349 | GDP=4116.007
FLEX: 2672 2633 2490 2751 2481 | ACC: 1164 1296 25180 | GYRO: 13806 8970 -3162 | GDP=16764.986
FLEX: 2655 2653 2522 2675 2475 | ACC: 1364 4804 20280 | GYRO: 22288 14326 -1028 | GDP=26515.016
FLEX: 2647 2663 2630 2729 2514 | ACC: -852 9612 14432 | GYRO: 21481 21740 -142 | GDP=30562.740
FLEX: 2653 2670 2650 2746 2556 | ACC: -3764 10864 16220 | GYRO: 20953 15888 6221 | GDP=27021.430
FLEX: 2647 2678 2687 2779 2630 | ACC: -1112 12632 10616 | GYRO: 25909 7382 11058 | GDP=29121.291
FLEX: 2608 2666 2681 2793 2619 | ACC: 3704 13672 3568 | GYRO: 24325 6710 9862 | GDP=27092.229
FLEX: 2621 2653 2699 2766 2642 | ACC: 2232 15072 2800 | GYRO: 18681 13655 10140 | GDP=25263.775
FLEX: 2559 2668 2679 2783 2658 | ACC: 5688 13668 -484 | GYRO: 19015 8421 9640 | GDP=22921.891
FLEX: 2599 2651 2702 2769 2679 | ACC: 7752 13544 -4664 | GYRO: 17603 11110 5509 | GDP=21532.459
FLEX: 2606 2618 2689 2767 2691 | ACC: 8588 11920 -6404 | GYRO: 14585 7296 2987 | GDP=16579.385
FLEX: 2676 2598 2656 2785 2687 | ACC: 12308 14664 -11764 | GYRO: 4432 -511 -4124 | GDP=6075.452
FLEX: 2704 2533 2613 2758 2675 | ACC: 9708 13124 -8312 | GYRO: -5927 -750 -11713 | GDP=13148.619
FLEX: 2714 2501 2629 2762 2643 | ACC: 8172 12588 -5180 | GYRO: -17504 -5495 -17538 | GDP=25380.436
FLEX: 2730 2489 2621 2753 2682 | ACC: 6508 9216 864 | GYRO: -18620 -6751 -32768 | GDP=38288.668
FLEX: 2753 2485 2593 2736 2640 | ACC: 1972 5960 3828 | GYRO: -31983 -11136 -32768 | GDP=47123.930
FLEX: 2757 2480 2634 2783 2598 | ACC: -9388 -9924 13772 | GYRO: -32768 10233 -32768 | GDP=47457.328
