# sentence_label=Do you understand?
# timestamp=1764407389.7931921
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2559 2733 2769 2799 2682 | ACC: 3716 11684 1888 | GYRO: 18105 10327 15441 | GDP=25939.592
FLEX: 2559 2734 2791 2859 2702 | ACC: 5636 11244 -176 | GYRO: 20524 9401 15883 | GDP=27602.229
FLEX: 2639 2730 2750 2837 2704 | ACC: 8632 11888 -3248 | GYRO: 19219 2627 10278 | GDP=21952.412
FLEX: 2729 2735 2800 2832 2746 | ACC: 9928 12812 -6776 | GYRO: 12217 3895 9621 | GDP=16030.900
FLEX: 2766 2725 2794 2784 2737 | ACC: 9340 11572 -4744 | GYRO: 7259 1878 6637 | GDP=10013.478
FLEX: 2802 2733 2817 2847 2743 | ACC: 10448 11568 -4844 | GYRO: 5048 961 4491 | GDP=6824.581
FLEX: 2834 2719 2779 2819 2725 | ACC: 10084 12656 -5000 | GYRO: 3297 1822 1854 | GDP=4198.477
FLEX: 2857 2737 2805 2829 2726 | ACC: 11504 11400 -4940 | GYRO: 1624 1154 -346 | GDP=2022.080
FLEX: 2833 2715 2767 2807 2710 | ACC: 12492 11776 -6080 | GYRO: 1168 1533 -4382 | GDP=4787.090
FLEX: 2846 2750 2766 2804 2720 | ACC: 14104 10476 -6544 | GYRO: -225 981 -9734 | GDP=9785.896
FLEX: 2817 2706 2755 2803 2704 | ACC: 12588 11472 -7692 | GYRO: -9506 1864 -15252 | GDP=18068.260
FLEX: 2805 2649 2768 2742 2723 | ACC: 12040 11548 -6612 | GYRO: -10421 -1553 -22386 | GDP=24741.504
FLEX: 2793 2559 2704 2789 2654 | ACC: 8412 10916 -5152 | GYRO: -27047 -2667 -32768 | GDP=42572.234
FLEX: 2822 2509 2738 2782 2705 | ACC: 4964 2288 4224 | GYRO: -32768 -9246 -32768 | GDP=47254.336
FLEX: 2832 2513 2714 2751 2705 | ACC: -7464 292 7700 | GYRO: -30874 3259 -32768 | GDP=45139.414
FLEX: 2849 2498 2717 2777 2733 | ACC: -30776 -11308 18764 | GYRO: -29527 9844 -32768 | GDP=45193.914
FLEX: 2815 2466 2693 2718 2704 | ACC: -27864 -9964 17728 | GYRO: 3719 -5316 -10395 | GDP=12253.442
FLEX: 2827 2498 2704 2791 2736 | ACC: -18248 1924 7960 | GYRO: 5087 -2990 2018 | GDP=6236.184
FLEX: 2768 2486 2711 2753 2672 | ACC: -14700 2912 8780 | GYRO: 1509 3516 3658 | GDP=5293.420
FLEX: 2798 2495 2704 2704 2704 | ACC: -12584 4188 7716 | GYRO: 5042 2651 8179 | GDP=9967.227
FLEX: 2795 2482 2665 2761 2686 | ACC: -9320 1772 6796 | GYRO: 7015 9454 13665 | GDP=18036.645
FLEX: 2802 2511 2591 2738 2691 | ACC: 588 472 1664 | GYRO: 11121 28174 16621 | GDP=34550.086
FLEX: 2775 2495 2673 2702 2671 | ACC: -888 2560 -2044 | GYRO: 11856 32767 -2265 | GDP=34919.496
