# sentence_label=What's up!
# timestamp=1764326414.3383145
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2611 2510 2388 2559 2431 | ACC: -10100 8720 11348 | GYRO: -36 111 -1421 | GDP=1425.783
FLEX: 2607 2546 2359 2629 2481 | ACC: -9684 8436 11328 | GYRO: 1327 197 -1316 | GDP=1879.254
FLEX: 2604 2542 2356 2559 2445 | ACC: -9824 8948 10764 | GYRO: 2085 1187 -1460 | GDP=2808.522
FLEX: 2624 2542 2389 2609 2466 | ACC: -9640 8596 10636 | GYRO: 2080 1328 -714 | GDP=2569.004
FLEX: 2593 2536 2373 2607 2454 | ACC: -9876 8908 10492 | GYRO: 2394 102 -682 | GDP=2491.338
FLEX: 2610 2522 2378 2603 2460 | ACC: -9236 8604 10276 | GYRO: 2361 1695 -514 | GDP=2951.532
FLEX: 2583 2519 2363 2559 2427 | ACC: -10200 10388 10688 | GYRO: 4056 2505 -1476 | GDP=4990.464
FLEX: 2603 2541 2372 2559 2398 | ACC: -10640 9180 10356 | GYRO: 5223 6332 -2059 | GDP=8462.472
FLEX: 2608 2559 2358 2549 2402 | ACC: -12508 11696 9992 | GYRO: 9621 7352 -964 | GDP=12146.804
FLEX: 2629 2526 2441 2531 2371 | ACC: -15676 11756 6328 | GYRO: 7518 19115 4552 | GDP=21038.637
FLEX: 2559 2554 2402 2502 2366 | ACC: -17204 11932 3188 | GYRO: 1485 19876 11457 | GDP=22989.637
FLEX: 2591 2559 2397 2513 2357 | ACC: -15624 9520 2360 | GYRO: -1866 18776 14106 | GDP=23558.424
FLEX: 2670 2503 2393 2505 2363 | ACC: -12532 10852 -696 | GYRO: -7278 13950 16830 | GDP=23039.545
FLEX: 2669 2559 2449 2512 2367 | ACC: -10000 10440 1520 | GYRO: -10592 8183 15684 | GDP=20618.918
FLEX: 2647 2530 2389 2398 2335 | ACC: -6356 10868 296 | GYRO: -16934 6682 14769 | GDP=23442.117
FLEX: 2629 2517 2423 2483 2375 | ACC: -4852 8220 4236 | GYRO: -19265 5255 11338 | GDP=22963.133
FLEX: 2639 2492 2352 2494 2384 | ACC: -3388 9712 3900 | GYRO: -22456 3487 10681 | GDP=25110.055
FLEX: 2627 2464 2341 2514 2301 | ACC: -3768 8380 8508 | GYRO: -20407 998 7157 | GDP=21648.656
FLEX: 2559 2480 2387 2418 2375 | ACC: -4136 8520 8500 | GYRO: -20712 1416 6420 | GDP=21730.355
FLEX: 2631 2484 2355 2496 2384 | ACC: -4376 7524 10604 | GYRO: -19740 5303 5112 | GDP=21069.455
FLEX: 2585 2481 2420 2446 2441 | ACC: -5180 6080 12532 | GYRO: -21132 7058 5069 | GDP=22848.885
FLEX: 2592 2533 2387 2476 2347 | ACC: -4968 3436 18580 | GYRO: -16648 6546 3542 | GDP=18236.002
FLEX: 2656 2544 2387 2455 2363 | ACC: -4468 2904 19432 | GYRO: -10959 7310 1659 | GDP=13277.352
FLEX: 2653 2506 2375 2502 2375 | ACC: -4764 1392 23320 | GYRO: -2060 4206 -709 | GDP=4736.741
FLEX: 2597 2640 2387 2428 2345 | ACC: -9068 4620 16740 | GYRO: -8 2912 -325 | GDP=2930.091
FLEX: 2620 2514 2395 2446 2275 | ACC: -7444 5356 13132 | GYRO: 530 -1556 153 | GDP=1650.892
FLEX: 2609 2486 2385 2455 2322 | ACC: -7020 4144 16072 | GYRO: 399 -1093 1425 | GDP=1839.694
FLEX: 2592 2503 2388 2413 2326 | ACC: -5984 3556 18300 | GYRO: 4367 -3586 -452 | GDP=5668.720
FLEX: 2590 2486 2403 2455 2331 | ACC: -6944 3848 19940 | GYRO: 5860 -6733 -139 | GDP=8927.049
FLEX: 2606 2477 2373 2455 2314 | ACC: -5516 4020 19940 | GYRO: 13123 -8680 -986 | GDP=15764.763
FLEX: 2613 2510 2325 2462 2337 | ACC: -5804 4856 19308 | GYRO: 18524 -8544 1090 | GDP=20428.572
FLEX: 2599 2493 2357 2451 2316 | ACC: -4888 5164 17892 | GYRO: 26742 -10936 1210 | GDP=28917.033
FLEX: 2608 2514 2391 2469 2331 | ACC: -3632 6144 14636 | GYRO: 30966 -5804 3191 | GDP=31666.418
FLEX: 2592 2487 2378 2462 2320 | ACC: -2008 7672 10336 | GYRO: 32767 -4592 2768 | GDP=33202.781
FLEX: 2590 2493 2384 2480 2321 | ACC: -3132 5876 7172 | GYRO: 32767 -1795 5288 | GDP=33239.453
FLEX: 2603 2496 2362 2454 2314 | ACC: -408 8336 -3916 | GYRO: 32767 -34 1856 | GDP=32819.539
FLEX: 2615 2498 2379 2507 2306 | ACC: -3036 7152 -9256 | GYRO: 32767 3548 3375 | GDP=33130.879
FLEX: 2608 2489 2400 2469 2321 | ACC: 2116 8832 -19584 | GYRO: 28113 4638 981 | GDP=28509.896
FLEX: 2615 2497 2416 2454 2315 | ACC: -240 9444 -19824 | GYRO: 15689 -4452 2004 | GDP=16431.100
FLEX: 2623 2487 2390 2474 2322 | ACC: -92 10776 -16696 | GYRO: 3469 -4432 1618 | GDP=5856.151
FLEX: 2625 2507 2378 2448 2306 | ACC: 584 11652 -15656 | GYRO: 3849 -5401 2136 | GDP=6967.646
FLEX: 2618 2467 2384 2496 2314 | ACC: -1204 11896 -13472 | GYRO: 400 1071 189 | GDP=1158.776
FLEX: 2752 2493 2384 2447 2326 | ACC: -36 11416 -13300 | GYRO: 1391 -2452 1617 | GDP=3249.904
FLEX: 2636 2498 2399 2444 2306 | ACC: -16 10588 -12540 | GYRO: -919 478 -454 | GDP=1131.000
FLEX: 2621 2511 2371 2466 2298 | ACC: -104 11324 -12640 | GYRO: 138 -1401 -40 | GDP=1408.348
FLEX: 2630 2487 2352 2466 2322 | ACC: -1504 10700 -11156 | GYRO: -565 256 -502 | GDP=797.976
FLEX: 2638 2512 2389 2431 2327 | ACC: -536 11708 -12148 | GYRO: 306 -1403 237 | GDP=1455.409
FLEX: 2622 2493 2378 2443 2315 | ACC: -904 11240 -11492 | GYRO: 27 569 -745 | GDP=937.825
FLEX: 2636 2501 2397 2559 2322 | ACC: -1164 11996 -12156 | GYRO: 797 -1097 -220 | GDP=1373.688
FLEX: 2614 2485 2381 2456 2315 | ACC: -1068 11448 -11468 | GYRO: 398 -321 -99 | GDP=520.813
FLEX: 2640 2478 2386 2466 2326 | ACC: -556 12056 -12216 | GYRO: 888 -653 -528 | GDP=1222.185
FLEX: 2621 2496 2368 2461 2315 | ACC: -1572 11376 -11156 | GYRO: 71 181 -670 | GDP=697.640
FLEX: 2557 2506 2386 2447 2352 | ACC: -924 11932 -11952 | GYRO: 1082 -530 -28 | GDP=1205.159
FLEX: 2623 2494 2369 2460 2320 | ACC: -1596 11456 -11108 | GYRO: 704 -121 179 | GDP=736.409
FLEX: 2647 2485 2368 2460 2311 | ACC: -1124 11380 -11868 | GYRO: 797 -888 -212 | GDP=1211.898
FLEX: 2614 2497 2368 2470 2306 | ACC: -1404 11360 -12000 | GYRO: 470 594 -402 | GDP=857.520
FLEX: 2640 2490 2365 2462 2317 | ACC: -1476 11500 -12036 | GYRO: 498 -1015 192 | GDP=1146.775
FLEX: 2625 2490 2355 2463 2317 | ACC: -744 11328 -11804 | GYRO: 221 156 -289 | GDP=395.851
FLEX: 2611 2479 2386 2448 2320 | ACC: -1632 11664 -11648 | GYRO: 728 -774 -300 | GDP=1104.110
FLEX: 2650 2496 2400 2491 2335 | ACC: -1024 11844 -12316 | GYRO: 524 133 -404 | GDP=674.893
FLEX: 2623 2490 2384 2454 2327 | ACC: -1952 11304 -11528 | GYRO: 373 -12 -270 | GDP=460.622
FLEX: 2626 2464 2372 2448 2337 | ACC: -1152 11988 -12064 | GYRO: 181 -300 -356 | GDP=499.497
FLEX: 2622 2493 2385 2468 2309 | ACC: -1948 11444 -11160 | GYRO: 259 -253 -224 | GDP=425.753
FLEX: 2629 2496 2385 2460 2333 | ACC: -1512 11652 -11548 | GYRO: 533 -107 3 | GDP=543.642
FLEX: 2633 2504 2365 2482 2317 | ACC: -1600 11772 -11432 | GYRO: 1325 -275 -346 | GDP=1396.770
FLEX: 2626 2505 2352 2491 2315 | ACC: -1516 11616 -11920 | GYRO: 572 -207 -331 | GDP=692.527
FLEX: 2638 2501 2363 2478 2317 | ACC: -2124 11424 -11444 | GYRO: 603 -76 -245 | GDP=655.294
