# sentence_label=Thank you.
# timestamp=1764327002.4421701
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2556 2495 2229 2504 2295 | ACC: -12484 10188 12416 | GYRO: 2412 21425 12250 | GDP=24797.396
FLEX: 2559 2495 2255 2523 2317 | ACC: -11980 10732 9032 | GYRO: 695 17241 17004 | GDP=24225.424
FLEX: 2547 2467 2224 2507 2287 | ACC: -10028 9364 8148 | GYRO: -3697 19716 19536 | GDP=28000.781
FLEX: 2554 2530 2231 2500 2343 | ACC: -7692 9124 9068 | GYRO: -6495 18090 19927 | GDP=27686.070
FLEX: 2551 2495 2224 2492 2304 | ACC: -3560 8760 10816 | GYRO: -8144 11828 16013 | GDP=21509.125
FLEX: 2548 2479 2243 2483 2313 | ACC: -976 8024 11964 | GYRO: -6748 5639 12118 | GDP=14972.633
FLEX: 2501 2483 2247 2470 2302 | ACC: -1192 8288 12772 | GYRO: -4753 5774 7427 | GDP=10539.943
FLEX: 2544 2467 2230 2510 2336 | ACC: -3024 9556 11968 | GYRO: -1484 3961 3015 | GDP=5194.420
FLEX: 2523 2453 2250 2480 2320 | ACC: -3992 9628 11552 | GYRO: -459 2916 1383 | GDP=3259.820
FLEX: 2508 2447 2243 2493 2315 | ACC: -5460 10404 10812 | GYRO: 2340 -68 -638 | GDP=2426.369
FLEX: 2497 2465 2250 2471 2307 | ACC: -5840 10856 11160 | GYRO: 2168 1016 -358 | GDP=2420.877
FLEX: 2524 2443 2242 2491 2352 | ACC: -6680 11172 10544 | GYRO: 4049 -993 -710 | GDP=4229.013
FLEX: 2512 2464 2194 2485 2331 | ACC: -5824 11624 10256 | GYRO: 4048 -602 -422 | GDP=4114.218
FLEX: 2480 2429 2263 2480 2342 | ACC: -7292 11808 10352 | GYRO: 4316 -3565 -1024 | GDP=5690.840
FLEX: 2517 2448 2240 2463 2318 | ACC: -6196 11264 9944 | GYRO: 4506 -3788 -410 | GDP=5900.939
