# sentence_label=See you later
# timestamp=1764327307.7860532
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2615 2552 2423 2647 2537 | ACC: -10812 5772 10892 | GYRO: 738 3110 -1974 | GDP=3756.783
FLEX: 2611 2559 2408 2688 2559 | ACC: -10356 5972 10276 | GYRO: 230 6661 -2505 | GDP=7120.171
FLEX: 2601 2592 2451 2688 2601 | ACC: -11600 5028 10156 | GYRO: 1432 6959 -3943 | GDP=8125.611
FLEX: 2597 2583 2426 2667 2590 | ACC: -13572 4696 8960 | GYRO: 2652 6129 -3320 | GDP=7457.892
FLEX: 2630 2549 2443 2668 2591 | ACC: -13752 4880 8292 | GYRO: 703 1315 -281 | GDP=1517.365
FLEX: 2607 2592 2450 2679 2559 | ACC: -13328 5396 8336 | GYRO: 78 -1887 401 | GDP=1930.713
FLEX: 2629 2559 2444 2674 2588 | ACC: -12432 5152 9016 | GYRO: 86 -2394 26 | GDP=2395.685
FLEX: 2618 2590 2458 2686 2559 | ACC: -12308 5124 9344 | GYRO: 18 -1741 -242 | GDP=1757.831
FLEX: 2559 2546 2425 2666 2557 | ACC: -12140 4816 9548 | GYRO: 152 -848 -869 | GDP=1223.670
FLEX: 2621 2550 2448 2678 2559 | ACC: -11812 4708 9584 | GYRO: 490 1227 -736 | GDP=1512.391
FLEX: 2590 2559 2424 2661 2589 | ACC: -12560 5016 9632 | GYRO: 2479 6639 -2138 | GDP=7402.216
FLEX: 2611 2601 2462 2677 2608 | ACC: -14380 2684 4880 | GYRO: 2708 23869 780 | GDP=24034.783
FLEX: 2614 2559 2432 2692 2678 | ACC: -23800 6000 884 | GYRO: 1042 32767 8288 | GDP=33814.984
FLEX: 2608 2591 2439 2710 2682 | ACC: -25212 5108 1008 | GYRO: -2268 26363 12080 | GDP=29087.420
FLEX: 2589 2583 2441 2703 2672 | ACC: -19008 7000 -2272 | GYRO: -6332 10521 13955 | GDP=18588.375
FLEX: 2559 2511 2416 2704 2682 | ACC: -15848 6504 -3020 | GYRO: -7231 18311 16328 | GDP=25577.016
FLEX: 2514 2522 2364 2690 2677 | ACC: -12884 8844 -3440 | GYRO: -8944 6358 15428 | GDP=18932.578
FLEX: 2537 2507 2311 2693 2701 | ACC: -9168 8568 -2452 | GYRO: -13800 9858 16653 | GDP=23768.521
FLEX: 2502 2483 2256 2722 2721 | ACC: -9052 10504 228 | GYRO: -10723 5686 13829 | GDP=18399.852
FLEX: 2499 2483 2236 2726 2700 | ACC: -5392 10548 124 | GYRO: -11064 -474 13406 | GDP=17388.434
FLEX: 2467 2471 2222 2715 2736 | ACC: -5120 11924 2784 | GYRO: -7057 -464 10485 | GDP=12647.204
FLEX: 2506 2495 2228 2720 2687 | ACC: -3016 13468 3372 | GYRO: -4977 268 8442 | GDP=9803.556
FLEX: 2458 2443 2226 2709 2689 | ACC: -3224 14888 2416 | GYRO: -2413 -405 6827 | GDP=7252.208
FLEX: 2466 2459 2241 2715 2691 | ACC: -3988 14416 3156 | GYRO: -1371 2040 6880 | GDP=7305.863
FLEX: 2480 2443 2207 2683 2694 | ACC: -1124 15800 1320 | GYRO: -3616 -4238 5167 | GDP=7598.289
FLEX: 2455 2442 2215 2704 2722 | ACC: -328 13648 10604 | GYRO: -3420 -1097 2311 | GDP=4270.894
FLEX: 2465 2449 2176 2704 2699 | ACC: 344 16336 6640 | GYRO: 3385 -2897 608 | GDP=4496.721
FLEX: 2480 2439 2210 2727 2702 | ACC: -3436 15108 2568 | GYRO: 6302 1903 -2747 | GDP=7133.206
FLEX: 2449 2454 2193 2722 2687 | ACC: -7964 16768 -3572 | GYRO: 2899 3602 -685 | GDP=4674.166
FLEX: 2485 2395 2224 2717 2691 | ACC: -6152 16168 -2168 | GYRO: -3312 -1272 3402 | GDP=4915.377
FLEX: 2446 2416 2218 2692 2691 | ACC: -1296 15472 5388 | GYRO: -3545 -2551 3262 | GDP=5451.171
