# sentence_label=How are you?
# timestamp=1764326690.0327125
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2608 2787 2610 2812 2750 | ACC: -6484 13884 6692 | GYRO: 8643 -541 9739 | GDP=13032.354
FLEX: 2506 2779 2596 2791 2733 | ACC: -4476 14300 4408 | GYRO: 8720 -713 11453 | GDP=14412.425
FLEX: 2518 2810 2559 2815 2768 | ACC: -2732 13312 4600 | GYRO: 8315 -978 13302 | GDP=15717.472
FLEX: 2471 2793 2608 2832 2780 | ACC: -852 14164 1980 | GYRO: 6226 -247 13867 | GDP=15202.559
FLEX: 2478 2819 2559 2835 2755 | ACC: 2584 13896 1912 | GYRO: 4445 274 12417 | GDP=13191.475
FLEX: 2441 2822 2607 2809 2769 | ACC: 2872 13852 1736 | GYRO: 2348 2181 11729 | GDP=12158.919
FLEX: 2439 2768 2559 2828 2747 | ACC: 4328 14316 2032 | GYRO: 1218 760 11701 | GDP=11788.746
FLEX: 2431 2781 2559 2816 2755 | ACC: 6632 14060 1736 | GYRO: 1289 2457 9673 | GDP=10063.066
FLEX: 2431 2797 2559 2788 2751 | ACC: 6376 13772 2316 | GYRO: -124 2463 8891 | GDP=9226.680
FLEX: 2381 2802 2530 2791 2782 | ACC: 7944 13092 2260 | GYRO: 794 1882 8900 | GDP=9131.395
FLEX: 2416 2796 2559 2821 2727 | ACC: 8412 13060 2172 | GYRO: -641 2346 7085 | GDP=7490.783
FLEX: 2409 2768 2544 2806 2706 | ACC: 9116 12788 2804 | GYRO: -10 2388 6584 | GDP=7003.692
FLEX: 2399 2793 2545 2807 2743 | ACC: 8876 12636 2784 | GYRO: -976 3014 6300 | GDP=7051.721
FLEX: 2384 2787 2550 2770 2735 | ACC: 10000 12148 3052 | GYRO: -1272 2561 6900 | GDP=7469.050
FLEX: 2384 2749 2589 2845 2749 | ACC: 10648 12156 3988 | GYRO: -1970 3317 6006 | GDP=7138.307
FLEX: 2327 2753 2527 2787 2737 | ACC: 9012 11220 5284 | GYRO: -832 2866 6883 | GDP=7502.124
FLEX: 2362 2768 2543 2834 2751 | ACC: 10588 11288 4320 | GYRO: -2177 3064 7611 | GDP=8488.507
FLEX: 2319 2766 2551 2805 2719 | ACC: 10696 11060 6020 | GYRO: -1279 2125 8386 | GDP=8745.082
FLEX: 2341 2770 2555 2833 2753 | ACC: 11376 10520 5824 | GYRO: -1279 6336 7638 | GDP=10005.987
