# sentence_label=Thank you.
# timestamp=1764326975.2916205
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=77
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2621 2509 2288 2511 2294 | ACC: 1392 8840 14052 | GYRO: 738 -51 -36 | GDP=740.636
FLEX: 2618 2534 2292 2522 2292 | ACC: 1252 8772 13984 | GYRO: 712 -196 -5 | GDP=738.502
FLEX: 2610 2511 2273 2517 2303 | ACC: 1140 8740 14080 | GYRO: 621 86 28 | GDP=627.552
FLEX: 2686 2465 2202 2504 2289 | ACC: 1320 8776 14060 | GYRO: 576 -31 1 | GDP=576.834
FLEX: 2608 2498 2279 2516 2288 | ACC: 1108 8688 14180 | GYRO: 549 107 -60 | GDP=562.539
FLEX: 2637 2513 2288 2534 2329 | ACC: 1412 8732 14032 | GYRO: 666 408 -13 | GDP=781.146
FLEX: 2608 2501 2286 2494 2338 | ACC: 1216 8892 14116 | GYRO: 657 730 -102 | GDP=987.397
FLEX: 2612 2448 2293 2530 2305 | ACC: 1256 8952 14080 | GYRO: 291 819 -428 | GDP=968.827
FLEX: 2637 2493 2249 2491 2279 | ACC: 1484 8908 14076 | GYRO: -445 2540 -1037 | GDP=2779.387
FLEX: 2621 2495 2281 2512 2179 | ACC: 536 8916 14476 | GYRO: -2039 3304 -1362 | GDP=4114.484
FLEX: 2629 2513 2267 2503 2266 | ACC: -572 8556 14988 | GYRO: -1811 4508 -1684 | GDP=5141.754
FLEX: 2631 2480 2290 2533 2284 | ACC: 900 8512 15472 | GYRO: -3838 5590 -2526 | GDP=7235.953
FLEX: 2617 2463 2287 2519 2253 | ACC: -4856 5972 15944 | GYRO: 1901 20548 -1981 | GDP=20730.615
FLEX: 2603 2501 2290 2502 2314 | ACC: -8496 8896 17080 | GYRO: 3878 928 940 | GDP=4096.788
FLEX: 2594 2459 2244 2484 2273 | ACC: -2064 8656 13144 | GYRO: 1389 13012 4859 | GDP=13958.917
FLEX: 2599 2478 2241 2513 2277 | ACC: -7436 8244 15840 | GYRO: 4152 22540 6532 | GDP=23831.863
FLEX: 2559 2476 2247 2488 2277 | ACC: -6152 9400 11260 | GYRO: 1344 25055 7896 | GDP=26304.109
FLEX: 2597 2508 2278 2512 2295 | ACC: -9908 8860 8068 | GYRO: -2763 32767 10436 | GDP=34499.574
FLEX: 2551 2462 2261 2503 2288 | ACC: -14732 9232 7004 | GYRO: -9008 32767 12359 | GDP=36160.270
FLEX: 2608 2466 2287 2453 2414 | ACC: -13332 8880 4196 | GYRO: -13304 32767 12193 | GDP=37407.781
FLEX: 2559 2483 2266 2487 2299 | ACC: -15872 8556 7004 | GYRO: -15686 13051 14197 | GDP=24858.279
FLEX: 2559 2471 2243 2497 2314 | ACC: -8848 8724 3712 | GYRO: -16197 -1589 17266 | GDP=23727.252
FLEX: 2559 2482 2245 2496 2294 | ACC: -5736 7468 9220 | GYRO: -16154 -1884 8144 | GDP=18188.621
FLEX: 2559 2479 2253 2487 2302 | ACC: -5080 8072 10508 | GYRO: -10288 -2383 5132 | GDP=11741.340
FLEX: 2551 2459 2267 2450 2299 | ACC: -4604 6860 12876 | GYRO: -7608 3786 2758 | GDP=8934.316
FLEX: 2559 2510 2259 2481 2285 | ACC: -7288 7648 13564 | GYRO: -2003 265 1356 | GDP=2433.304
FLEX: 2517 2460 2256 2489 2306 | ACC: -8244 7908 12812 | GYRO: 1576 1659 -156 | GDP=2293.555
