# sentence_label=Rest
# timestamp=1764327595.7571385
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2599 2549 2304 2368 2506 | ACC: -3540 4276 15532 | GYRO: 666 -90 34 | GDP=672.913
FLEX: 2559 2559 2235 2542 2484 | ACC: -3576 4280 15620 | GYRO: 646 -21 -10 | GDP=646.419
FLEX: 2546 2533 2292 2512 2352 | ACC: -3620 4324 15508 | GYRO: 645 -31 -27 | GDP=646.309
FLEX: 2546 2559 2256 2480 2495 | ACC: -3588 4284 15592 | GYRO: 681 -10 21 | GDP=681.397
FLEX: 2626 2545 2269 2559 2472 | ACC: -3540 4380 15524 | GYRO: 663 -123 14 | GDP=674.458
FLEX: 2638 2532 2327 2525 2474 | ACC: -3648 4280 15612 | GYRO: 636 0 -4 | GDP=636.013
FLEX: 2609 2531 2301 2498 2426 | ACC: -3620 4296 15512 | GYRO: 649 -22 27 | GDP=649.934
FLEX: 2601 2559 2322 2559 2431 | ACC: -3536 4260 15596 | GYRO: 633 21 -25 | GDP=633.841
FLEX: 2672 2544 2245 2597 2495 | ACC: -3616 4328 15600 | GYRO: 658 -12 23 | GDP=658.511
FLEX: 2583 2555 2262 2546 2497 | ACC: -3608 4216 15612 | GYRO: 657 5 -45 | GDP=658.558
FLEX: 2586 2512 2288 2543 2450 | ACC: -3632 4240 15464 | GYRO: 642 -7 -12 | GDP=642.150
FLEX: 2618 2554 2299 2510 2503 | ACC: -3604 4304 15652 | GYRO: 644 26 -44 | GDP=646.025
FLEX: 2614 2589 2294 2526 2472 | ACC: -3572 4244 15432 | GYRO: 643 -57 0 | GDP=645.521
FLEX: 2608 2527 2255 2540 2420 | ACC: -3584 4252 15548 | GYRO: 649 -1 -35 | GDP=649.944
FLEX: 2611 2601 2288 2550 2432 | ACC: -3572 4284 15468 | GYRO: 647 -62 31 | GDP=650.703
FLEX: 2599 2544 2301 2545 2475 | ACC: -3528 4272 15484 | GYRO: 605 -41 40 | GDP=607.706
FLEX: 2591 2559 2270 2545 2487 | ACC: -3596 4288 15524 | GYRO: 650 0 -12 | GDP=650.111
FLEX: 2614 2558 2297 2521 2464 | ACC: -3568 4316 15528 | GYRO: 649 -55 -1 | GDP=651.327
FLEX: 2617 2555 2289 2559 2475 | ACC: -3620 4208 15536 | GYRO: 660 57 -2 | GDP=662.460
FLEX: 2607 2544 2293 2531 2494 | ACC: -3524 4264 15588 | GYRO: 691 -12 28 | GDP=691.671
FLEX: 2559 2559 2315 2539 2469 | ACC: -3520 4240 15620 | GYRO: 654 -55 7 | GDP=656.346
FLEX: 2587 2558 2288 2551 2459 | ACC: -3588 4300 15560 | GYRO: 663 16 12 | GDP=663.302
FLEX: 2661 2604 2289 2513 2471 | ACC: -3672 4260 15500 | GYRO: 623 -29 18 | GDP=623.934
FLEX: 2601 2558 2295 2547 2450 | ACC: -3588 4260 15512 | GYRO: 634 31 7 | GDP=634.796
FLEX: 2611 2547 2295 2559 2480 | ACC: -3604 4336 15588 | GYRO: 649 -128 -11 | GDP=661.594
FLEX: 2613 2543 2275 2533 2480 | ACC: -3628 4240 15628 | GYRO: 668 31 -19 | GDP=668.989
FLEX: 2559 2559 2299 2513 2454 | ACC: -3480 4252 15656 | GYRO: 641 -64 -16 | GDP=644.386
