# sentence_label=How can I help you?
# timestamp=1764327395.5112255
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2615 2734 2543 2781 2672 | ACC: -13236 9152 12816 | GYRO: 11610 26187 -4056 | GDP=28930.990
FLEX: 2559 2718 2587 2788 2685 | ACC: -19364 8940 10240 | GYRO: 7252 25290 3584 | GDP=26552.225
FLEX: 2527 2740 2557 2828 2736 | ACC: -18044 9464 5500 | GYRO: -466 17798 11528 | GDP=21210.393
FLEX: 2512 2747 2559 2764 2725 | ACC: -14208 7872 3200 | GYRO: -7431 20820 13569 | GDP=25938.580
FLEX: 2512 2730 2559 2801 2776 | ACC: -13692 7912 3716 | GYRO: -9702 15425 14751 | GDP=23444.646
FLEX: 2448 2736 2555 2798 2764 | ACC: -9608 8484 3864 | GYRO: -12816 6179 15058 | GDP=20716.496
FLEX: 2467 2761 2559 2832 2704 | ACC: -4764 8436 3528 | GYRO: -11757 2426 13193 | GDP=17837.258
FLEX: 2441 2768 2545 2832 2743 | ACC: -5452 8120 6540 | GYRO: -14063 4561 10191 | GDP=17956.258
FLEX: 2444 2775 2555 2837 2739 | ACC: -3788 8132 7680 | GYRO: -13605 1250 9025 | GDP=16374.039
FLEX: 2439 2751 2503 2789 2731 | ACC: -3696 8492 9276 | GYRO: -13114 2102 6117 | GDP=14622.349
FLEX: 2431 2752 2539 2801 2750 | ACC: -3104 8792 9464 | GYRO: -12879 104 4582 | GDP=13670.193
FLEX: 2402 2749 2512 2785 2736 | ACC: -5120 8004 12092 | GYRO: -12521 116 1960 | GDP=12674.009
FLEX: 2408 2755 2547 2850 2730 | ACC: -2908 6328 11440 | GYRO: -12032 1337 1172 | GDP=12162.655
FLEX: 2422 2736 2537 2827 2709 | ACC: -4016 5772 12648 | GYRO: -9405 3564 -761 | GDP=10086.389
FLEX: 2418 2741 2514 2810 2694 | ACC: -16080 9352 25152 | GYRO: 15146 4342 3120 | GDP=16062.025
FLEX: 2400 2731 2522 2807 2654 | ACC: -80 5972 9364 | GYRO: -119 -914 -1375 | GDP=1655.349
FLEX: 2416 2778 2541 2767 2686 | ACC: -13012 8796 12776 | GYRO: -1615 -138 10 | GDP=1620.916
FLEX: 2377 2725 2519 2795 2637 | ACC: -7468 7824 13404 | GYRO: -175 -2296 837 | GDP=2450.063
FLEX: 2413 2735 2532 2781 2672 | ACC: -7484 7388 14540 | GYRO: -586 410 924 | GDP=1168.448
FLEX: 2430 2741 2495 2777 2641 | ACC: -7632 7996 14232 | GYRO: -182 -1195 1626 | GDP=2026.086
FLEX: 2439 2759 2493 2801 2650 | ACC: -7468 8324 15436 | GYRO: -729 -2489 1768 | GDP=3138.851
FLEX: 2425 2739 2529 2800 2654 | ACC: -6528 7492 16380 | GYRO: 619 -4389 2630 | GDP=5153.967
FLEX: 2425 2741 2508 2790 2688 | ACC: -4532 8240 16972 | GYRO: 2907 -2635 2132 | GDP=4465.344
FLEX: 2389 2739 2501 2834 2646 | ACC: -2880 7564 16844 | GYRO: 3153 -1826 76 | GDP=3644.374
FLEX: 2446 2752 2510 2836 2648 | ACC: -1192 7076 14440 | GYRO: 6674 2242 -2835 | GDP=7589.866
FLEX: 2401 2734 2512 2785 2660 | ACC: -1872 6736 12360 | GYRO: 3973 6662 -7105 | GDP=10518.936
FLEX: 2420 2731 2531 2768 2674 | ACC: -3220 5228 10232 | GYRO: 8187 12787 -8496 | GDP=17398.746
FLEX: 2400 2756 2538 2816 2640 | ACC: -5244 5944 8788 | GYRO: 7069 15638 -11863 | GDP=20862.611
FLEX: 2405 2742 2527 2801 2630 | ACC: -9004 3880 6096 | GYRO: 14857 19643 -13332 | GDP=28005.717
FLEX: 2460 2736 2499 2838 2597 | ACC: -13208 5404 1708 | GYRO: 10934 16033 -12125 | GDP=22882.855
FLEX: 2435 2739 2507 2818 2618 | ACC: -20684 4816 -1032 | GYRO: 11222 14488 -8927 | GDP=20384.473
FLEX: 2423 2735 2508 2785 2608 | ACC: -20712 5248 -2452 | GYRO: 4511 1343 -3811 | GDP=6056.112
FLEX: 2418 2738 2533 2800 2624 | ACC: -19312 6568 500 | GYRO: 2327 201 322 | GDP=2357.756
FLEX: 2425 2738 2482 2801 2621 | ACC: -15140 7072 2860 | GYRO: 468 -4618 1517 | GDP=4883.261
FLEX: 2455 2737 2521 2803 2635 | ACC: -14040 7532 3872 | GYRO: 507 -791 723 | GDP=1185.521
FLEX: 2432 2751 2502 2816 2629 | ACC: -14480 6572 3672 | GYRO: -573 -1290 -173 | GDP=1422.096
FLEX: 2448 2732 2496 2769 2647 | ACC: -15936 6436 5112 | GYRO: 425 -714 112 | GDP=838.430
FLEX: 2446 2749 2531 2783 2666 | ACC: -19364 6856 7808 | GYRO: -2876 -3612 3161 | GDP=5595.520
FLEX: 2441 2743 2529 2807 2695 | ACC: -14888 5900 6984 | GYRO: -1770 -15183 5140 | GDP=16126.871
FLEX: 2422 2726 2546 2770 2675 | ACC: -15332 6772 6116 | GYRO: -461 -32768 4563 | GDP=33087.391
FLEX: 2450 2755 2559 2807 2701 | ACC: -12648 8364 6764 | GYRO: -2585 -32768 5608 | GDP=33344.773
FLEX: 2448 2733 2559 2855 2714 | ACC: -7872 8476 10280 | GYRO: -5130 -32768 6679 | GDP=33832.938
FLEX: 2459 2768 2581 2813 2750 | ACC: 4192 7608 7968 | GYRO: -7280 -31087 7282 | GDP=32747.939
FLEX: 2451 2736 2519 2801 2687 | ACC: 500 6500 15084 | GYRO: -3849 2620 7368 | GDP=8715.884
FLEX: 2432 2733 2559 2834 2736 | ACC: -1356 6856 14560 | GYRO: -3154 -11662 5415 | GDP=13239.040
FLEX: 2401 2725 2559 2851 2743 | ACC: 1020 6080 14548 | GYRO: -2116 -732 3900 | GDP=4497.030
FLEX: 2435 2715 2588 2838 2707 | ACC: -4636 7184 15596 | GYRO: -2522 -10285 3622 | GDP=11191.988
FLEX: 2403 2730 2559 2832 2718 | ACC: 3652 4104 15812 | GYRO: -384 -4278 3827 | GDP=5752.796
FLEX: 2406 2727 2555 2833 2704 | ACC: 4820 4456 14620 | GYRO: -281 -5465 2078 | GDP=5853.483
FLEX: 2416 2737 2545 2858 2736 | ACC: 8776 3588 13984 | GYRO: 4721 19848 -1138 | GDP=20433.453
FLEX: 2448 2716 2559 2811 2734 | ACC: 7780 4304 11924 | GYRO: 8733 32767 -5431 | GDP=34342.938
FLEX: 2406 2727 2587 2839 2723 | ACC: -3516 5296 10720 | GYRO: 11583 32767 -12624 | GDP=36975.770
FLEX: 2384 2731 2555 2845 2713 | ACC: -16748 5896 5728 | GYRO: 3364 32767 -11311 | GDP=34827.164
FLEX: 2351 2715 2550 2859 2694 | ACC: -21660 4720 6240 | GYRO: 9229 10494 -5709 | GDP=15096.064
FLEX: 2335 2747 2559 2847 2690 | ACC: -19356 4728 4520 | GYRO: 2096 -4895 -2498 | GDP=5881.687
FLEX: 2349 2735 2539 2877 2688 | ACC: -24784 5920 5072 | GYRO: -1139 -32768 2145 | GDP=32857.879
FLEX: 2359 2733 2544 2810 2727 | ACC: -20024 4996 7676 | GYRO: 257 -32768 10065 | GDP=34279.906
FLEX: 2361 2735 2582 2794 2715 | ACC: -4764 5452 6372 | GYRO: 759 -32768 18817 | GDP=37794.145
FLEX: 2384 2746 2549 2838 2702 | ACC: 10008 6988 10360 | GYRO: -2193 -28318 12416 | GDP=30997.990
FLEX: 2356 2713 2559 2836 2709 | ACC: 12448 6016 14036 | GYRO: 898 -8591 3595 | GDP=9356.052
FLEX: 2371 2740 2559 2832 2739 | ACC: 10520 5824 13680 | GYRO: 2131 21220 -5416 | GDP=22003.695
FLEX: 2371 2717 2535 2848 2746 | ACC: 7516 5848 10496 | GYRO: 7118 32767 -10846 | GDP=35241.707
FLEX: 2374 2725 2559 2822 2745 | ACC: -8820 8644 6964 | GYRO: -770 32767 -13897 | GDP=35600.504
FLEX: 2347 2736 2555 2807 2720 | ACC: -16880 5396 11456 | GYRO: 1348 32767 -2255 | GDP=32872.152
FLEX: 2361 2737 2583 2842 2735 | ACC: -18936 6652 8748 | GYRO: 1153 -2413 1109 | GDP=2895.144
FLEX: 2352 2766 2528 2836 2734 | ACC: -15760 5456 11476 | GYRO: -1241 -12376 2683 | GDP=12724.148
FLEX: 2389 2748 2544 2837 2730 | ACC: -17040 7400 8324 | GYRO: -2892 -32768 5690 | GDP=33383.852
FLEX: 2369 2705 2557 2853 2703 | ACC: -2932 6264 7820 | GYRO: -5620 -32768 10106 | GDP=34748.488
FLEX: 2402 2734 2545 2864 2714 | ACC: 8096 6008 10336 | GYRO: -4278 -32768 9778 | GDP=34462.336
FLEX: 2384 2749 2551 2810 2723 | ACC: 11872 3772 15732 | GYRO: 1303 -2163 3108 | GDP=4004.503
FLEX: 2398 2731 2532 2873 2752 | ACC: 9828 5412 14592 | GYRO: 3608 15145 -4560 | GDP=16222.894
FLEX: 2362 2716 2533 2826 2710 | ACC: 7208 5300 13684 | GYRO: 7623 31816 -10003 | GDP=34211.520
FLEX: 2385 2738 2529 2880 2724 | ACC: 1848 7404 6348 | GYRO: 4877 32767 -15711 | GDP=36664.656
FLEX: 2366 2727 2545 2844 2679 | ACC: -13836 -3176 16416 | GYRO: -9995 32767 -9852 | GDP=35646.012
FLEX: 2391 2740 2559 2851 2737 | ACC: -20792 7292 10692 | GYRO: 4195 13292 -4814 | GDP=14746.183
FLEX: 2379 2722 2544 2817 2729 | ACC: -11888 5144 7956 | GYRO: 1673 5038 -3651 | GDP=6442.839
