# sentence_label=Do you want help?
# timestamp=1764407236.7619245
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2559 2721 2637 2763 2698 | ACC: 1336 11728 5616 | GYRO: 25331 9262 18542 | GDP=32729.955
FLEX: 2615 2736 2710 2794 2699 | ACC: 3632 11220 1540 | GYRO: 22477 8727 16070 | GDP=28976.215
FLEX: 2559 2695 2733 2821 2736 | ACC: 3764 10192 2440 | GYRO: 19068 8045 16217 | GDP=26292.617
FLEX: 2582 2707 2768 2859 2754 | ACC: 7252 11624 -1800 | GYRO: 18091 3329 12452 | GDP=22213.033
FLEX: 2559 2705 2752 2863 2752 | ACC: 7864 11724 -2536 | GYRO: 14248 6653 11124 | GDP=19261.652
FLEX: 2613 2752 2742 2849 2765 | ACC: 8256 12216 -3548 | GYRO: 9356 6845 9157 | GDP=14772.929
FLEX: 2623 2711 2727 2795 2686 | ACC: 9700 11696 -3180 | GYRO: 8313 3469 6258 | GDP=10968.249
FLEX: 2645 2735 2730 2822 2770 | ACC: 9660 11960 -4068 | GYRO: 7529 2390 3829 | GDP=8778.336
FLEX: 2648 2718 2695 2783 2704 | ACC: 11316 11852 -6284 | GYRO: 7119 -1040 3188 | GDP=7869.250
FLEX: 2689 2755 2685 2815 2746 | ACC: 14312 12744 -9572 | GYRO: 2749 -1917 -3493 | GDP=4840.758
FLEX: 2682 2705 2677 2787 2710 | ACC: 12476 10104 -7360 | GYRO: -4170 -1210 -8834 | GDP=9843.401
FLEX: 2720 2714 2686 2759 2704 | ACC: 13636 10628 -8372 | GYRO: -6739 158 -15127 | GDP=16560.955
FLEX: 2736 2640 2669 2768 2705 | ACC: 9864 12488 -7144 | GYRO: -18898 923 -25538 | GDP=31783.264
FLEX: 2694 2555 2655 2703 2712 | ACC: 6156 11036 -1972 | GYRO: -21645 789 -27495 | GDP=35001.480
FLEX: 2718 2501 2688 2741 2677 | ACC: 4500 6516 1652 | GYRO: -28414 801 -32768 | GDP=43379.012
FLEX: 2736 2512 2643 2790 2635 | ACC: -6956 4628 9444 | GYRO: -16244 6003 -32768 | GDP=37062.723
FLEX: 2736 2503 2671 2717 2674 | ACC: -8388 -76 8764 | GYRO: -17268 -2054 -32768 | GDP=37096.422
FLEX: 2765 2509 2630 2753 2704 | ACC: -20888 -9292 11944 | GYRO: -22907 13441 -32768 | GDP=42179.770
FLEX: 2731 2498 2677 2730 2661 | ACC: -32768 -9400 15452 | GYRO: 754 312 -3428 | GDP=3523.783
FLEX: 2714 2492 2681 2751 2683 | ACC: -16968 412 4896 | GYRO: 6108 -8160 5649 | GDP=11653.518
FLEX: 2726 2493 2671 2747 2688 | ACC: -12920 2388 6028 | GYRO: 471 4043 5273 | GDP=6661.248
FLEX: 2624 2487 2674 2778 2691 | ACC: -14292 4300 7760 | GYRO: 1673 518 2732 | GDP=3245.162
FLEX: 2695 2491 2675 2736 2635 | ACC: -13344 4192 5984 | GYRO: -868 500 4294 | GDP=4409.292
FLEX: 2615 2476 2674 2702 2686 | ACC: -14588 4044 6912 | GYRO: -4927 3562 7074 | GDP=9327.628
FLEX: 2652 2501 2619 2804 2662 | ACC: -18584 4856 8948 | GYRO: -7384 5732 10902 | GDP=14360.811
FLEX: 2659 2559 2669 2689 2639 | ACC: -19784 3160 8088 | GYRO: -3976 6744 9353 | GDP=12197.078
FLEX: 2639 2643 2625 2741 2666 | ACC: -20952 7508 5360 | GYRO: -7912 5137 16950 | GDP=19398.223
FLEX: 2640 2689 2659 2770 2642 | ACC: -18556 6232 8280 | GYRO: -5449 2411 19362 | GDP=20258.123
FLEX: 2625 2723 2624 2711 2622 | ACC: -12964 8264 4668 | GYRO: -2092 8305 25678 | GDP=27068.602
FLEX: 2673 2762 2624 2753 2681 | ACC: -9388 10836 2612 | GYRO: 3362 7538 24427 | GDP=25783.770
FLEX: 2677 2736 2608 2753 2688 | ACC: -7056 9228 728 | GYRO: -4872 18388 21210 | GDP=28490.684
FLEX: 2655 2745 2634 2793 2718 | ACC: -2600 9420 1296 | GYRO: -8099 6569 14961 | GDP=18236.695
FLEX: 2734 2741 2670 2777 2698 | ACC: 532 9864 2344 | GYRO: -10525 11903 10964 | GDP=19304.568
FLEX: 2758 2764 2675 2787 2704 | ACC: 1272 9560 2540 | GYRO: -10820 11911 2958 | GDP=16361.359
FLEX: 2755 2763 2669 2805 2742 | ACC: -1668 8212 4068 | GYRO: -13432 8941 -3025 | GDP=16416.781
FLEX: 2786 2778 2746 2800 2715 | ACC: -2116 6100 5700 | GYRO: -14604 10187 -8853 | GDP=19885.355
FLEX: 2775 2754 2698 2817 2740 | ACC: -9348 5776 12456 | GYRO: -16448 3390 -13055 | GDP=21271.150
FLEX: 2793 2789 2689 2813 2725 | ACC: -7800 5196 13192 | GYRO: -10023 5052 -13396 | GDP=17476.729
FLEX: 2777 2801 2679 2863 2741 | ACC: -31176 15616 26936 | GYRO: 15585 16553 15716 | GDP=27638.500
FLEX: 2768 2793 2704 2794 2740 | ACC: -6304 8604 4736 | GYRO: 3056 2720 -3022 | GDP=5086.258
FLEX: 2762 2767 2786 2837 2704 | ACC: -17348 10456 9684 | GYRO: 2212 -1806 -17 | GDP=2855.673
FLEX: 2753 2800 2682 2801 2727 | ACC: -13732 9160 8576 | GYRO: 4515 -444 2838 | GDP=5351.318
FLEX: 2864 2743 2667 2775 2703 | ACC: -14376 8456 11676 | GYRO: 6143 -128 4559 | GDP=7650.968
FLEX: 2705 2693 2647 2746 2702 | ACC: -14548 10032 17188 | GYRO: 14959 -4983 7953 | GDP=17659.338
FLEX: 2663 2715 2748 2850 2696 | ACC: -8792 6444 18700 | GYRO: 22285 -12706 9651 | GDP=27408.129
FLEX: 2672 2710 2611 2789 2669 | ACC: -1728 11464 7992 | GYRO: 31546 1385 -76 | GDP=31576.480
