# sentence_label=What's up!
# timestamp=1764326377.6012726
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=77
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2651 2559 2426 2587 2423 | ACC: -15976 7048 8452 | GYRO: 2268 32767 -8178 | GDP=33848.188
FLEX: 2639 2525 2431 2507 2420 | ACC: -20572 5460 -5820 | GYRO: -5804 26397 6242 | GDP=27738.973
FLEX: 2631 2540 2453 2533 2469 | ACC: -17160 7220 -10976 | GYRO: -8419 14237 15424 | GDP=22615.736
FLEX: 2652 2538 2434 2480 2410 | ACC: -11804 6676 -8768 | GYRO: -11407 9178 14355 | GDP=20504.178
FLEX: 2637 2512 2475 2499 2426 | ACC: -7892 9064 -9268 | GYRO: -15631 5696 13398 | GDP=21360.687
FLEX: 2622 2494 2445 2474 2386 | ACC: -7152 8956 -5316 | GYRO: -17097 2195 8938 | GDP=19416.830
FLEX: 2658 2553 2448 2480 2401 | ACC: -5964 10980 -4492 | GYRO: -20327 -1868 9098 | GDP=22348.377
FLEX: 2608 2541 2466 2459 2391 | ACC: -3548 10392 -2872 | GYRO: -20198 -1664 5935 | GDP=21117.584
FLEX: 2640 2538 2461 2458 2386 | ACC: -6180 10368 552 | GYRO: -28424 -1161 4727 | GDP=28837.756
FLEX: 2602 2531 2430 2453 2385 | ACC: -4144 10784 3672 | GYRO: -25317 -4091 4162 | GDP=25980.936
FLEX: 2597 2499 2423 2465 2356 | ACC: -4548 8292 8192 | GYRO: -28022 969 1415 | GDP=28074.432
FLEX: 2617 2513 2423 2479 2368 | ACC: -4800 9232 7368 | GYRO: -26401 -4953 2299 | GDP=26959.793
FLEX: 2640 2521 2432 2508 2369 | ACC: -4328 4516 11100 | GYRO: -28189 6765 -475 | GDP=28993.285
FLEX: 2610 2508 2396 2447 2352 | ACC: -6420 4848 9236 | GYRO: -23584 6289 384 | GDP=24411.145
FLEX: 2594 2539 2440 2481 2384 | ACC: -9368 2344 15856 | GYRO: -21710 8704 295 | GDP=23391.682
FLEX: 2603 2497 2416 2448 2323 | ACC: -7852 732 20984 | GYRO: -17208 6126 264 | GDP=18267.809
FLEX: 2624 2653 2455 2447 2350 | ACC: -6088 -3240 32767 | GYRO: 2286 9628 -3315 | GDP=10436.158
FLEX: 2624 2649 2430 2455 2335 | ACC: -13904 3144 17404 | GYRO: -540 5705 -1532 | GDP=5931.749
FLEX: 2636 2618 2437 2455 2366 | ACC: -10952 4196 10112 | GYRO: 256 -2389 147 | GDP=2407.170
FLEX: 2607 2582 2416 2442 2320 | ACC: -7688 2460 13940 | GYRO: -277 -1911 1174 | GDP=2259.851
FLEX: 2625 2596 2443 2460 2327 | ACC: -6788 2208 13308 | GYRO: 672 696 133 | GDP=976.570
FLEX: 2595 2559 2418 2448 2329 | ACC: -8988 2540 13680 | GYRO: 882 1461 -207 | GDP=1719.097
FLEX: 2624 2591 2422 2463 2348 | ACC: -9488 2908 13760 | GYRO: 331 1668 -534 | GDP=1782.398
FLEX: 2590 2559 2414 2406 2309 | ACC: -10176 2748 13900 | GYRO: -253 -485 -451 | GDP=708.968
FLEX: 2614 2559 2393 2462 2320 | ACC: -10020 2828 14240 | GYRO: -832 -1378 -99 | GDP=1612.733
FLEX: 2619 2550 2417 2450 2347 | ACC: -9456 2928 13708 | GYRO: -1676 -2198 -417 | GDP=2795.366
FLEX: 2631 2559 2436 2450 2322 | ACC: -8872 2164 14676 | GYRO: -1611 -3387 37 | GDP=3750.794
FLEX: 2633 2559 2433 2450 2304 | ACC: -8664 1956 15756 | GYRO: -1178 -4407 148 | GDP=4564.125
FLEX: 2596 2543 2431 2455 2339 | ACC: -9632 988 20388 | GYRO: 936 -7669 169 | GDP=7727.756
FLEX: 2619 2539 2416 2435 2320 | ACC: -7232 100 23000 | GYRO: 7291 -10167 106 | GDP=12511.507
FLEX: 2599 2534 2426 2448 2327 | ACC: -7608 -248 22600 | GYRO: 16725 -11478 626 | GDP=20294.383
FLEX: 2603 2549 2413 2443 2293 | ACC: -9976 -596 24360 | GYRO: 25540 -17252 2188 | GDP=30898.389
FLEX: 2604 2544 2409 2473 2298 | ACC: -8376 -4464 25600 | GYRO: 32767 -20092 2656 | GDP=38528.160
FLEX: 2619 2529 2411 2446 2251 | ACC: -220 -5996 13952 | GYRO: 32767 -5116 4323 | GDP=33444.555
FLEX: 2608 2509 2395 2455 2309 | ACC: -2840 -7344 3956 | GYRO: 32767 -1573 2642 | GDP=32910.953
FLEX: 2595 2509 2375 2340 2221 | ACC: -800 -3432 -11032 | GYRO: 32767 4150 6884 | GDP=33738.527
FLEX: 2626 2517 2394 2432 2309 | ACC: 8896 -3536 -28340 | GYRO: 32767 712 -657 | GDP=32781.320
FLEX: 2613 2470 2413 2415 2285 | ACC: -184 3192 -26492 | GYRO: 16920 -5302 -726 | GDP=17746.117
FLEX: 2559 2455 2349 2384 2221 | ACC: 2072 7256 -22464 | GYRO: 4333 -6988 -3547 | GDP=8954.789
FLEX: 2321 2235 2128 2148 2032 | ACC: -5300 7620 -13676 | GYRO: 3353 -5273 -3269 | GDP=7052.198
FLEX: 2522 2422 2370 2380 2232 | ACC: -2356 10464 -16800 | GYRO: 1905 -292 -1015 | GDP=2178.190
FLEX: 2512 2416 2288 2306 2183 | ACC: -3552 9284 -15136 | GYRO: 3237 -1678 -517 | GDP=3682.546
FLEX: 2557 2475 2372 2355 2240 | ACC: -1852 8948 -16120 | GYRO: -83 178 -618 | GDP=648.457
