# sentence_label=Are you hearing?
# timestamp=1764406832.5137267
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2627 2599 2672 2758 2608 | ACC: 1140 12040 3324 | GYRO: 21400 10653 17789 | GDP=29797.566
FLEX: 2608 2622 2672 2790 2631 | ACC: 4704 12900 -84 | GYRO: 20887 10125 16994 | GDP=28767.662
FLEX: 2611 2608 2702 2730 2622 | ACC: 6816 13296 -3088 | GYRO: 14323 9994 13940 | GDP=22346.184
FLEX: 2640 2617 2712 2761 2651 | ACC: 9104 12564 -4096 | GYRO: 12491 9516 8583 | GDP=17895.453
FLEX: 2667 2593 2719 2721 2650 | ACC: 9412 13840 -5012 | GYRO: 10619 10026 3318 | GDP=14976.413
FLEX: 2693 2582 2743 2777 2643 | ACC: 10012 13288 -5520 | GYRO: 4338 8843 123 | GDP=9850.483
FLEX: 2736 2538 2815 2801 2672 | ACC: 11156 11724 -5332 | GYRO: 2902 6116 -5059 | GDP=8451.067
FLEX: 2704 2556 2639 2672 2737 | ACC: 10804 14632 -7400 | GYRO: -3870 3798 -14827 | GDP=15787.389
FLEX: 2710 2522 2621 2747 2651 | ACC: 5528 11824 -2780 | GYRO: -10580 5608 -18998 | GDP=22456.850
FLEX: 2736 2487 2477 2676 2637 | ACC: 4808 13884 -3312 | GYRO: -13500 1161 -25687 | GDP=29041.693
FLEX: 2752 2498 2559 2729 2672 | ACC: -156 9392 2384 | GYRO: -22022 236 -32768 | GDP=39481.211
FLEX: 2737 2497 2611 2727 2624 | ACC: -5440 6524 7168 | GYRO: -19628 -6616 -32768 | GDP=38765.598
FLEX: 2784 2495 2608 2723 2628 | ACC: -5236 -2372 6220 | GYRO: -31578 350 -32768 | GDP=45508.617
FLEX: 2797 2475 2650 2721 2626 | ACC: -31532 -13276 16632 | GYRO: -23470 10434 -25696 | GDP=36331.715
FLEX: 2757 2475 2618 2709 2559 | ACC: -22244 -6152 10740 | GYRO: 8475 -18553 3257 | GDP=20655.447
FLEX: 2810 2471 2679 2736 2618 | ACC: -12964 3148 7768 | GYRO: 1725 -2792 6815 | GDP=7564.067
FLEX: 2769 2486 2640 2708 2640 | ACC: -14004 6064 8568 | GYRO: 2274 -1581 8669 | GDP=9100.670
FLEX: 2753 2478 2640 2726 2638 | ACC: -12508 4180 9592 | GYRO: 1382 5661 11937 | GDP=13283.403
FLEX: 2766 2463 2598 2748 2640 | ACC: -12288 3068 8016 | GYRO: -2747 -2101 15066 | GDP=15457.832
FLEX: 2691 2477 2559 2715 2613 | ACC: -9600 2328 7508 | GYRO: -11206 -6978 18970 | GDP=23111.205
FLEX: 2674 2496 2605 2734 2608 | ACC: -7204 3676 3120 | GYRO: -28079 -15400 8625 | GDP=33165.961
FLEX: 2635 2497 2586 2751 2624 | ACC: -15664 700 10776 | GYRO: -27838 860 18844 | GDP=33627.223
FLEX: 2630 2502 2587 2739 2667 | ACC: -20236 1764 16196 | GYRO: -26625 -2526 31943 | GDP=41660.852
FLEX: 2606 2480 2585 2765 2615 | ACC: -9264 2136 23792 | GYRO: -11641 -3307 32767 | GDP=34930.293
FLEX: 2624 2496 2591 2736 2662 | ACC: 13436 -588 29336 | GYRO: 12461 21200 29091 | GDP=38092.031
FLEX: 2599 2471 2591 2703 2657 | ACC: 12204 -144 24660 | GYRO: 29457 5334 6068 | GDP=30544.836
FLEX: 2598 2460 2559 2737 2625 | ACC: 10952 3076 2296 | GYRO: 28512 8962 -21056 | GDP=36559.633
FLEX: 2588 2465 2593 2736 2669 | ACC: -9328 6096 -8204 | GYRO: -1345 560 -31679 | GDP=31712.484
FLEX: 2593 2485 2594 2720 2686 | ACC: -32240 3216 -2956 | GYRO: -30447 -7570 -18600 | GDP=36473.070
FLEX: 2618 2473 2559 2729 2677 | ACC: -32768 2272 12800 | GYRO: -32768 -13228 7866 | GDP=36202.152
FLEX: 2599 2478 2622 2749 2672 | ACC: -18300 -2116 29620 | GYRO: -11803 -8070 24209 | GDP=28116.035
FLEX: 2559 2482 2603 2768 2651 | ACC: -108 -5776 30412 | GYRO: 18814 -1575 26001 | GDP=32132.527
FLEX: 2559 2473 2608 2627 2667 | ACC: 10220 -2448 19352 | GYRO: 32767 7251 14625 | GDP=36607.977
FLEX: 2558 2466 2608 2764 2646 | ACC: 11548 2736 2932 | GYRO: 32767 4490 -8179 | GDP=34069.523
FLEX: 2586 2466 2595 2704 2641 | ACC: 4180 4084 -8496 | GYRO: 20550 -217 -32768 | GDP=38679.340
FLEX: 2606 2441 2559 2708 2653 | ACC: -17572 1884 -6772 | GYRO: -8009 -3118 -32768 | GDP=33876.359
FLEX: 2605 2454 2553 2714 2663 | ACC: -32768 1908 4496 | GYRO: -23908 -23793 -30059 | GDP=45180.113
FLEX: 2609 2476 2614 2736 2653 | ACC: -26984 -4940 14444 | GYRO: -14332 -8845 8659 | GDP=18937.227
FLEX: 2594 2478 2601 2726 2667 | ACC: -28048 -2696 24312 | GYRO: 1761 -15783 23214 | GDP=28126.395
FLEX: 2596 2481 2603 2686 2640 | ACC: -15008 1004 18848 | GYRO: 17706 -13682 28140 | GDP=35952.180
FLEX: 2543 2507 2607 2719 2641 | ACC: -5152 2964 13260 | GYRO: 25421 -15482 32091 | GDP=43769.301
FLEX: 2649 2510 2550 2715 2611 | ACC: -1692 4660 11040 | GYRO: 25410 -17305 29853 | GDP=42852.453
FLEX: 2657 2544 2559 2737 2624 | ACC: 11692 9024 2768 | GYRO: 23114 -5271 24470 | GDP=34070.828
FLEX: 2651 2530 2593 2713 2608 | ACC: 10360 9492 4800 | GYRO: 19838 -11357 17341 | GDP=28692.123
FLEX: 2659 2534 2583 2711 2613 | ACC: 16912 10020 1120 | GYRO: 16849 -5415 8870 | GDP=19796.160
FLEX: 2643 2505 2586 2700 2602 | ACC: 16640 11028 -592 | GYRO: 16913 -4909 -2031 | GDP=17727.740
