# sentence_label=Where do you live?
# timestamp=1764406534.8510299
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=79
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2627 2640 2583 2817 2613 | ACC: 764 7464 14748 | GYRO: 525 -58 -144 | GDP=547.471
FLEX: 2659 2672 2635 2851 2616 | ACC: 1000 7156 14832 | GYRO: 496 -310 209 | GDP=621.126
FLEX: 2638 2647 2612 2820 2604 | ACC: 732 7084 14936 | 4 4552 -1473 | GDP=6316.471
FLEX: 2615 2654 2693 2786 2583 | ACC: -9160 12520 14272 | GYRO: 23870 18150 18248 | GDP=35102.547
FLEX: 2607 2661 2677 2768 2598 | ACC: -5060 11904 6836 | GYRO: 28791 15485 23624 | GDP=40333.613
FLEX: 2599 2678 2691 2797 2603 | ACC: 1624 10904 -260 | GYRO: 25014 14624 22330 | GDP=36581.285
FLEX: 2555 2685 2702 2741 2582 | ACC: 4564 11428 -3372 | GYRO: 22685 15276 20481 | GDP=34167.773
FLEX: 2648 2669 2736 2707 2608 | ACC: 8900 11676 -7580 | GYRO: 15115 9586 15210 | GDP=23488.268
FLEX: 2660 2633 2722 2794 2640 | ACC: 10712 11108 -8188 | GYRO: 11455 9654 7876 | GDP=16924.779
FLEX: 2722 2621 2736 2784 2634 | ACC: 11416 11792 -9224 | GYRO: 714 5255 -608 | GDP=5338.022
FLEX: 2735 2559 2688 2789 2608 | ACC: 10260 10984 -7128 | GYRO: -1076 2502 -5948 | GDP=6541.902
FLEX: 2746 2559 2704 2767 2593 | ACC: 9772 12796 -8112 | GYRO: -11118 -453 -13347 | GDP=17376.926
FLEX: 2752 2502 2697 2800 2593 | ACC: 6696 9724 -2860 | GYRO: -16384 -1974 -18386 | GDP=24705.812
FLEX: 2773 2512 2685 2740 2594 | ACC: 5116 11216 -1572 | GYRO: -20107 -7422 -27526 | GDP=34886.359
FLEX: 2779 2512 2715 2768 2593 | ACC: 3740 7760 1940 | GYRO: -30389 -16214 -32768 | GDP=47540.793
FLEX: 2781 2517 2688 2736 2605 | ACC: 576 2136 1984 | GYRO: -32768 -6049 -32768 | GDP=46734.078
FLEX: 2761 2479 2677 2756 2608 | ACC: -24012 -21300 26396 | GYRO: -32768 12543 -25432 | GDP=43334.227
FLEX: 2765 2484 2662 2780 2630 | ACC: -22208 -9288 20568 | GYRO: 9133 -20475 -6041 | GDP=23219.195
FLEX: 2753 2480 2672 2794 2593 | ACC: -14796 1448 12564 | GYRO: 2236 3163 1015 | GDP=4004.309
FLEX: 2743 2483 2672 2753 2587 | ACC: -14160 1732 14072 | GYRO: 1763 817 2834 | GDP=3436.163
