# sentence_label=No, I don't understand
# timestamp=1764407642.750409
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2619 2554 2347 2721 2544 | ACC: 4700 13736 1192 | GYRO: 4087 -4813 5410 | GDP=8314.845
FLEX: 2592 2633 2352 2688 2527 | ACC: 5340 13924 1940 | GYRO: 3656 -3480 3079 | GDP=5912.442
FLEX: 2559 2523 2286 2656 2609 | ACC: 5944 14788 2192 | GYRO: 2265 -1942 2104 | GDP=3650.809
FLEX: 2545 2587 2262 2751 2559 | ACC: 6012 14128 2960 | GYRO: 4271 -1098 18 | GDP=4409.917
FLEX: 2590 2608 2272 2652 2559 | ACC: 5268 15636 1356 | GYRO: 922 443 111 | GDP=1028.909
FLEX: 2579 2542 2282 2749 2593 | ACC: 5084 15124 3340 | GYRO: 1882 56 -319 | GDP=1909.665
FLEX: 2527 2529 2320 2731 2618 | ACC: 5036 14704 3088 | GYRO: 1865 49 -989 | GDP=2111.574
FLEX: 2559 2583 2290 2644 2595 | ACC: 4372 15904 2860 | GYRO: 1079 -16 -499 | GDP=1188.906
FLEX: 2537 2559 2291 2701 2512 | ACC: 4544 15312 2656 | GYRO: 1111 367 60 | GDP=1171.584
FLEX: 2586 2559 2262 2656 2594 | ACC: 4448 15932 3000 | GYRO: 1669 468 -3 | GDP=1733.376
FLEX: 2527 2539 2326 2632 2435 | ACC: 4976 14956 3592 | GYRO: 2893 720 -167 | GDP=2985.923
FLEX: 2640 2591 2325 2683 2595 | ACC: 5908 16604 2876 | GYRO: 7148 2857 -2567 | GDP=8114.545
FLEX: 2651 2672 2399 2697 2558 | ACC: 3948 15748 -656 | GYRO: 6579 7475 -3722 | GDP=10630.717
FLEX: 2559 2592 2427 2785 2518 | ACC: 3056 17148 608 | GYRO: -1258 -1499 2666 | GDP=3307.132
FLEX: 2590 2559 2351 2781 2512 | ACC: 6768 12868 2744 | GYRO: 80 1409 172 | GDP=1421.712
FLEX: 2636 2641 2453 2682 2531 | ACC: -28 17532 2240 | GYRO: 4758 4970 -1361 | GDP=7013.686
FLEX: 2559 2559 2350 2737 2512 | ACC: 5664 15368 1540 | GYRO: -3899 -10053 2366 | GDP=11039.156
FLEX: 2548 2558 2341 2705 2541 | ACC: 3060 16148 3800 | GYRO: 2701 4000 296 | GDP=4835.599
FLEX: 2592 2629 2330 2614 2503 | ACC: 4928 18612 1544 | GYRO: 9972 8811 82 | GDP=13307.187
FLEX: 2617 2592 2399 2665 2515 | ACC: 8868 13204 -4996 | GYRO: 235 -3538 -202 | GDP=3551.545
FLEX: 2583 2557 2352 2711 2544 | ACC: 984 17104 -480 | GYRO: 3098 4899 -655 | GDP=5833.252
FLEX: 2587 2542 2330 2678 2484 | ACC: 5416 17056 1960 | GYRO: -6844 -11084 1539 | GDP=13117.313
FLEX: 2500 2541 2288 2707 2547 | ACC: 3100 15324 4432 | GYRO: 7102 5606 -285 | GDP=9052.451
FLEX: 2559 2547 2378 2623 2559 | ACC: 2660 18964 -1008 | GYRO: 7950 4499 1635 | GDP=9279.910
FLEX: 2513 2603 2347 2661 2517 | ACC: 7044 15248 320 | GYRO: 3472 -27 1688 | GDP=3860.681
FLEX: 2553 2598 2348 2624 2531 | ACC: 6376 16012 -1176 | GYRO: 2518 5032 -1664 | GDP=5867.729
FLEX: 2623 2559 2368 2706 2558 | ACC: 11644 12696 -6072 | GYRO: -2344 23022 -12700 | GDP=26396.908
FLEX: 2613 2559 2515 2672 2559 | ACC: 7020 11864 -9308 | GYRO: -11469 32767 -26001 | GDP=43373.566
FLEX: 2559 2591 2625 2778 2559 | ACC: 3608 7224 -11392 | GYRO: -16970 32767 -32768 | GDP=49349.762
FLEX: 2587 2497 2750 2757 2550 | ACC: -15088 6844 -7928 | GYRO: -12614 32767 -32768 | GDP=48026.359
FLEX: 2695 2551 2762 2747 2592 | ACC: -26784 11052 -11268 | GYRO: -9960 32767 -21134 | GDP=40243.309
FLEX: 2684 2545 2738 2757 2672 | ACC: -27968 7016 -12396 | GYRO: -8988 21856 -2461 | GDP=23759.742
FLEX: 2779 2606 2822 2799 2636 | ACC: -16140 15700 -18700 | GYRO: -15024 -11234 6075 | GDP=19718.746
FLEX: 2795 2559 2741 2821 2610 | ACC: -14952 11044 -7064 | GYRO: -26399 -8188 10879 | GDP=29703.588
FLEX: 2795 2538 2855 2756 2707 | ACC: -9660 12480 -6832 | GYRO: -31197 -24315 9633 | GDP=40709.543
FLEX: 2763 2486 2738 2823 2753 | ACC: -4048 9244 -520 | GYRO: -31941 -16805 9494 | GDP=37319.855
FLEX: 2786 2551 2747 2742 2624 | ACC: -4552 8020 2856 | GYRO: -32768 -8022 7622 | GDP=34585.969
FLEX: 2799 2519 2726 2799 2608 | ACC: -2816 5984 6228 | GYRO: -32768 -3577 8002 | GDP=33920.035
FLEX: 2721 2461 2671 2783 2655 | ACC: -2576 500 17428 | GYRO: -31884 -1619 8197 | GDP=32960.605
FLEX: 2737 2806 2672 2760 2645 | ACC: -15516 3776 19676 | GYRO: 12054 -8938 2734 | GDP=15253.246
FLEX: 2723 2743 2644 2782 2596 | ACC: -14520 7932 21688 | GYRO: 1260 -2729 1413 | GDP=3321.387
FLEX: 2775 2589 2679 2723 2640 | ACC: -3796 8216 13708 | GYRO: 5495 -1791 1797 | GDP=6052.431
FLEX: 2743 2630 2520 2704 2624 | ACC: 1224 1860 21360 | GYRO: 15230 1688 2775 | GDP=15572.504
FLEX: 2709 2542 2621 2716 2622 | ACC: 5328 -572 16932 | GYRO: 32767 10559 -2231 | GDP=34498.496
FLEX: 2669 2544 2631 2725 2595 | ACC: 3392 -932 7484 | GYRO: 32767 17380 -12533 | GDP=39151.203
FLEX: 2715 2635 2598 2765 2635 | ACC: -1584 -1668 -7564 | GYRO: 32767 29569 -27677 | GDP=52096.242
FLEX: 2718 2606 2557 2758 2559 | ACC: -15192 -4848 -15456 | GYRO: 32767 20519 -32768 | GDP=50679.852
FLEX: 2749 2584 2559 2709 2663 | ACC: -18664 2148 -30640 | GYRO: 32767 14857 -28504 | GDP=45900.816
FLEX: 2761 2631 2518 2707 2667 | ACC: -22360 424 -26772 | GYRO: 15288 2178 -5682 | GDP=16454.535
FLEX: 2794 2627 2546 2787 2679 | ACC: -19388 -1920 -25684 | GYRO: 2215 1855 -318 | GDP=2906.609
FLEX: 2779 2559 2655 2727 2590 | ACC: -19604 1196 -23968 | GYRO: -7744 -530 5768 | GDP=9670.587
FLEX: 2783 2559 2538 2710 2667 | ACC: -17552 276 -24484 | GYRO: -12587 1035 9542 | GDP=15828.884
FLEX: 2769 2599 2559 2700 2671 | ACC: -22680 2660 -29460 | GYRO: -27004 11958 20825 | GDP=36137.105
FLEX: 2676 2544 2608 2761 2771 | ACC: -13584 -3864 -20596 | GYRO: -32768 4367 32445 | GDP=46319.441
FLEX: 2743 2406 2486 2759 2611 | ACC: -1556 -10684 4656 | GYRO: -32768 -12702 32767 | GDP=48049.547
FLEX: 2711 2559 2512 2668 2551 | ACC: 13096 -2116 10516 | GYRO: -15590 -1585 12799 | GDP=20233.010
FLEX: 2716 2527 2533 2768 2559 | ACC: 5312 4196 10532 | GYRO: -1840 -1818 -267 | GDP=2600.387
FLEX: 2726 2537 2478 2723 2640 | ACC: -732 4984 6604 | GYRO: 5356 -949 -7586 | GDP=9334.599
FLEX: 2736 2557 2512 2735 2597 | ACC: -1324 4268 2940 | GYRO: 9202 -6633 -8957 | GDP=14453.420
FLEX: 2767 2512 2383 2768 2597 | ACC: 856 508 1988 | GYRO: 17079 -6117 -15966 | GDP=24166.570
FLEX: 2720 2606 2499 2690 2559 | ACC: -2456 -304 -1824 | GYRO: 28065 2975 -27308 | GDP=39271.129
FLEX: 2769 2559 2518 2697 2586 | ACC: -15152 -1624 -16172 | GYRO: 32767 8185 -32768 | GDP=47057.543
FLEX: 2807 2648 2507 2730 2630 | ACC: -31012 4696 -32768 | GYRO: 28176 24647 -17096 | GDP=41153.793
FLEX: 2733 2630 2476 2738 2559 | ACC: -19732 -764 -32768 | GYRO: 4262 -6411 1762 | GDP=7897.481
FLEX: 2767 2624 2511 2736 2604 | ACC: -15112 3836 -27932 | GYRO: -7922 -3385 1952 | GDP=8833.268
FLEX: 2789 2673 2464 2745 2559 | ACC: -17616 2404 -27012 | GYRO: -32768 -11034 10193 | GDP=36047.027
FLEX: 2739 2635 2428 2730 2667 | ACC: -15520 -1916 -27608 | GYRO: -32768 -22390 19200 | GDP=44087.344
FLEX: 2752 2622 2511 2731 2647 | ACC: -10912 -5864 -13424 | GYRO: -32768 -22604 20719 | GDP=44877.160
FLEX: 2727 2583 2515 2688 2594 | ACC: 1000 1200 -864 | GYRO: -32768 -31932 17805 | GDP=49095.953
FLEX: 2741 2513 2477 2757 2544 | ACC: 4424 -2812 16360 | GYRO: -32768 -10990 8562 | GDP=35606.598
FLEX: 2721 2548 2442 2684 2510 | ACC: 5068 -3592 24772 | GYRO: -17999 -1363 1559 | GDP=18117.732
FLEX: 2704 2709 2483 2771 2559 | ACC: -6144 5216 15448 | GYRO: 5060 1945 -41 | GDP=5421.098
FLEX: 2736 2658 2417 2762 2639 | ACC: -7900 10716 12172 | GYRO: 1401 2045 -816 | GDP=2609.728
FLEX: 2730 2668 2473 2741 2593 | ACC: -6332 8224 14328 | GYRO: 1257 597 420 | GDP=1453.567
FLEX: 2718 2686 2418 2818 2651 | ACC: -6052 8908 12724 | GYRO: 507 4 574 | GDP=765.860
FLEX: 2729 2671 2515 2682 2623 | ACC: -6264 8416 13328 | GYRO: -116 -829 63 | GDP=839.444
