# sentence_label=Rest
# timestamp=1764406672.5899723
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2661 2604 2479 2679 2415 | ACC: 4404 6792 14460 | GYRO: 429 423 -86 | GDP=608.577
FLEX: 2647 2612 2439 2608 2400 | ACC: 4128 6756 14344 | GYRO: 437 355 -35 | GDP=564.109
FLEX: 2643 2602 2474 2642 2400 | ACC: 4152 7056 14460 | GYRO: 745 -20 -70 | GDP=748.549
FLEX: 2640 2587 2483 2640 2391 | ACC: 4420 7188 14380 | GYRO: 958 -512 33 | GDP=1086.737
FLEX: 2640 2619 2473 2642 2480 | ACC: 4792 6888 14328 | GYRO: 589 142 -49 | GDP=607.854
FLEX: 2619 2608 2451 2615 2421 | ACC: 4392 6704 14376 | GYRO: 337 413 -15 | GDP=533.257
FLEX: 2645 2608 2463 2585 2427 | ACC: 4124 7040 14420 | GYRO: 554 -98 56 | GDP=565.381
FLEX: 2624 2592 2467 2640 2409 | ACC: 4188 7108 14508 | GYRO: 871 -319 -7 | GDP=927.605
FLEX: 2653 2599 2441 2645 2423 | ACC: 4776 7060 14256 | GYRO: 656 -149 30 | GDP=673.377
FLEX: 2645 2599 2485 2642 2416 | ACC: 4368 6720 14500 | GYRO: 435 313 5 | GDP=535.928
FLEX: 2640 2586 2458 2624 2407 | ACC: 3840 6880 14664 | GYRO: 488 332 -73 | GDP=594.724
FLEX: 2650 2603 2469 2630 2446 | ACC: 4240 6992 14300 | GYRO: 787 -227 -5 | GDP=819.099
FLEX: 2643 2559 2458 2608 2395 | ACC: 4548 7168 14484 | GYRO: 786 -217 -8 | GDP=815.444
FLEX: 2622 2599 2433 2643 2440 | ACC: 4332 6836 14444 | GYRO: 458 361 -45 | GDP=584.902
FLEX: 2625 2608 2434 2639 2432 | ACC: 4288 6696 14300 | GYRO: 353 416 -22 | GDP=546.030
FLEX: 2661 2602 2480 2614 2423 | ACC: 3996 7048 14396 | GYRO: 728 -78 26 | GDP=732.628
FLEX: 2650 2618 2454 2636 2429 | ACC: 4368 7176 14596 | GYRO: 797 -328 1 | GDP=861.855
FLEX: 2631 2559 2448 2611 2421 | ACC: 4636 6852 14424 | GYRO: 488 258 24 | GDP=552.525
FLEX: 2640 2587 2530 2652 2430 | ACC: 4156 6684 14420 | GYRO: 363 236 101 | GDP=444.596
FLEX: 2640 2608 2438 2626 2434 | ACC: 4032 6980 14432 | GYRO: 540 -189 39 | GDP=573.447
FLEX: 2669 2599 2465 2637 2453 | ACC: 4380 7000 14404 | GYRO: 833 -216 -51 | GDP=862.059
FLEX: 2624 2608 2470 2608 2404 | ACC: 4672 7036 14484 | GYRO: 719 -260 -1 | GDP=764.567
FLEX: 2644 2598 2468 2610 2416 | ACC: 4228 6608 14516 | GYRO: 336 393 -15 | GDP=517.272
FLEX: 2640 2591 2451 2627 2427 | ACC: 4096 6796 14536 | GYRO: 488 246 -44 | GDP=548.266
FLEX: 2634 2615 2435 2640 2411 | ACC: 4192 7024 14448 | GYRO: 820 -171 -49 | GDP=839.072
FLEX: 2632 2602 2455 2643 2394 | ACC: 4360 7148 14484 | GYRO: 885 -246 -33 | GDP=919.146
FLEX: 2621 2614 2467 2638 2405 | ACC: 4496 6748 14464 | GYRO: 516 232 -39 | GDP=567.099
FLEX: 2629 2615 2451 2615 2401 | ACC: 4268 6692 14412 | GYRO: 377 343 -18 | GDP=510.002
FLEX: 2635 2593 2481 2601 2416 | ACC: 4004 6968 14516 | GYRO: 632 -64 11 | GDP=635.327
FLEX: 2637 2559 2467 2626 2411 | ACC: 4280 6980 14672 | GYRO: 931 -318 -19 | GDP=983.995
FLEX: 2655 2622 2450 2626 2415 | ACC: 4640 6924 14552 | GYRO: 695 -214 29 | GDP=727.779
FLEX: 2639 2594 2432 2615 2427 | ACC: 4440 6612 14416 | GYRO: 325 211 32 | GDP=388.806
FLEX: 2641 2606 2469 2627 2417 | ACC: 4012 6928 14496 | GYRO: 522 215 -44 | GDP=566.255
FLEX: 2617 2614 2462 2646 2402 | ACC: 4184 7088 14540 | GYRO: 791 -118 -4 | GDP=799.763
FLEX: 2642 2600 2478 2630 2381 | ACC: 4420 6948 14472 | GYRO: 737 -263 39 | GDP=783.492
FLEX: 2646 2643 2490 2643 2477 | ACC: 4380 6636 14512 | GYRO: 424 206 14 | GDP=471.602
FLEX: 2646 2598 2449 2615 2403 | ACC: 4268 6588 14356 | GYRO: 467 231 -41 | GDP=522.619
FLEX: 2630 2602 2437 2650 2477 | ACC: 3988 7064 14592 | GYRO: 919 -365 -62 | GDP=990.772
FLEX: 2640 2595 2461 2586 2438 | ACC: 4392 7172 14532 | GYRO: 867 -164 -26 | GDP=882.758
FLEX: 2669 2559 2479 2640 2416 | ACC: 4456 6756 14592 | GYRO: 391 112 64 | GDP=411.729
FLEX: 2640 2592 2454 2639 2435 | ACC: 4112 6668 14536 | GYRO: 333 404 -12 | GDP=523.688
FLEX: 2625 2606 2391 2624 2402 | ACC: 4132 6852 14392 | GYRO: 748 -61 -25 | GDP=750.899
FLEX: 2624 2559 2415 2641 2431 | ACC: 4444 7164 14636 | GYRO: 879 -599 33 | GDP=1064.204
FLEX: 2643 2559 2429 2619 2481 | ACC: 4444 6752 14504 | GYRO: 545 181 -22 | GDP=574.691
FLEX: 2649 2635 2430 2589 2463 | ACC: 4336 6608 14364 | GYRO: 396 -4 58 | GDP=400.245
FLEX: 2640 2594 2448 2592 2432 | ACC: 4036 6944 14476 | GYRO: 612 119 -72 | GDP=627.606
FLEX: 2656 2559 2443 2618 2407 | ACC: 4232 7032 14512 | GYRO: 867 -366 -1 | GDP=941.088
FLEX: 2656 2600 2477 2659 2438 | ACC: 4632 6868 14564 | GYRO: 755 -335 23 | GDP=826.304
FLEX: 2668 2592 2482 2559 2399 | ACC: 4332 6656 14516 | GYRO: 330 331 -3 | GDP=467.408
FLEX: 2663 2601 2457 2710 2432 | ACC: 3992 6736 14596 | GYRO: 464 498 -107 | GDP=689.020
FLEX: 2593 2559 2558 2640 2432 | ACC: 4072 7000 14552 | GYRO: 819 -263 -22 | GDP=860.473
FLEX: 2641 2593 2467 2639 2404 | ACC: 4392 7128 14548 | GYRO: 836 -319 54 | GDP=896.422
FLEX: 2649 2608 2441 2606 2443 | ACC: 4516 6608 14464 | GYRO: 434 400 -40 | GDP=591.571
FLEX: 2642 2597 2479 2624 2430 | ACC: 4132 6644 14460 | GYRO: 395 442 -47 | GDP=594.641
FLEX: 2630 2559 2467 2628 2400 | ACC: 4032 6872 14524 | GYRO: 757 -151 -7 | GDP=771.945
