# sentence_label=Are you hearing?
# timestamp=1764406818.903207
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2611 2599 2722 2749 2679 | ACC: 4056 14324 -148 | GYRO: 10789 8624 9238 | GDP=16616.756
FLEX: 2587 2559 2688 2762 2656 | ACC: 6124 14092 -1684 | GYRO: 12258 8685 8934 | GDP=17478.678
FLEX: 2559 2559 2688 2770 2679 | ACC: 8948 13724 -4400 | GYRO: 10475 7334 5194 | GDP=13801.841
FLEX: 2585 2591 2661 2768 2656 | ACC: 10284 13284 -5052 | GYRO: 10121 7943 -1013 | GDP=12905.505
FLEX: 2614 2557 2672 2795 2685 | ACC: 9984 14236 -6216 | GYRO: 5132 2790 -5811 | GDP=8239.493
FLEX: 2639 2559 2671 2768 2657 | ACC: 8620 14616 -5104 | GYRO: 1780 1657 -10449 | GDP=10728.264
FLEX: 2671 2549 2655 2721 2695 | ACC: 5760 13756 -3128 | GYRO: -6366 3672 -11954 | GDP=14032.379
FLEX: 2683 2540 2633 2735 2635 | ACC: 1640 14388 -1852 | GYRO: 632 8314 -18820 | GDP=20584.324
FLEX: 2736 2544 2663 2789 2635 | ACC: -3408 18044 -2752 | GYRO: -9180 535 -14090 | GDP=16825.182
FLEX: 2707 2503 2622 2717 2637 | ACC: 3792 11324 -1256 | GYRO: -9457 -7205 -18408 | GDP=21913.496
FLEX: 2709 2509 2583 2749 2666 | ACC: 160 13976 -2944 | GYRO: -19788 -7157 -29751 | GDP=36440.496
FLEX: 2730 2486 2598 2716 2647 | ACC: -6120 5380 6788 | GYRO: -26577 -8174 -32768 | GDP=42975.492
FLEX: 2854 2461 2559 2711 2640 | ACC: -4488 1832 6396 | GYRO: -28192 -14591 -32768 | GDP=45622.668
FLEX: 2736 2483 2559 2723 2622 | ACC: -28972 -6728 16984 | GYRO: -26861 10129 -27643 | GDP=39852.797
FLEX: 2756 2474 2599 2753 2671 | ACC: -25132 -6676 15624 | GYRO: 5759 -11263 -6656 | GDP=14294.180
FLEX: 2759 2465 2623 2723 2651 | ACC: -13764 -632 8336 | GYRO: 4403 -2990 8117 | GDP=9706.297
FLEX: 2772 2478 2593 2732 2654 | ACC: -12764 2696 10404 | GYRO: 3261 -2482 3273 | GDP=5244.709
FLEX: 2762 2468 2617 2704 2639 | ACC: -11232 3888 9452 | GYRO: 3039 1564 6538 | GDP=7377.470
FLEX: 2769 2448 2665 2713 2660 | ACC: -14248 5016 10092 | GYRO: 1400 202 4921 | GDP=5120.258
FLEX: 2753 2489 2623 2704 2650 | ACC: -14176 2644 10744 | GYRO: 678 2648 11784 | GDP=12096.869
FLEX: 2752 2485 2608 2707 2657 | ACC: -11960 3964 9672 | GYRO: -396 -4894 13976 | GDP=14813.394
FLEX: 2726 2483 2559 2709 2639 | ACC: -7668 1492 8372 | GYRO: -4270 -4777 10460 | GDP=12266.386
FLEX: 2710 2507 2609 2720 2670 | ACC: -8472 4968 3336 | GYRO: -17561 -7875 10376 | GDP=21864.715
FLEX: 2642 2509 2559 2725 2619 | ACC: -12976 12 9624 | GYRO: -28778 -1705 13716 | GDP=31925.053
