# sentence_label=No, I don't understand
# timestamp=1764407564.968005
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=79
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2619 2694 2498 2707 2509 | ACC: 1096 5588 15580 | GYRO: 538 8 -43 | GDP=539.775
FLEX: 2640 2658 2480 2729 2521 | ACC: 652 5584 15784 | GYRO: 524 116 -151 | GDP=557.524
FLEX: 2653 2667 2496 2705 2550 | ACC: 940 5564 15544 | GY -5576 6652 15228 | GYRO: 19933 19209 3084 | GDP=27853.568
FLEX: 2544 2591 2335 2711 2498 | ACC: 3092 12928 1968 | GYRO: 9773 -729 13844 | GDP=16961.701
FLEX: 2528 2534 2270 2775 2640 | ACC: 4828 12908 1700 | GYRO: 6823 842 10349 | GDP=12424.335
FLEX: 2559 2525 2266 2673 2559 | ACC: 5236 13876 2204 | GYRO: 8052 859 6046 | GDP=10105.775
FLEX: 2551 2529 2271 2642 2551 | ACC: 5364 15036 1272 | GYRO: 8369 3069 2509 | GDP=9260.346
FLEX: 2523 2559 2210 2719 2559 | ACC: 3868 15408 2432 | GYRO: 7132 -133 87 | GDP=7133.771
FLEX: 2498 2599 2176 2620 2515 | ACC: 3508 16328 2304 | GYRO: 9313 2885 -3118 | GDP=10236.069
FLEX: 2583 2635 2299 2700 2559 | ACC: 2604 16748 -52 | GYRO: 11461 -345 -3458 | GDP=11976.281
FLEX: 2500 2654 2360 2723 2583 | ACC: 1228 16476 -1576 | GYRO: 11956 2877 -2186 | GDP=12490.063
FLEX: 2589 2551 2363 2674 2590 | ACC: 3604 15824 -2512 | GYRO: 964 -2680 2267 | GDP=3640.190
FLEX: 2471 2597 2331 2659 2539 | ACC: 2872 14796 -516 | GYRO: 2131 2659 -1148 | GDP=3595.740
FLEX: 2544 2590 2368 2624 2535 | ACC: -2404 18248 -872 | GYRO: -3032 -1913 957 | GDP=3710.585
