# sentence_label=See you later
# timestamp=1764327321.8699985
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2654 2601 2519 2583 2559 | ACC: -5804 6360 13992 | GYRO: 676 7 54 | GDP=678.190
FLEX: 2653 2621 2475 2691 2510 | ACC: -6080 6344 14040 | GYRO: 637 -57 -42 | GDP=640.923
FLEX: 2672 2626 2477 2663 2512 | ACC: -5656 6304 13916 | GYRO: 596 31 -21 | GDP=597.175
FLEX: 2695 2585 2494 2620 2527 | ACC: -6112 6248 14112 | GYRO: 683 29 -52 | GDP=685.590
FLEX: 2748 2598 2477 2718 2535 | ACC: -5820 6348 13888 | GYRO: 669 -113 -1 | GDP=678.477
FLEX: 2686 2628 2450 2677 2517 | ACC: -5948 6328 14052 | GYRO: 672 -43 -61 | GDP=676.132
FLEX: 2664 2599 2500 2688 2525 | ACC: -5840 6312 13980 | GYRO: 683 -131 -18 | GDP=695.682
FLEX: 2667 2644 2485 2659 2513 | ACC: -5796 6396 14000 | GYRO: 617 31 -26 | GDP=618.325
FLEX: 2678 2631 2518 2686 2533 | ACC: -6016 6356 14112 | GYRO: 646 -39 8 | GDP=647.226
FLEX: 2639 2611 2506 2706 2526 | ACC: -5840 6396 13840 | GYRO: 638 -48 -106 | GDP=648.524
FLEX: 2658 2607 2496 2693 2541 | ACC: -6064 6312 14108 | GYRO: 672 -91 -49 | GDP=679.901
FLEX: 2672 2623 2461 2730 2503 | ACC: -5640 6452 13888 | GYRO: 687 -55 -102 | GDP=696.705
FLEX: 2667 2623 2497 2703 2520 | ACC: -6000 6228 14064 | GYRO: 622 32 -109 | GDP=632.289
FLEX: 2657 2612 2509 2674 2515 | ACC: -5764 6360 14020 | GYRO: 611 299 -251 | GDP=725.068
FLEX: 2688 2611 2503 2683 2532 | ACC: -5820 6280 14064 | GYRO: 541 424 -270 | GDP=738.483
FLEX: 2673 2607 2493 2704 2554 | ACC: -6016 6312 13952 | GYRO: 556 793 -277 | GDP=1007.330
FLEX: 2660 2598 2499 2701 2551 | ACC: -5868 6352 13872 | GYRO: 455 607 -327 | GDP=826.077
FLEX: 2659 2559 2531 2709 2521 | ACC: -5332 6508 13768 | GYRO: 281 2027 -707 | GDP=2165.073
FLEX: 2672 2630 2498 2694 2546 | ACC: -6548 5484 14420 | GYRO: 1217 4597 -1076 | GDP=4875.579
FLEX: 2671 2588 2447 2711 2550 | ACC: -7308 5388 14892 | GYRO: 4478 7637 -1468 | GDP=8973.922
FLEX: 2681 2603 2471 2714 2586 | ACC: -10260 4948 16544 | GYRO: 8417 11322 -735 | GDP=14127.059
FLEX: 2675 2595 2479 2671 2546 | ACC: -11192 6672 11980 | GYRO: 7705 28758 4890 | GDP=30171.207
FLEX: 2682 2636 2513 2700 2607 | ACC: -18288 9044 7232 | GYRO: 5712 32767 7541 | GDP=34105.277
FLEX: 2627 2559 2469 2669 2634 | ACC: -19168 9972 908 | GYRO: 3030 32767 13570 | GDP=35594.973
FLEX: 2655 2559 2484 2711 2635 | ACC: -18480 9352 -880 | GYRO: -2720 32767 15935 | GDP=36537.637
FLEX: 2629 2559 2449 2711 2658 | ACC: -14180 10152 -2728 | GYRO: -7321 22740 15700 | GDP=28586.615
FLEX: 2617 2551 2367 2704 2669 | ACC: -9056 9596 -2028 | GYRO: -6355 12907 17581 | GDP=22717.135
FLEX: 2535 2541 2323 2723 2698 | ACC: -4284 10952 -2240 | GYRO: -8915 4638 13943 | GDP=17187.074
FLEX: 2559 2510 2290 2715 2678 | ACC: -3720 11904 780 | GYRO: -5431 2410 11606 | GDP=13038.523
FLEX: 2549 2469 2254 2685 2653 | ACC: -516 13956 -1576 | GYRO: -3420 1168 8665 | GDP=9388.442
FLEX: 2490 2451 2247 2706 2672 | ACC: -3872 14300 1988 | GYRO: -2390 -245 6087 | GDP=6543.981
FLEX: 2453 2434 2238 2707 2675 | ACC: -1532 15424 -572 | GYRO: 303 -3799 7571 | GDP=8476.099
FLEX: 2464 2438 2223 2729 2695 | ACC: -2552 14672 -348 | GYRO: 1939 -10628 8144 | GDP=13529.185
FLEX: 2467 2435 2222 2684 2646 | ACC: 2788 16068 -5016 | GYRO: -1736 -2100 4564 | GDP=5315.430
FLEX: 2464 2429 2213 2688 2649 | ACC: -2060 16108 1040 | GYRO: -5290 2202 3425 | GDP=6675.592
FLEX: 2471 2420 2190 2698 2647 | ACC: 4352 17568 4204 | GYRO: 2620 -2794 1828 | GDP=4244.104
FLEX: 2453 2441 2190 2704 2674 | ACC: -1152 15956 280 | GYRO: 5104 4040 -3061 | GDP=7193.201
FLEX: 2431 2439 2192 2711 2645 | ACC: -5628 16508 -6012 | GYRO: 2791 2679 -1748 | GDP=4245.259
FLEX: 2439 2430 2224 2717 2704 | ACC: -5080 15284 -5592 | GYRO: -4206 -3584 3446 | GDP=6512.327
FLEX: 2443 2412 2169 2666 2639 | ACC: 2140 14988 6456 | GYRO: -2019 -5185 2923 | GDP=6285.262
FLEX: 2452 2432 2214 2688 2651 | ACC: 3068 16864 2916 | GYRO: 1995 1451 -992 | GDP=2658.851
FLEX: 2436 2448 2194 2689 2674 | ACC: -4888 16384 -4792 | GYRO: 4077 4024 -3658 | GDP=6796.725
FLEX: 2448 2406 2189 2707 2688 | ACC: -7184 16156 -6724 | GYRO: -3955 1514 2825 | GDP=5090.663
FLEX: 2434 2421 2213 2703 2637 | ACC: 2844 14068 9224 | GYRO: 532 -13819 5357 | GDP=14830.551
FLEX: 2448 2439 2225 2702 2640 | ACC: 224 16756 3096 | GYRO: 1 -2452 1733 | GDP=3002.598
FLEX: 2423 2427 2198 2701 2651 | ACC: -5160 18840 728 | GYRO: 1967 -8633 5165 | GDP=10250.609
FLEX: 2475 2434 2269 2720 2693 | ACC: 492 17932 164 | GYRO: 3757 -15179 10721 | GDP=18959.350
FLEX: 2448 2439 2267 2704 2673 | ACC: 3168 17140 -2412 | GYRO: 6068 -17168 6865 | GDP=19459.936
FLEX: 2427 2431 2327 2742 2697 | ACC: 6332 15504 -5788 | GYRO: 3855 -21495 3408 | GDP=22102.273
FLEX: 2439 2430 2435 2705 2667 | ACC: 3972 16732 -4712 | GYRO: 3911 -19375 -1910 | GDP=19857.861
FLEX: 2433 2461 2505 2736 2693 | ACC: 3436 15020 -4964 | GYRO: -1840 -15802 -3812 | GDP=16359.100
FLEX: 2442 2435 2533 2720 2672 | ACC: 2540 16480 -5544 | GYRO: -7192 -17026 -6347 | GDP=19542.107
FLEX: 2442 2458 2559 2749 2640 | ACC: 1868 14228 -2156 | GYRO: -9936 -17686 -7950 | GDP=21788.098
FLEX: 2411 2461 2559 2736 2670 | ACC: 1720 15504 -2912 | GYRO: -11850 -12820 -11266 | GDP=20777.336
FLEX: 2449 2485 2593 2740 2691 | ACC: -2104 14492 708 | GYRO: -20043 -18454 -12462 | GDP=29959.529
FLEX: 2426 2486 2590 2758 2643 | ACC: -136 12172 4304 | GYRO: -20278 -14459 -15974 | GDP=29587.645
FLEX: 2423 2472 2659 2784 2672 | ACC: -4876 13304 3556 | GYRO: -32507 -32666 -23424 | GDP=51695.809
FLEX: 2331 2466 2651 2734 2654 | ACC: 3900 4956 1348 | GYRO: -32768 -32405 -19974 | GDP=50227.348
FLEX: 2341 2503 2631 2730 2654 | ACC: -2316 -8880 18928 | GYRO: -32768 -32768 -16520 | GDP=49197.500
FLEX: 2288 2432 2610 2730 2657 | ACC: 2204 -9512 25112 | GYRO: -6988 -2688 -4987 | GDP=8995.980
FLEX: 2302 2448 2608 2768 2670 | ACC: 2108 -5820 18188 | GYRO: -1970 -4532 -2946 | GDP=5753.159
