# sentence_label=What's up!
# timestamp=1764326229.2492697
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=79
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2621 2559 2421 2631 2513 | ACC: -36 6724 15148 | GYRO: 451 1284 -621 | GDP=1495.894
FLEX: 2646 2559 2417 2647 2514 | ACC: -336 6680 15232 | GYRO: 506 259 -191 | GDP=599.665
FLEX: 2611 2555 2431 2643 2512 | ACC: 144 6756 15084 | GYRO: 463 395 -399 | GDP=727.733
FLEX: 2635 2592 2425 2634 2506 | ACC: -1760 5868 15400 | GYRO: -367 4991 -3044 | GDP=5857.534
FLEX: 2638 2584 2427 2612 2498 | ACC: 2120 6452 15256 | GYRO: 240 14629 -5692 | GDP=15699.176
FLEX: 2654 2559 2429 2675 2525 | ACC: -2616 6496 12588 | GYRO: 1777 32767 -14054 | GDP=35698.023
FLEX: 2621 2559 2417 2622 2502 | ACC: -12284 5052 11392 | GYRO: -1660 32767 -10533 | GDP=34458.324
FLEX: 2640 2559 2416 2607 2497 | ACC: -20216 3436 9972 | GYRO: 2182 32767 -8290 | GDP=33869.773
FLEX: 2640 2551 2399 2601 2465 | ACC: -21452 3964 4788 | GYRO: 3499 28118 2218 | GDP=28421.551
FLEX: 2614 2559 2406 2622 2416 | ACC: -19752 3988 624 | GYRO: 1116 22316 7185 | GDP=23470.695
FLEX: 2637 2543 2419 2559 2447 | ACC: -17764 4236 -1668 | GYRO: -2671 23220 10711 | GDP=25710.469
FLEX: 2631 2519 2448 2559 2445 | ACC: -17084 4316 -3840 | GYRO: -2458 18822 12538 | GDP=22748.865
FLEX: 2624 2538 2416 2530 2466 | ACC: -14656 5072 -5288 | GYRO: -7752 15675 14561 | GDP=22755.699
FLEX: 2559 2546 2443 2544 2453 | ACC: -13104 7320 -7056 | GYRO: -11695 11990 14363 | GDP=22064.199
FLEX: 2623 2526 2435 2495 2434 | ACC: -11408 8132 -6824 | GYRO: -19285 11303 14873 | GDP=26849.117
FLEX: 2640 2526 2437 2502 2422 | ACC: -10388 7688 -2944 | GYRO: -23479 1224 14682 | GDP=27718.635
FLEX: 2617 2527 2421 2485 2430 | ACC: -5156 10744 -4004 | GYRO: -30373 -2326 13155 | GDP=33181.070
FLEX: 2719 2515 2433 2486 2443 | ACC: -4316 8480 -132 | GYRO: -32768 2361 9010 | GDP=34066.059
FLEX: 2614 2512 2420 2464 2441 | ACC: -4800 7136 5980 | GYRO: -32768 -3128 5737 | GDP=33413.160
FLEX: 2624 2523 2448 2470 2483 | ACC: -3492 6852 8028 | GYRO: -31014 -3687 3906 | GDP=31475.689
FLEX: 2626 2501 2432 2459 2434 | ACC: -3912 4108 12512 | GYRO: -26659 -532 2926 | GDP=26824.369
FLEX: 2208 2160 2096 2155 2108 | ACC: -3684 3480 12172 | GYRO: -20892 6441 1553 | GDP=21917.436
FLEX: 2399 2298 2224 2256 2197 | ACC: -5884 1272 14960 | GYRO: -20903 8080 1810 | GDP=22483.281
FLEX: 2288 2228 2134 2174 2164 | ACC: -8432 -784 20300 | GYRO: -20412 3153 26 | GDP=20654.100
FLEX: 2544 2443 2364 2384 2353 | ACC: -6620 -2252 24096 | GYRO: -11404 5302 -566 | GDP=12588.994
FLEX: 2510 2407 2319 2363 2309 | ACC: -8840 124 20824 | GYRO: -1489 6961 -176 | GDP=7120.647
FLEX: 2499 2405 2340 2373 2283 | ACC: -9056 1252 17216 | GYRO: -13 912 -911 | GDP=1289.121
FLEX: 2517 2422 2343 2358 2334 | ACC: -8160 1776 14076 | GYRO: 450 540 -770 | GDP=1042.593
FLEX: 2512 2395 2347 2409 2315 | ACC: -9404 1424 14320 | GYRO: -237 -884 -501 | GDP=1043.372
FLEX: 2513 2443 2347 2369 2315 | ACC: -7756 1368 14072 | GYRO: 930 -784 -110 | GDP=1221.334
