# sentence_label=Rest
# timestamp=1764404031.3542802
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=77
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2610 2630 2400 2593 2422 | ACC: 820 3880 16144 | GYRO: 510 259 -29 | GDP=572.732
FLEX: 2621 2620 2416 2615 2455 | ACC: 852 3844 16024 | GYRO: 617 -9 -51 | GDP=619.170
FLEX: 2630 2652 2393 2559 2448 | ACC: 764 3808 16252 | GYRO: 623 387 -222 | GDP=766.278
FLEX: 2637 2649 2434 2614 2450 | ACC: 716 4024 16104 | GYRO: 618 320 -279 | GDP=749.777
FLEX: 2636 2621 2403 2559 2435 | ACC: 668 3828 16092 | GYRO: 642 463 -212 | GDP=819.437
FLEX: 2624 2635 2394 2603 2467 | ACC: 508 3956 16152 | GYRO: 614 506 -145 | GDP=808.738
FLEX: 2623 2618 2387 2585 2447 | ACC: 320 3896 16292 | GYRO: 599 35 -18 | GDP=600.292
FLEX: 2624 2630 2416 2611 2480 | ACC: 620 3976 16176 | GYRO: 600 -178 42 | GDP=627.254
FLEX: 2599 2608 2417 2607 2451 | ACC: 648 4004 16264 | GYRO: 577 -104 38 | GDP=587.528
FLEX: 2621 2629 2419 2598 2433 | ACC: 680 3872 16068 | GYRO: 567 -224 30 | GDP=610.381
FLEX: 2636 2605 2386 2598 2442 | ACC: 752 3636 16160 | GYRO: 563 -64 -70 | GDP=570.933
FLEX: 2605 2633 2397 2603 2464 | ACC: 668 4008 16120 | GYRO: 619 242 -214 | GDP=698.227
FLEX: 2630 2597 2402 2611 2414 | ACC: 540 3884 16200 | GYRO: 660 218 -147 | GDP=710.446
FLEX: 2637 2612 2423 2607 2434 | ACC: 648 3848 16108 | GYRO: 620 355 -82 | GDP=719.131
FLEX: 2608 2615 2378 2605 2429 | ACC: 240 3940 16288 | GYRO: 627 175 -12 | GDP=651.075
FLEX: 2645 2608 2426 2608 2439 | ACC: 480 3932 16188 | GYRO: 594 -376 73 | GDP=706.782
FLEX: 2601 2654 2387 2602 2458 | ACC: 640 4012 16140 | GYRO: 555 -265 74 | GDP=619.456
FLEX: 2637 2643 2411 2614 2436 | ACC: 696 3960 16032 | GYRO: 492 54 -10 | GDP=495.056
FLEX: 2608 2609 2371 2590 2427 | ACC: 624 3720 16176 | GYRO: 565 -6 -83 | GDP=571.095
FLEX: 2626 2624 2416 2617 2469 | ACC: 688 3744 16148 | GYRO: 594 447 -183 | GDP=765.594
FLEX: 2607 2605 2409 2624 2451 | ACC: 304 3900 16180 | GYRO: 640 208 -192 | GDP=699.806
FLEX: 2628 2622 2384 2615 2478 | ACC: 660 3856 16072 | GYRO: 659 130 -109 | GDP=680.487
FLEX: 2643 2624 2398 2609 2501 | ACC: 332 3824 16088 | GYRO: 651 293 -8 | GDP=713.943
FLEX: 2639 2640 2397 2626 2480 | ACC: 240 3924 16224 | GYRO: 694 -256 100 | GDP=746.440
FLEX: 2615 2625 2411 2607 2457 | ACC: 468 3816 16236 | GYRO: 623 -44 77 | GDP=629.281
FLEX: 2629 2619 2403 2596 2454 | ACC: 540 3876 16124 | GYRO: 543 -258 64 | GDP=604.573
FLEX: 2611 2623 2389 2591 2432 | ACC: 644 3800 16140 | GYRO: 535 -354 46 | GDP=643.162
FLEX: 2672 2622 2369 2610 2448 | ACC: 604 3756 16132 | GYRO: 525 51 -14 | GDP=527.657
FLEX: 2627 2608 2399 2602 2432 | ACC: 488 3700 16112 | GYRO: 569 120 -106 | GDP=591.098
FLEX: 2672 2618 2431 2621 2450 | ACC: 480 3884 16044 | GYRO: 679 -85 -106 | GDP=692.461
FLEX: 2608 2637 2397 2598 2459 | ACC: 528 3796 16176 | GYRO: 685 177 -54 | GDP=709.556
FLEX: 2608 2628 2391 2622 2490 | ACC: 352 3964 16264 | GYRO: 673 32 53 | GDP=675.842
FLEX: 2635 2614 2399 2583 2448 | ACC: 488 3784 16216 | GYRO: 651 -99 36 | GDP=659.468
FLEX: 2625 2640 2410 2629 2427 | ACC: 532 3944 16196 | GYRO: 594 -262 74 | GDP=653.419
FLEX: 2614 2597 2382 2621 2467 | ACC: 472 3884 16176 | GYRO: 536 -161 68 | GDP=563.774
FLEX: 2634 2559 2394 2559 2443 | ACC: 476 3804 16180 | GYRO: 556 -332 53 | GDP=649.745
FLEX: 2634 2611 2381 2602 2438 | ACC: 884 3652 16088 | GYRO: 544 -5 -76 | GDP=549.306
FLEX: 2641 2624 2403 2602 2485 | ACC: 324 3828 16236 | GYRO: 635 499 -187 | GDP=828.972
FLEX: 2591 2610 2422 2559 2432 | ACC: 644 3856 16120 | GYRO: 704 37 -119 | GDP=714.945
FLEX: 2591 2635 2386 2681 2343 | ACC: 456 3792 16132 | GYRO: 701 360 -49 | GDP=789.558
FLEX: 2624 2631 2371 2595 2448 | ACC: 376 3896 16220 | GYRO: 657 -100 31 | GDP=665.289
FLEX: 2633 2635 2390 2603 2482 | ACC: 628 3800 16172 | GYRO: 618 -60 25 | GDP=621.409
FLEX: 2623 2603 2413 2608 2434 | ACC: 440 3936 16116 | GYRO: 573 -309 64 | GDP=654.145
FLEX: 2640 2535 2396 2582 2462 | ACC: 548 3780 16168 | GYRO: 552 -170 54 | GDP=580.103
FLEX: 2630 2621 2373 2608 2450 | ACC: 476 3744 16108 | GYRO: 610 -117 5 | GDP=621.139
FLEX: 2637 2624 2445 2609 2461 | ACC: 588 3724 16116 | GYRO: 641 183 -169 | GDP=687.700
FLEX: 2559 2640 2396 2585 2445 | ACC: 424 3844 16152 | GYRO: 657 -15 -99 | GDP=664.586
FLEX: 2655 2635 2405 2619 2457 | ACC: 660 3964 15960 | GYRO: 717 123 -35 | GDP=728.315
FLEX: 2607 2634 2400 2608 2455 | ACC: 316 3860 16172 | GYRO: 696 402 -31 | GDP=804.351
FLEX: 2638 2653 2416 2608 2461 | ACC: 496 3884 16188 | GYRO: 646 -351 138 | GDP=748.038
FLEX: 2627 2624 2384 2607 2458 | ACC: 592 3904 16192 | GYRO: 605 -166 101 | GDP=635.438
FLEX: 2622 2635 2353 2607 2434 | ACC: 408 3820 16120 | GYRO: 602 -164 53 | GDP=626.186
FLEX: 2621 2623 2377 2586 2431 | ACC: 692 3752 16096 | GYRO: 566 -381 92 | GDP=688.463
FLEX: 2618 2628 2414 2582 2459 | ACC: 668 3740 16140 | GYRO: 601 330 -135 | GDP=698.803
FLEX: 2591 2623 2399 2605 2453 | ACC: 400 3844 16148 | GYRO: 656 -15 -120 | GDP=667.054
FLEX: 2622 2669 2392 2635 2480 | ACC: 508 3780 16104 | GYRO: 681 187 -86 | GDP=711.425
FLEX: 2620 2624 2403 2559 2459 | ACC: 408 3892 16164 | GYRO: 668 45 12 | GDP=669.622
FLEX: 2586 2619 2413 2670 2463 | ACC: 356 3820 16240 | GYRO: 684 -364 99 | GDP=781.123
FLEX: 2624 2609 2407 2598 2447 | ACC: 604 3812 16160 | GYRO: 617 -70 41 | GDP=622.310
FLEX: 2627 2615 2397 2605 2450 | ACC: 556 3892 16192 | GYRO: 568 -234 62 | GDP=617.433
FLEX: 2623 2613 2410 2608 2443 | ACC: 572 3880 16080 | GYRO: 545 -248 32 | GDP=599.627
FLEX: 2621 2623 2393 2601 2454 | ACC: 724 3720 16044 | GYRO: 572 -186 62 | GDP=604.669
FLEX: 2624 2599 2419 2583 2432 | ACC: 652 3712 16048 | GYRO: 584 -10 -90 | GDP=590.979
FLEX: 2611 2630 2405 2595 2465 | ACC: 720 3840 16104 | GYRO: 628 104 -129 | GDP=649.493
FLEX: 2608 2607 2394 2608 2442 | ACC: 492 3744 16108 | GYRO: 717 232 -62 | GDP=756.146
FLEX: 2611 2630 2375 2605 2382 | ACC: 512 3908 16176 | GYRO: 693 35 66 | GDP=697.015
FLEX: 2630 2621 2391 2608 2443 | ACC: 600 3796 16204 | GYRO: 649 -76 32 | GDP=654.218
FLEX: 2630 2599 2386 2606 2433 | ACC: 604 3872 16268 | GYRO: 618 -143 21 | GDP=634.676
FLEX: 2624 2614 2394 2599 2432 | ACC: 572 3952 16240 | GYRO: 581 129 -21 | GDP=595.519
FLEX: 2619 2625 2402 2622 2480 | ACC: 496 3796 16208 | GYRO: 604 -286 55 | GDP=670.550
FLEX: 2628 2629 2386 2603 2512 | ACC: 924 3636 15980 | GYRO: 608 52 -50 | GDP=612.265
FLEX: 2608 2622 2366 2605 2446 | ACC: 500 3784 16072 | GYRO: 626 195 -153 | GDP=673.283
FLEX: 2624 2618 2391 2591 2490 | ACC: 512 3912 16304 | GYRO: 725 25 -86 | GDP=730.511
FLEX: 2633 2633 2387 2559 2449 | ACC: 460 3804 16136 | GYRO: 685 412 -66 | GDP=802.075
FLEX: 2621 2621 2417 2614 2438 | ACC: 280 3904 16252 | GYRO: 682 -105 82 | GDP=694.891
FLEX: 2627 2640 2389 2622 2463 | ACC: 588 3788 16208 | GYRO: 671 -85 34 | GDP=677.216
FLEX: 2602 2627 2427 2602 2478 | ACC: 416 3928 16128 | GYRO: 602 -128 25 | GDP=615.965
