# sentence_label=How are you?
# timestamp=1764326798.9325643
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=77
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2655 2672 2595 2793 2559 | ACC: 596 7176 14884 | GYRO: 662 -310 -76 | GDP=734.929
FLEX: 2634 2684 2591 2789 2556 | ACC: 2092 8204 16816 | GYRO: 1220 7646 -1559 | GDP=7898.113
FLEX: 2619 2640 2599 2751 2547 | ACC: -836 8592 15816 | GYRO: 5809 14834 -1682 | GDP=16019.399
FLEX: 2586 2679 2559 2769 2538 | ACC: -4008 8724 18960 | GYRO: 15223 11807 -2273 | GDP=19398.750
FLEX: 2512 2642 2544 2784 2651 | ACC: -6172 9680 16780 | GYRO: 16556 14843 435 | GDP=22239.717
FLEX: 2478 2672 2542 2801 2671 | ACC: -8408 11408 14340 | GYRO: 16223 15790 3106 | GDP=22850.756
FLEX: 2455 2672 2509 2814 2683 | ACC: -9588 11848 11288 | GYRO: 14664 12563 8257 | GDP=21000.951
FLEX: 2450 2734 2605 2816 2718 | ACC: -8580 10648 9444 | GYRO: 12188 5574 14469 | GDP=19722.291
FLEX: 2416 2693 2554 2842 2709 | ACC: -6892 11492 6604 | GYRO: 10548 -1040 17522 | GDP=20478.340
FLEX: 2384 2685 2541 2832 2730 | ACC: -4244 10388 5896 | GYRO: 8379 -3594 22354 | GDP=24141.785
FLEX: 2372 2672 2515 2816 2709 | ACC: 92 11952 2836 | GYRO: 8184 -2975 22588 | GDP=24208.391
FLEX: 2373 2721 2532 2851 2736 | ACC: 1032 10488 4416 | GYRO: 4989 -1552 24658 | GDP=25205.471
FLEX: 2324 2676 2477 2838 2736 | ACC: 7244 11224 2468 | GYRO: 2426 -2154 23480 | GDP=23703.070
FLEX: 2322 2670 2538 2844 2732 | ACC: 8732 9388 3020 | GYRO: 3404 981 19607 | GDP=19924.459
FLEX: 2288 2661 2501 2827 2673 | ACC: 8028 10104 3380 | GYRO: 1028 4628 18865 | GDP=19451.564
FLEX: 2283 2657 2490 2838 2736 | ACC: 9352 8700 3776 | GYRO: 1789 6928 15897 | GDP=17433.082
FLEX: 2272 2665 2493 2834 2711 | ACC: 12240 7576 5016 | GYRO: 873 9822 15708 | GDP=18546.564
FLEX: 2276 2706 2533 2831 2736 | ACC: 18624 7832 4748 | GYRO: 1076 6779 10015 | GDP=12141.369
FLEX: 2288 2659 2479 2815 2723 | ACC: 32767 4640 -1080 | GYRO: -5964 2656 -3004 | GDP=7186.630
FLEX: 2262 2660 2492 2854 2715 | ACC: 336 12748 14440 | GYRO: -366 2170 -2012 | GDP=2981.778
FLEX: 2257 2666 2508 2828 2755 | ACC: 14836 8860 7348 | GYRO: 2211 -1676 -145 | GDP=2778.223
FLEX: 2257 2674 2496 2878 2688 | ACC: 13380 8252 7824 | GYRO: 2564 -2052 -1303 | GDP=3533.073
FLEX: 2249 2667 2496 2838 2671 | ACC: 14288 9928 8232 | GYRO: 4091 -4185 -1583 | GDP=6062.705
FLEX: 2256 2684 2489 2815 2678 | ACC: 19212 9856 9640 | GYRO: 6130 -1549 -5926 | GDP=8665.667
FLEX: 2288 2653 2508 2832 2640 | ACC: 14484 10168 8788 | GYRO: 11562 161 -11349 | GDP=16202.023
FLEX: 2277 2686 2481 2842 2659 | ACC: 15372 9460 1376 | GYRO: 14005 14087 -18197 | GDP=26939.086
FLEX: 2278 2656 2461 2842 2688 | ACC: 6848 11120 476 | GYRO: 13378 16206 -21235 | GDP=29875.250
FLEX: 2282 2669 2508 2855 2672 | ACC: 5716 10044 -260 | GYRO: 8756 10359 -19241 | GDP=23541.293
FLEX: 2302 2650 2483 2843 2704 | ACC: 5076 11472 -2452 | GYRO: 7969 9517 -21199 | GDP=24565.746
FLEX: 2308 2683 2501 2839 2671 | ACC: 3228 11368 -376 | GYRO: 2477 8245 -22683 | GDP=24261.781
FLEX: 2286 2660 2477 2800 2633 | ACC: 756 12336 -540 | GYRO: -4597 3113 -32768 | GDP=33234.996
FLEX: 2302 2656 2467 2818 2702 | ACC: -2948 5128 6504 | GYRO: -5656 7963 -28784 | GDP=30396.025
FLEX: 2327 2643 2470 2800 2658 | ACC: -7252 16920 -1196 | GYRO: -10069 -5014 -32768 | GDP=34644.867
FLEX: 2325 2672 2448 2848 2663 | ACC: -6468 3404 9680 | GYRO: -10640 2169 -32768 | GDP=34520.371
FLEX: 2295 2678 2481 2848 2660 | ACC: -12572 6636 3800 | GYRO: -15404 -4616 -32234 | GDP=36022.512
FLEX: 2307 2693 2499 2833 2642 | ACC: -32768 -8328 17880 | GYRO: -4593 1077 -18443 | GDP=19036.803
FLEX: 2304 2672 2465 2832 2615 | ACC: -24348 -2268 8316 | GYRO: 2857 -2831 -1402 | GDP=4259.415
FLEX: 2309 2672 2497 2818 2661 | ACC: -18176 3640 8616 | GYRO: 3154 -85 3629 | GDP=4808.803
FLEX: 2320 2657 2455 2821 2653 | ACC: -13224 4628 7348 | GYRO: 2897 -430 3651 | GDP=4680.524
FLEX: 2382 2682 2497 2814 2640 | ACC: -17172 3712 8112 | GYRO: 2068 7712 9298 | GDP=12255.789
FLEX: 2434 2657 2519 2800 2655 | ACC: -19804 4156 9024 | GYRO: 7112 4003 8252 | GDP=11606.036
FLEX: 2485 2695 2559 2790 2641 | ACC: -18756 4492 11248 | GYRO: 4258 1291 20536 | GDP=21012.486
FLEX: 2487 2688 2559 2768 2610 | ACC: -12752 7204 5988 | GYRO: 9018 -6431 17948 | GDP=21090.586
FLEX: 2521 2705 2605 2778 2636 | ACC: -12384 7268 8540 | GYRO: 3392 580 20381 | GDP=20669.477
FLEX: 2515 2742 2595 2762 2559 | ACC: -9336 9896 3968 | GYRO: 4263 -449 19795 | GDP=20253.809
FLEX: 2551 2738 2629 2795 2608 | ACC: -9660 9944 7560 | GYRO: 5412 5191 22600 | GDP=23811.682
FLEX: 2559 2734 2587 2749 2609 | ACC: -3280 11432 3632 | GYRO: 9562 -5849 18128 | GDP=21313.541
FLEX: 2611 2681 2640 2722 2615 | ACC: 268 13468 1828 | GYRO: 10858 8987 16319 | GDP=21563.211
FLEX: 2663 2707 2641 2757 2608 | ACC: 124 16000 368 | GYRO: 7938 671 9736 | GDP=12579.816
FLEX: 2761 2683 2736 2771 2650 | ACC: 3444 14484 196 | GYRO: 4840 473 6961 | GDP=8491.457
FLEX: 2814 2643 2733 2768 2607 | ACC: 4040 15816 -1408 | GYRO: -246 717 -3052 | GDP=3144.727
FLEX: 2830 2595 2766 2774 2620 | ACC: 1072 14656 176 | GYRO: -3958 2360 -9010 | GDP=10120.053
FLEX: 2834 2501 2769 2775 2602 | ACC: -560 15696 1468 | GYRO: -9681 -7767 -17953 | GDP=21825.633
FLEX: 2829 2479 2751 2765 2647 | ACC: 1220 11428 2792 | GYRO: -15519 -4142 -29250 | GDP=33370.016
