# sentence_label=Thank you.
# timestamp=1764327066.6180658
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2627 2480 2278 2521 2293 | ACC: -972 6892 15016 | GYRO: 398 1542 -569 | GDP=1691.132
FLEX: 2630 2486 2288 2518 2319 | ACC: -1392 6852 15728 | GYRO: 896 -514 535 | GDP=1163.287
FLEX: 2559 2488 2256 2513 2310 | ACC: -1432 7296 15084 | GYRO: 1441 3538 -476 | GDP=3849.740
FLEX: 2597 2486 2284 2531 2313 | ACC: -3424 4688 16636 | GYRO: 2050 541 2062 | GDP=2957.537
FLEX: 2559 2460 2256 2499 2346 | ACC: -6232 6928 17632 | GYRO: 2883 8503 4925 | GDP=10240.523
FLEX: 2559 2497 2302 2522 2306 | ACC: -6372 7472 16604 | GYRO: 705 12417 12418 | GDP=17575.143
FLEX: 2588 2490 2274 2515 2303 | ACC: -6756 7180 16072 | GYRO: 1491 19778 15623 | GDP=25248.178
FLEX: 2594 2482 2258 2531 2320 | ACC: -6284 6672 15552 | GYRO: 1501 9404 17827 | GDP=20211.139
FLEX: 2607 2480 2275 2512 2297 | ACC: -3272 7796 12996 | GYRO: 2074 12466 19291 | GDP=23061.771
FLEX: 2605 2486 2288 2544 2325 | ACC: -2292 7820 12512 | GYRO: -1996 10736 19699 | GDP=22523.240
FLEX: 2595 2461 2267 2495 2301 | ACC: -1092 7356 12484 | GYRO: -4040 7256 18171 | GDP=19978.898
FLEX: 2603 2503 2247 2517 2321 | ACC: -1220 7416 13180 | GYRO: -5448 5395 15360 | GDP=17167.305
FLEX: 2586 2467 2256 2477 2321 | ACC: 376 6696 13088 | GYRO: -4803 7093 16898 | GDP=18945.232
FLEX: 2629 2487 2286 2483 2343 | ACC: -1552 6852 15592 | GYRO: -1323 9246 14904 | GDP=17588.861
FLEX: 2559 2449 2246 2477 2326 | ACC: 48 7252 14764 | GYRO: 421 12780 14063 | GDP=19007.199
FLEX: 2598 2480 2255 2446 2334 | ACC: -1228 7504 15364 | GYRO: 1790 7631 9601 | GDP=12394.170
FLEX: 2598 2447 2249 2480 2324 | ACC: 568 7492 13808 | GYRO: 1734 5490 6021 | GDP=8330.624
FLEX: 2606 2480 2257 2469 2330 | ACC: -836 7552 14308 | GYRO: 2199 -566 3094 | GDP=3837.811
FLEX: 2617 2448 2256 2445 2331 | ACC: 304 7468 13716 | GYRO: 2484 -182 1357 | GDP=2836.341
FLEX: 2606 2448 2256 2476 2325 | ACC: -1404 7780 14800 | GYRO: 4419 2914 369 | GDP=5306.140
FLEX: 2588 2445 2237 2480 2308 | ACC: -2128 8028 14684 | GYRO: 7144 4836 70 | GDP=8627.197
FLEX: 2559 2464 2228 2483 2327 | ACC: -3696 9044 14276 | GYRO: 10220 5415 -391 | GDP=11572.532
FLEX: 2559 2447 2245 2465 2330 | ACC: -4868 9256 13260 | GYRO: 10993 4587 536 | GDP=11923.671
FLEX: 2595 2448 2285 2506 2330 | ACC: -7120 9128 12976 | GYRO: 11326 4286 307 | GDP=12113.725
FLEX: 2559 2458 2235 2471 2306 | ACC: -5812 10332 9992 | GYRO: 12127 1117 -273 | GDP=12181.394
FLEX: 2559 2480 2243 2480 2333 | ACC: -2160 15808 1900 | GYRO: 14791 6387 266 | GDP=16113.293
FLEX: 2559 2435 2256 2481 2301 | ACC: -3424 18588 764 | GYRO: 6547 133 698 | GDP=6585.446
FLEX: 2559 2429 2245 2466 2307 | ACC: -1228 17856 2596 | GYRO: -260 -6070 -1538 | GDP=6267.212
FLEX: 2547 2449 2223 2455 2319 | ACC: -1812 15820 5672 | GYRO: -1884 -2247 -1696 | GDP=3387.459
FLEX: 2549 2383 2266 2453 2339 | ACC: -2988 14600 7228 | GYRO: -1858 -936 -1149 | GDP=2376.649
FLEX: 2559 2432 2233 2478 2319 | ACC: -4644 14076 8004 | GYRO: -1279 1549 -910 | GDP=2205.299
FLEX: 2559 2458 2255 2461 2319 | ACC: -5288 14332 7636 | GYRO: -1674 -629 -1443 | GDP=2297.861
FLEX: 2559 2447 2256 2473 2337 | ACC: -5960 14216 7336 | GYRO: -3660 -4310 -1964 | GDP=5985.733
FLEX: 2551 2461 2252 2491 2334 | ACC: -6452 14428 7152 | GYRO: -9297 -8619 -2588 | GDP=12939.054
FLEX: 2551 2465 2265 2461 2331 | ACC: -6440 13636 8704 | GYRO: -15161 -14023 717 | GDP=20664.330
FLEX: 2559 2458 2276 2480 2327 | ACC: -2984 11412 10780 | GYRO: -16996 -9319 3733 | GDP=19739.379
FLEX: 2558 2447 2265 2463 2346 | ACC: -2804 9516 13680 | GYRO: -14428 -5116 6807 | GDP=16753.385
FLEX: 2551 2445 2249 2478 2346 | ACC: -260 7724 15004 | GYRO: -10738 1035 9499 | GDP=14373.826
FLEX: 2559 2485 2255 2494 2368 | ACC: 428 5988 16376 | GYRO: -4757 4298 11332 | GDP=13019.834
FLEX: 2559 2468 2274 2486 2368 | ACC: 4520 5596 15096 | GYRO: 3636 12659 12986 | GDP=18496.135
FLEX: 2531 2448 2273 2506 2363 | ACC: 2288 5296 15912 | GYRO: 9944 19229 12121 | GDP=24810.406
FLEX: 2535 2480 2235 2495 2317 | ACC: 2024 5920 14692 | GYRO: 16725 19257 7391 | GDP=26555.312
FLEX: 2558 2450 2254 2493 2352 | ACC: 704 7280 11632 | GYRO: 24454 25880 -897 | GDP=35617.090
FLEX: 2554 2479 2267 2499 2351 | ACC: -4472 7932 9484 | GYRO: 31577 13215 -13382 | GDP=36753.516
FLEX: 2535 2479 2262 2506 2334 | ACC: -4700 9196 3200 | GYRO: 31427 14772 -17827 | GDP=39034.219
FLEX: 2544 2470 2287 2496 2351 | ACC: -9624 7088 -912 | GYRO: 32767 16690 -27705 | GDP=46041.281
FLEX: 2548 2475 2272 2495 2331 | ACC: -16200 3336 -3020 | GYRO: 32767 11025 -28379 | GDP=44728.008
FLEX: 2545 2480 2285 2521 2353 | ACC: -17552 8500 -12936 | GYRO: 26028 -6929 -18922 | GDP=32916.711
FLEX: 2525 2486 2267 2480 2337 | ACC: -17404 596 -10496 | GYRO: 6914 4124 -11668 | GDP=14175.789
FLEX: 2559 2485 2283 2519 2339 | ACC: -19116 4908 -9920 | GYRO: 5146 -862 -1385 | GDP=5398.387
FLEX: 2512 2462 2274 2477 2327 | ACC: -15588 2288 -7752 | GYRO: 2296 -457 -354 | GDP=2367.653
FLEX: 2512 2542 2271 2493 2344 | ACC: -15652 4608 -7816 | GYRO: -107 -572 2183 | GDP=2259.230
FLEX: 2515 2479 2267 2496 2337 | ACC: -14996 3676 -5852 | GYRO: 1140 -1993 231 | GDP=2307.598
FLEX: 2544 2487 2242 2495 2355 | ACC: -14164 5088 -6512 | GYRO: -745 -233 1199 | GDP=1430.704
FLEX: 2543 2454 2256 2479 2338 | ACC: -14696 3896 -4616 | GYRO: 929 -883 -188 | GDP=1295.405
FLEX: 2544 2459 2265 2496 2337 | ACC: -13884 4460 -5752 | GYRO: 194 459 204 | GDP=538.454
FLEX: 2541 2462 2270 2497 2323 | ACC: -14968 3620 -4620 | GYRO: 1391 -238 -479 | GDP=1490.291
FLEX: 2545 2481 2278 2499 2349 | ACC: -13952 4488 -6412 | GYRO: 999 -223 -191 | GDP=1041.255
FLEX: 2518 2453 2255 2477 2332 | ACC: -15188 3492 -5052 | GYRO: 597 695 -918 | GDP=1296.980
FLEX: 2544 2473 2262 2511 2343 | ACC: -14520 4224 -6364 | GYRO: 403 -92 -282 | GDP=500.397
FLEX: 2543 2464 2266 2477 2343 | ACC: -15308 3772 -5224 | GYRO: 809 -247 -503 | GDP=984.123
FLEX: 2549 2459 2279 2507 2337 | ACC: -14756 4144 -5984 | GYRO: 621 304 47 | GDP=693.012
FLEX: 2544 2479 2261 2491 2353 | ACC: -15080 3484 -5240 | GYRO: 623 68 -103 | GDP=635.108
FLEX: 2543 2473 2269 2486 2353 | ACC: -14568 4028 -5860 | GYRO: 567 -404 94 | GDP=702.525
FLEX: 2549 2451 2271 2480 2336 | ACC: -14832 3684 -5108 | GYRO: 486 96 -170 | GDP=523.748
FLEX: 2541 2496 2247 2503 2335 | ACC: -14892 3952 -5484 | GYRO: 1119 -432 160 | GDP=1210.118
FLEX: 2557 2449 2259 2477 2323 | ACC: -14532 3692 -5724 | GYRO: 495 306 45 | GDP=583.683
FLEX: 2549 2448 2265 2477 2355 | ACC: -15012 3792 -5424 | GYRO: 1351 -1092 324 | GDP=1767.100
FLEX: 2544 2437 2273 2531 2334 | ACC: -14396 4184 -5588 | GYRO: 819 -237 292 | GDP=901.218
FLEX: 2559 2455 2257 2507 2352 | ACC: -15180 4028 -5284 | GYRO: 1342 352 63 | GDP=1388.826
FLEX: 2526 2448 2268 2503 2322 | ACC: -14364 4124 -5972 | GYRO: 716 395 -111 | GDP=825.228
FLEX: 2527 2487 2224 2484 2352 | ACC: -15156 3856 -5484 | GYRO: 766 324 -278 | GDP=876.936
FLEX: 2543 2467 2249 2500 2339 | ACC: -14356 4040 -6136 | GYRO: 621 -210 19 | GDP=655.822
FLEX: 2559 2448 2265 2494 2359 | ACC: -15336 3772 -5188 | GYRO: 690 -100 -344 | GDP=777.455
FLEX: 2547 2467 2258 2498 2335 | ACC: -14320 4144 -6224 | GYRO: 1058 -1221 148 | GDP=1622.378
FLEX: 2538 2484 2267 2463 2374 | ACC: -15144 3668 -5204 | GYRO: 452 428 -158 | GDP=642.224
