# sentence_label=See you later
# timestamp=1764327256.7133808
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2640 2555 2487 2706 2529 | ACC: -7124 5972 13392 | GYRO: 608 -113 3 | GDP=618.419
FLEX: 2674 2557 2515 2706 2544 | ACC: -7356 5732 13712 | GYRO: 499 880 -604 | GDP=1178.226
FLEX: 2649 2543 2484 2701 2547 | ACC: -6864 6308 13272 | GYRO: 478 2335 -985 | GDP=2578.940
FLEX: 2559 2621 2532 2705 2559 | ACC: -6612 5304 13320 | GYRO: 1870 7709 -2615 | GDP=8352.474
FLEX: 2637 2559 2495 2698 2610 | ACC: -9076 5628 13024 | GYRO: 2894 11149 -4424 | GDP=12338.850
FLEX: 2667 2559 2517 2655 2601 | ACC: -12680 4320 13076 | GYRO: 6072 8911 -2207 | GDP=11006.632
FLEX: 2657 2542 2506 2684 2544 | ACC: -12768 5544 10824 | GYRO: 7227 10957 -1269 | GDP=13186.953
FLEX: 2657 2522 2475 2715 2559 | ACC: -15292 6468 9760 | GYRO: 7470 17606 2741 | GDP=19320.590
FLEX: 2685 2553 2495 2673 2559 | ACC: -15972 7160 7308 | GYRO: 5253 22560 6350 | GDP=24018.121
FLEX: 2624 2522 2499 2732 2544 | ACC: -15620 8272 3836 | GYRO: 4928 29322 8859 | GDP=31024.937
FLEX: 2683 2547 2480 2676 2559 | ACC: -16032 9136 336 | GYRO: 2434 32767 9865 | GDP=34306.250
FLEX: 2670 2554 2477 2722 2611 | ACC: -15404 9196 -1396 | GYRO: -1405 30658 9892 | GDP=32244.979
FLEX: 2618 2480 2478 2681 2559 | ACC: -13584 9872 -2924 | GYRO: -991 17342 9235 | GDP=19672.627
FLEX: 2581 2518 2428 2677 2635 | ACC: -11400 9744 -4328 | GYRO: -3215 10902 10525 | GDP=15490.818
FLEX: 2558 2427 2346 2701 2608 | ACC: -8240 10728 -3904 | GYRO: -5380 5140 11444 | GDP=13650.243
FLEX: 2549 2416 2337 2675 2665 | ACC: -7368 9724 -3560 | GYRO: -7020 6120 9057 | GDP=12990.922
FLEX: 2486 2380 2315 2704 2654 | ACC: -7624 11720 -2616 | GYRO: -6741 4289 9922 | GDP=12739.022
FLEX: 2517 2418 2257 2723 2682 | ACC: -6368 13740 -3208 | GYRO: -4236 1105 10515 | GDP=11389.905
FLEX: 2487 2387 2259 2707 2672 | ACC: -4544 14480 -1224 | GYRO: -5405 3485 8561 | GDP=10707.473
FLEX: 2485 2423 2224 2736 2679 | ACC: -3804 15064 640 | GYRO: -2922 1940 6967 | GDP=7800.049
FLEX: 2462 2405 2222 2704 2679 | ACC: -3428 15560 64 | GYRO: -1506 -184 6103 | GDP=6288.760
FLEX: 2418 2395 2207 2704 2711 | ACC: -2056 15768 -732 | GYRO: -916 -1363 6567 | GDP=6769.218
FLEX: 2459 2383 2209 2726 2682 | ACC: -2428 15080 -1336 | GYRO: -1253 1110 3798 | GDP=4150.532
FLEX: 2460 2422 2209 2757 2690 | ACC: -1512 16204 -2696 | GYRO: -4958 2072 4084 | GDP=6749.371
FLEX: 2448 2399 2199 2690 2675 | ACC: -1820 13760 4136 | GYRO: -4036 785 3545 | GDP=5428.862
FLEX: 2450 2420 2194 2715 2694 | ACC: 3120 17064 2880 | GYRO: 1322 -5564 2535 | GDP=6255.558
FLEX: 2431 2412 2179 2731 2688 | ACC: -1488 16160 692 | GYRO: 5491 2108 -2363 | GDP=6338.652
FLEX: 2461 2390 2186 2736 2706 | ACC: -5964 16692 -5340 | GYRO: 1201 2370 -1640 | GDP=3122.323
FLEX: 2455 2395 2192 2721 2702 | ACC: -5500 15652 -3900 | GYRO: -2575 1177 3139 | GDP=4227.207
FLEX: 2441 2416 2212 2707 2705 | ACC: 420 15592 2340 | GYRO: -3891 -2809 4662 | GDP=6690.636
FLEX: 2447 2384 2192 2727 2699 | ACC: 4792 17556 1348 | GYRO: 1266 353 240 | GDP=1336.026
FLEX: 2464 2416 2207 2733 2700 | ACC: -2780 15692 -476 | GYRO: 4562 1512 -4027 | GDP=6270.145
FLEX: 2469 2416 2174 2746 2704 | ACC: -6712 16444 -5188 | GYRO: 2066 -642 -1215 | GDP=2481.279
FLEX: 2453 2416 2214 2711 2691 | ACC: -3776 16256 -4024 | GYRO: -1661 1316 3163 | GDP=3807.275
FLEX: 2458 2400 2179 2720 2693 | ACC: 1864 15588 4076 | GYRO: -2291 -5405 3419 | GDP=6793.546
FLEX: 2448 2429 2222 2723 2690 | ACC: 3496 15880 1788 | GYRO: 1357 2185 -1443 | GDP=2949.224
FLEX: 2477 2381 2182 2731 2688 | ACC: -4380 15604 -1800 | GYRO: 3092 1397 -3773 | GDP=5074.209
FLEX: 2421 2410 2175 2719 2704 | ACC: -7308 16276 -4948 | GYRO: -1304 -27 1983 | GDP=2373.486
FLEX: 2461 2383 2191 2727 2689 | ACC: -1432 15852 872 | GYRO: -2804 -2913 4771 | GDP=6253.833
FLEX: 2449 2399 2202 2737 2702 | ACC: 8304 19248 -1088 | GYRO: 329 -1545 795 | GDP=1768.415
FLEX: 2442 2379 2192 2705 2695 | ACC: -3460 15532 -1836 | GYRO: 2938 2826 -4442 | GDP=6029.053
FLEX: 2463 2397 2191 2730 2695 | ACC: -6924 16572 -4000 | GYRO: -983 -11 1432 | GDP=1736.961
FLEX: 2442 2375 2192 2718 2704 | ACC: 364 15684 3012 | GYRO: -1355 -3795 3356 | GDP=5244.119
FLEX: 2463 2425 2191 2735 2704 | ACC: 4636 16036 212 | GYRO: 543 1901 -1114 | GDP=2269.283
FLEX: 2449 2389 2187 2721 2689 | ACC: -6016 16428 -2648 | GYRO: 1612 3507 -3148 | GDP=4980.712
FLEX: 2450 2389 2230 2707 2683 | ACC: -6384 16508 -2760 | GYRO: -3024 -931 3629 | GDP=4814.663
FLEX: 2461 2384 2203 2717 2695 | ACC: 4368 19468 2196 | GYRO: 2378 -11682 4808 | GDP=12854.604
FLEX: 2448 2459 2203 2711 2683 | ACC: -1320 15804 1876 | GYRO: 2451 -4533 -297 | GDP=5161.753
FLEX: 2467 2402 2187 2704 2695 | ACC: -9976 17148 2588 | GYRO: 5156 -14344 9988 | GDP=18223.469
FLEX: 2473 2413 2229 2715 2685 | ACC: -908 15716 -2412 | GYRO: 9973 -26627 18313 | GDP=33820.465
FLEX: 2473 2396 2236 2688 2699 | ACC: 1480 15212 -3552 | GYRO: 11508 -17855 21298 | GDP=30080.557
FLEX: 2477 2402 2261 2762 2677 | ACC: 9648 14104 -7424 | GYRO: 9901 -14650 15839 | GDP=23738.707
FLEX: 2469 2426 2311 2705 2690 | ACC: 10488 12884 -8088 | GYRO: 7976 -7947 9498 | GDP=14730.356
FLEX: 2495 2384 2359 2695 2623 | ACC: 11464 14080 -10004 | GYRO: 2563 -8836 864 | GDP=9240.690
