# sentence_label=Thank you.
# timestamp=1764327052.3772488
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=79
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2608 2495 2274 2537 2339 | ACC: -824 7860 14624 | GYRO: 702 -122 -17 | GDP=712.725
FLEX: 2607 2521 2304 2512 2327 | ACC: -528 7896 14568 | GYRO: 756 -321 -16 | GDP=821.482
FLEX: 2607 2514 2290 2539 2352 | ACC: -996 7708 147 | GDP=746.719
FLEX: 2596 2471 2293 2496 2343 | ACC: -812 7928 14564 | GYRO: 624 111 4 | GDP=633.808
FLEX: 2598 2486 2301 2503 2331 | ACC: -608 7944 14480 | GYRO: 679 -67 29 | GDP=682.914
FLEX: 2598 2501 2298 2557 2337 | ACC: -624 7768 14488 | GYRO: 636 -200 -28 | GDP=667.293
FLEX: 2590 2502 2310 2530 2316 | ACC: -880 7936 14628 | GYRO: 608 -232 -10 | GDP=650.836
FLEX: 2595 2498 2288 2507 2322 | ACC: -624 7896 14576 | GYRO: 611 -217 -2 | GDP=648.393
FLEX: 2603 2503 2305 2554 2311 | ACC: -1036 7700 14688 | GYRO: 582 174 4 | GDP=607.467
FLEX: 2608 2462 2305 2512 2299 | ACC: -772 7844 14536 | GYRO: 626 -46 -44 | GDP=629.228
FLEX: 2595 2479 2308 2550 2333 | ACC: -772 7852 14600 | GYRO: 623 -112 -117 | GDP=643.710
FLEX: 2596 2497 2287 2544 2330 | ACC: -748 7848 14524 | GYRO: 591 -7 -102 | GDP=599.778
FLEX: 2602 2496 2305 2527 2327 | ACC: -108 8092 14636 | GYRO: 236 -13 -74 | GDP=247.671
FLEX: 2604 2486 2289 2519 2338 | ACC: -692 8856 16272 | GYRO: 1002 951 -353 | GDP=1425.838
FLEX: 2587 2495 2295 2511 2354 | ACC: -568 9056 15568 | GYRO: 2943 15551 -2809 | GDP=16074.369
FLEX: 2544 2512 2298 2531 2341 | ACC: -8756 8380 12792 | GYRO: 6739 32363 1709 | GDP=33101.336
FLEX: 2559 2496 2304 2544 2354 | ACC: -19916 9268 14792 | GYRO: 4978 28480 10583 | GDP=30787.834
FLEX: 2535 2483 2304 2539 2383 | ACC: -13144 10260 10892 | GYRO: 748 4895 19231 | GDP=19858.295
FLEX: 2523 2427 2313 2544 2391 | ACC: -9292 9716 9944 | GYRO: -2934 10414 19231 | GDP=22065.609
FLEX: 2512 2489 2293 2496 2355 | ACC: -4764 7340 10968 | GYRO: -3501 6830 20517 | GDP=21905.551
FLEX: 2474 2508 2331 2539 2333 | ACC: -2684 8244 10804 | GYRO: -3881 13490 19613 | GDP=24118.707
FLEX: 2529 2501 2288 2692 2297 | ACC: -24 7116 12632 | GYRO: -3079 8625 17797 | GDP=20015.096
FLEX: 2487 2440 2257 2495 2348 | ACC: 1664 7480 12112 | GYRO: -2569 6319 12692 | GDP=14408.899
FLEX: 2490 2452 2290 2523 2341 | ACC: 1320 7960 13176 | GYRO: -2798 7996 8615 | GDP=12082.344
FLEX: 2555 2471 2291 2480 2352 | ACC: 752 8456 13884 | GYRO: 292 4289 2776 | GDP=5117.320
FLEX: 2495 2459 2341 2444 2290 | ACC: -644 9088 13908 | GYRO: 1482 6028 719 | GDP=6249.005
FLEX: 2494 2470 2291 2465 2314 | ACC: -3624 10172 13748 | GYRO: 5032 4281 -796 | GDP=6654.442
FLEX: 2452 2455 2286 2510 2319 | ACC: -5004 10620 11960 | GYRO: 5357 7121 552 | GDP=8928.090
FLEX: 2494 2450 2245 2527 2375 | ACC: -5348 11112 11224 | GYRO: 6953 5380 1314 | GDP=8889.050
FLEX: 2470 2451 2307 2525 2367 | ACC: -4512 11368 10180 | GYRO: 8034 6144 2650 | GDP=10455.447
FLEX: 2500 2501 2339 2541 2304 | ACC: -3864 12320 9312 | GYRO: 11014 3928 2629 | GDP=11985.367
FLEX: 2494 2465 2241 2446 2352 | ACC: -3964 13344 6580 | GYRO: 12681 5118 1044 | GDP=13714.649
FLEX: 2481 2480 2367 2464 2314 | ACC: -3648 16648 -88 | GYRO: 12568 6986 705 | GDP=14396.383
FLEX: 2496 2507 2289 2547 2355 | ACC: -4252 18592 -968 | GYRO: 4546 -3134 -184 | GDP=5524.666
FLEX: 2497 2438 2283 2393 2367 | ACC: -1476 16652 620 | GYRO: -163 -6289 -1160 | GDP=6397.163
