# sentence_label=How are you?
# timestamp=1764326813.7927601
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=77
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2654 2690 2510 2800 2581 | ACC: 2360 6688 14940 | GYRO: -463 5986 -1301 | GDP=6143.221
FLEX: 2640 2690 2480 2770 2662 | ACC: -4852 9380 17192 | GYRO: 2842 8147 -2428 | GDP=8963.580
FLEX: 2641 2704 2481 2756 2640 | ACC: -6400 6664 20076 | GYRO: 7251 7303 -246 | GDP=10294.237
FLEX: 2609 2706 2534 2761 2651 | ACC: -7776 6828 19892 | GYRO: 13899 6738 5276 | GDP=16322.348
FLEX: 2544 2691 2528 2726 2656 | ACC: -7432 7264 16820 | GYRO: 19016 6605 6842 | GDP=21261.402
FLEX: 2487 2711 2527 2814 2672 | ACC: -8568 8056 13784 | GYRO: 18276 3428 11860 | GDP=22054.998
FLEX: 2451 2701 2532 2779 2715 | ACC: -5740 10824 9504 | GYRO: 15314 6507 11925 | GDP=20471.084
FLEX: 2448 2704 2534 2825 2770 | ACC: -5500 8916 9828 | GYRO: 13709 2369 17187 | GDP=22112.029
FLEX: 2368 2705 2505 2829 2749 | ACC: -2692 10200 4584 | GYRO: 13612 -3191 20288 | GDP=24638.832
FLEX: 2352 2692 2492 2864 2739 | ACC: 2116 9356 2596 | GYRO: 9638 -4470 21467 | GDP=23952.121
FLEX: 2302 2685 2441 2841 2736 | ACC: 2712 10912 1524 | GYRO: 5982 -2399 23353 | GDP=24226.062
FLEX: 2308 2695 2443 2814 2731 | ACC: 6252 11992 40 | GYRO: 3700 -1134 21970 | GDP=22308.225
FLEX: 2259 2654 2412 2834 2741 | ACC: 7340 10292 3272 | GYRO: -132 709 19890 | GDP=19903.070
FLEX: 2285 2633 2443 2817 2708 | ACC: 8832 10520 4424 | GYRO: -1151 3118 19047 | GDP=19334.812
FLEX: 2243 2665 2397 2813 2709 | ACC: 12740 9352 5876 | GYRO: 451 7717 15608 | GDP=17417.381
FLEX: 2267 2694 2427 2839 2736 | ACC: 12960 8584 6472 | GYRO: -175 9073 13064 | GDP=15906.541
FLEX: 2273 2703 2403 2837 2711 | ACC: 16976 8036 5768 | GYRO: 1332 7368 10572 | GDP=12954.877
FLEX: 2271 2677 2434 2815 2736 | ACC: 22644 8308 2848 | GYRO: -1699 7146 2791 | GDP=7857.582
FLEX: 2261 2661 2435 2815 2722 | ACC: 12404 5820 12692 | GYRO: -1450 7187 -3100 | GDP=7960.243
FLEX: 2254 2674 2433 2826 2731 | ACC: 10212 9860 9196 | GYRO: 231 406 -693 | GDP=835.731
