# sentence_label=No, I don't understand
# timestamp=1764407670.475695
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2654 2750 2559 2705 2523 | ACC: -516 6992 18448 | GYRO: 1567 -603 236 | GDP=1695.522
FLEX: 2662 2691 2526 2736 2517 | ACC: -3388 2784 29528 | GYRO: 10425 -3302 -1715 | GDP=11069.104
FLEX: 2675 2658 2490 2738 2544 | ACC: -896 10376 23984 | GYRO: 23353 -6019 2919 | GDP=24292.211
FLEX: 2606 2700 2559 2718 2527 | ACC: 1572 9396 17580 | GYRO: 27141 -1912 3038 | GDP=27377.346
FLEX: 2608 2679 2478 2691 2528 | ACC: 820 11644 9204 | GYRO: 28896 -2329 7338 | GDP=29904.002
FLEX: 2617 2624 2431 2683 2669 | ACC: 4412 10176 1448 | GYRO: 21746 -5403 5416 | GDP=23052.418
FLEX: 2582 2626 2383 2791 2457 | ACC: 3348 11624 340 | GYRO: 12986 -6341 5423 | GDP=15435.459
FLEX: 2583 2583 2390 2702 2533 | ACC: 5868 9512 -144 | GYRO: 12272 -4866 4476 | GDP=13939.674
FLEX: 2555 2559 2286 2763 2667 | ACC: 4552 13152 -1304 | GYRO: 8658 -5373 2926 | GDP=10601.489
FLEX: 2549 2586 2299 2755 2675 | ACC: 6144 11868 -484 | GYRO: 4622 -584 1330 | GDP=4844.878
FLEX: 2559 2607 2309 2758 2810 | ACC: 5360 13624 444 | GYRO: 4759 -2341 998 | GDP=5396.700
FLEX: 2518 2593 2289 2771 2626 | ACC: 7508 12332 2216 | GYRO: 6436 1151 -905 | GDP=6600.448
FLEX: 2527 2643 2339 2737 2586 | ACC: 4968 16024 4112 | GYRO: 18510 1779 -4317 | GDP=19089.824
FLEX: 2559 2559 2448 2743 2607 | ACC: -1848 9752 -24176 | GYRO: -2832 6463 1230 | GDP=7162.646
FLEX: 2559 2638 2410 2665 2608 | ACC: 8680 12388 648 | GYRO: 1186 4191 -4052 | GDP=5948.931
FLEX: 2541 2510 2467 2733 2583 | ACC: 568 20032 -2552 | GYRO: -4642 -8149 2363 | GDP=9671.512
FLEX: 2559 2627 2387 2735 2604 | ACC: 8476 12556 1156 | GYRO: -1318 6480 -534 | GDP=6634.205
FLEX: 2530 2559 2395 2704 2594 | ACC: 3316 20740 -1572 | GYRO: 5696 -539 871 | GDP=5787.363
FLEX: 2591 2609 2423 2705 2583 | ACC: 9212 10872 -88 | GYRO: -3156 6431 1896 | GDP=7410.325
FLEX: 2547 2559 2390 2688 2559 | ACC: 4144 15792 2956 | GYRO: 7360 5486 -1917 | GDP=9377.669
FLEX: 2554 2626 2432 2645 2555 | ACC: 6472 15392 1724 | GYRO: -2134 -4252 1054 | GDP=4872.820
FLEX: 2544 2611 2497 2687 2518 | ACC: 9092 14160 -336 | GYRO: 7616 24788 -5990 | GDP=26614.441
FLEX: 2598 2631 2457 2695 2630 | ACC: 9104 11776 -7744 | GYRO: -8180 13305 -10057 | GDP=18576.293
FLEX: 2559 2657 2447 2634 2543 | ACC: 12868 6148 -5332 | GYRO: -4569 29184 -24711 | GDP=38512.531
FLEX: 2650 2675 2588 2675 2604 | ACC: 2596 7896 -10292 | GYRO: -10765 32767 -32768 | GDP=47574.188
FLEX: 2637 2623 2640 2644 2559 | ACC: -2932 1588 -9340 | GYRO: -23842 32767 -32768 | GDP=52113.902
FLEX: 2640 2559 2782 2783 2635 | ACC: -26788 628 -15860 | GYRO: -10747 32767 -32768 | GDP=47570.117
FLEX: 2689 2610 2691 2712 2665 | ACC: -32768 5672 -19344 | GYRO: -24903 32767 -12911 | GDP=43133.855
FLEX: 2716 2559 2823 2739 2718 | ACC: -29120 4936 -23328 | GYRO: -32210 -3535 9549 | GDP=33781.117
FLEX: 2775 2602 2791 2799 2641 | ACC: -17820 6212 -13212 | GYRO: -32768 -12540 17074 | GDP=39019.418
FLEX: 2784 2559 2738 2768 2672 | ACC: -12780 7024 -6640 | GYRO: -32768 -23740 17401 | GDP=44046.840
FLEX: 2755 2524 2765 2799 2682 | ACC: -6352 5808 -644 | GYRO: -32768 -22446 11606 | GDP=41379.512
FLEX: 2778 2546 2705 2753 2620 | ACC: -2860 4200 3368 | GYRO: -32768 -17019 8881 | GDP=37977.102
FLEX: 2768 2555 2723 2753 2675 | ACC: -2796 2388 9484 | GYRO: -31521 -1904 10290 | GDP=33212.691
FLEX: 2778 2517 2750 2718 2635 | ACC: -2360 448 14908 | GYRO: -25672 3234 9765 | GDP=27656.203
FLEX: 2749 2559 2672 2718 2613 | ACC: 1344 -5288 25752 | GYRO: -17116 -1324 4422 | GDP=17727.508
FLEX: 2720 2739 2688 2737 2601 | ACC: -2396 4084 11364 | GYRO: -1642 -10971 -1732 | GDP=11227.593
FLEX: 2706 2717 2659 2765 2625 | ACC: -8328 7432 14444 | GYRO: 3561 -4388 -349 | GDP=5661.896
FLEX: 2724 2667 2646 2707 2642 | ACC: -2784 2592 19600 | GYRO: 7097 -5428 699 | GDP=8962.098
FLEX: 2714 2619 2653 2715 2610 | ACC: 4772 -3400 24556 | GYRO: 24309 -322 -1464 | GDP=24355.174
FLEX: 2716 2608 2637 2736 2611 | ACC: 7272 -4828 14864 | GYRO: 32767 10102 -7908 | GDP=35188.965
FLEX: 2720 2624 2611 2726 2588 | ACC: 7304 -6716 -1508 | GYRO: 32767 28829 -20708 | GDP=48307.441
FLEX: 2735 2613 2611 2727 2559 | ACC: -7756 -5524 -13540 | GYRO: 32767 32767 -32768 | GDP=56754.688
FLEX: 2743 2606 2608 2757 2608 | ACC: -18876 -5780 -25236 | GYRO: 32767 22524 -32768 | GDP=51524.254
FLEX: 2768 2601 2544 2735 2634 | ACC: -27668 1916 -32768 | GYRO: 29314 17680 -16396 | GDP=37956.840
FLEX: 2757 2609 2559 2681 2630 | ACC: -24020 -276 -32768 | GYRO: 2130 4720 1646 | GDP=5433.656
FLEX: 2755 2597 2592 2731 2650 | ACC: -23492 -384 -30212 | GYRO: -13300 4882 9907 | GDP=17287.932
FLEX: 2783 2592 2597 2719 2643 | ACC: -19144 2668 -30492 | GYRO: -25025 1554 17964 | GDP=30844.299
FLEX: 2752 2559 2607 2704 2645 | ACC: -14220 260 -22392 | GYRO: -32768 313 23795 | GDP=40497.430
FLEX: 2757 2553 2619 2714 2646 | ACC: -10764 -5068 -6560 | GYRO: -32768 -7220 24852 | GDP=41755.145
FLEX: 2745 2541 2608 2715 2613 | ACC: 2860 -3560 3148 | GYRO: -21499 -10690 21060 | GDP=31937.543
FLEX: 2756 2543 2627 2720 2613 | ACC: 7272 -1316 9988 | GYRO: -8929 -6493 9363 | GDP=14475.906
FLEX: 2725 2526 2619 2714 2601 | ACC: 5240 1080 10196 | GYRO: 1676 -1262 669 | GDP=2202.086
FLEX: 2733 2535 2597 2736 2611 | ACC: 2516 1456 7012 | GYRO: 9639 -2682 -7780 | GDP=12674.062
FLEX: 2727 2507 2581 2701 2624 | ACC: -1432 3448 4048 | GYRO: 15549 -916 -15213 | GDP=21772.594
FLEX: 2769 2535 2618 2704 2608 | ACC: -1816 580 -2268 | GYRO: 25998 -1614 -21235 | GDP=33606.938
FLEX: 2741 2533 2559 2699 2599 | ACC: -10800 -988 -7712 | GYRO: 32767 -1048 -32768 | GDP=46352.090
FLEX: 2762 2559 2513 2738 2612 | ACC: -23472 2296 -28236 | GYRO: 32767 18883 -26311 | GDP=46070.734
FLEX: 2784 2525 2517 2725 2623 | ACC: -25396 188 -32768 | GYRO: 11288 -3706 -7312 | GDP=13950.581
FLEX: 2800 2559 2559 2746 2639 | ACC: -22428 5840 -30924 | GYRO: -6104 -1708 485 | GDP=6356.989
FLEX: 2832 2559 2542 2723 2636 | ACC: -19188 440 -29008 | GYRO: -27449 -7925 5864 | GDP=29165.729
