# sentence_label=Rest
# timestamp=1764404003.5584884
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=78
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2633 2586 2290 2544 2445 | ACC: 2904 4020 15844 | GYRO: 570 -76 -58 | GDP=577.962
FLEX: 2608 2587 2332 2542 2394 | ACC: 2768 4104 15844 | GYRO: 600 -8 -51 | GDP=602.217
FLEX: 2641 2558 2321 2548 2410 | ACC: 2780 4000 15920 | GYRO: 617 119 -99 | GDP=636.122
FLEX: 2639 2557 2320 2533 2385 | ACC: 2952 4012 15784 | GYRO: 576 -71 -67 | GDP=584.214
FLEX: 2649 2559 2320 2522 2401 | ACC: 2684 4012 15952 | GYRO: 548 97 -186 | GDP=586.779
FLEX: 2597 2594 2342 2535 2389 | ACC: 2852 4116 15976 | GYRO: 531 -138 -48 | GDP=550.735
FLEX: 2639 2559 2304 2547 2397 | ACC: 2768 4012 15804 | GYRO: 616 51 -24 | GDP=618.573
FLEX: 2624 2582 2304 2533 2399 | ACC: 2752 4000 15888 | GYRO: 649 -31 127 | GDP=662.036
FLEX: 2640 2559 2309 2559 2402 | ACC: 2792 3988 15848 | GYRO: 697 -47 119 | GDP=708.646
FLEX: 2624 2559 2288 2547 2382 | ACC: 2944 4004 15760 | GYRO: 647 -30 71 | GDP=651.575
FLEX: 2627 2591 2336 2547 2410 | ACC: 2644 4004 16000 | GYRO: 550 15 -27 | GDP=550.867
FLEX: 2634 2559 2322 2535 2422 | ACC: 3064 3944 15812 | GYRO: 534 -14 -91 | GDP=541.879
FLEX: 2637 2582 2314 2546 2446 | ACC: 2928 3928 15972 | GYRO: 525 23 144 | GDP=544.876
FLEX: 2613 2559 2306 2543 2395 | ACC: 2900 3784 16344 | GYRO: 893 126 147 | GDP=913.747
FLEX: 2638 2626 2325 2554 2357 | ACC: 2292 3776 16396 | GYRO: 1364 -272 166 | GDP=1400.727
FLEX: 2636 2557 2323 2541 2401 | ACC: 3168 3772 16000 | GYRO: 3464 -77 643 | GDP=3524.014
FLEX: 2613 2559 2315 2559 2423 | ACC: 2536 4536 16756 | GYRO: 4632 -64 911 | GDP=4721.169
FLEX: 2598 2559 2329 2559 2413 | ACC: 2236 4792 15476 | GYRO: 5415 1925 1455 | GDP=5928.312
FLEX: 2642 2559 2325 2595 2469 | ACC: 1844 5260 15456 | GYRO: 3594 842 2538 | GDP=4479.648
FLEX: 2634 2559 2335 2559 2445 | ACC: 2940 6108 14744 | GYRO: 3451 409 3535 | GDP=4957.107
FLEX: 2624 2582 2355 2598 2483 | ACC: 3556 5612 15824 | GYRO: 3182 1921 5179 | GDP=6374.748
FLEX: 2627 2582 2345 2609 2509 | ACC: 2420 5904 15368 | GYRO: 3282 2743 4114 | GDP=5934.692
FLEX: 2611 2609 2332 2645 2483 | ACC: 2760 6276 14624 | GYRO: 3688 4993 6573 | GDP=9040.781
FLEX: 2624 2599 2342 2604 2464 | ACC: 756 6528 15376 | GYRO: 1670 4535 4940 | GDP=6910.769
FLEX: 2608 2595 2342 2639 2495 | ACC: 3220 6480 13752 | GYRO: -976 -1801 4612 | GDP=5046.456
FLEX: 2602 2559 2339 2635 2469 | ACC: 5920 6028 13336 | GYRO: 524 2962 -667 | GDP=3081.056
FLEX: 2613 2605 2357 2607 2501 | ACC: 2072 6356 15084 | GYRO: 239 1981 -795 | GDP=2147.907
FLEX: 2627 2582 2332 2590 2485 | ACC: 1880 6052 15288 | GYRO: 516 -581 -306 | GDP=835.137
FLEX: 2631 2624 2365 2627 2426 | ACC: 2700 6208 15068 | GYRO: 821 -237 -119 | GDP=862.769
FLEX: 2622 2607 2355 2618 2482 | ACC: 2720 6200 15276 | GYRO: 769 73 -346 | GDP=846.408
FLEX: 2673 2583 2366 2621 2490 | ACC: 2572 6132 15156 | GYRO: 463 631 -783 | GDP=1107.077
FLEX: 2652 2582 2337 2608 2496 | ACC: 2420 6164 15216 | GYRO: 276 769 -736 | GDP=1099.651
FLEX: 2631 2613 2359 2598 2501 | ACC: 2084 6148 15244 | GYRO: 106 935 -1350 | GDP=1645.588
FLEX: 2610 2590 2384 2587 2501 | ACC: 2012 6032 15272 | GYRO: 344 477 -992 | GDP=1153.225
FLEX: 2640 2606 2354 2608 2478 | ACC: 2524 6008 15148 | GYRO: 272 421 -1848 | GDP=1914.766
FLEX: 2629 2585 2361 2611 2513 | ACC: 2212 6036 15096 | GYRO: 117 -294 -2563 | GDP=2582.459
FLEX: 2638 2612 2349 2611 2511 | ACC: 1312 5860 15860 | GYRO: 282 1744 -2449 | GDP=3019.712
FLEX: 2626 2559 2349 2559 2501 | ACC: 2440 6036 14696 | GYRO: 93 -1768 -3692 | GDP=4094.550
FLEX: 2640 2588 2346 2599 2484 | ACC: 856 6016 15720 | GYRO: -57 161 -2776 | GDP=2781.249
FLEX: 2627 2610 2354 2588 2475 | ACC: 1468 5908 15436 | GYRO: 9 -550 -2189 | GDP=2257.056
FLEX: 2640 2558 2355 2627 2499 | ACC: 992 5816 15568 | GYRO: -290 692 -1531 | GDP=1704.971
FLEX: 2624 2602 2362 2602 2481 | ACC: 1292 5932 15836 | GYRO: -549 -476 -1322 | GDP=1508.529
