# sentence_label=Rest
# timestamp=1764406655.7617779
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2604 2641 2430 2607 2434 | ACC: -1704 8668 14340 | GYRO: 526 108 48 | GDP=539.114
FLEX: 2624 2649 2417 2605 2507 | ACC: -1584 8580 14168 | GYRO: 712 -620 130 | GDP=953.018
FLEX: 2627 2640 2448 2608 2441 | ACC: -968 8612 13824 | GYRO: 669 -200 -21 | GDP=698.571
FLEX: 2627 2669 2423 2624 2474 | ACC: -1076 8524 13868 | GYRO: 537 286 70 | GDP=612.425
FLEX: 2624 2672 2427 2594 2432 | ACC: -1532 8776 14136 | GYRO: 394 343 126 | GDP=537.365
FLEX: 2627 2642 2437 2615 2430 | ACC: -1292 8668 14184 | GYRO: 672 -316 104 | GDP=749.837
FLEX: 2622 2672 2444 2611 2454 | ACC: -1184 8612 14092 | GYRO: 701 -351 -3 | GDP=783.971
FLEX: 2621 2671 2407 2624 2461 | ACC: -1096 8700 13848 | GYRO: 656 -68 53 | GDP=661.641
FLEX: 2629 2626 2411 2591 2435 | ACC: -1068 8536 14024 | GYRO: 665 -38 14 | GDP=666.232
FLEX: 2624 2659 2448 2617 2466 | ACC: -1256 8748 14132 | GYRO: 623 157 -23 | GDP=642.890
FLEX: 2621 2626 2448 2606 2458 | ACC: -1176 8620 14044 | GYRO: 699 -307 28 | GDP=763.959
FLEX: 2610 2640 2450 2640 2479 | ACC: -1068 8556 14080 | GYRO: 612 69 -85 | GDP=621.715
FLEX: 2609 2629 2401 2609 2452 | ACC: -1216 8632 14032 | GYRO: 569 123 -53 | GDP=584.550
FLEX: 2617 2639 2456 2614 2474 | ACC: -1392 8612 13948 | GYRO: 602 -145 20 | GDP=619.539
FLEX: 2610 2640 2434 2623 2454 | ACC: -1164 8644 14100 | GYRO: 709 -250 -7 | GDP=751.818
FLEX: 2621 2657 2436 2598 2480 | ACC: -1100 8672 13980 | GYRO: 538 29 32 | GDP=539.730
FLEX: 2618 2650 2416 2610 2470 | ACC: -1304 8628 14148 | GYRO: 714 -166 31 | GDP=733.698
FLEX: 2625 2663 2429 2627 2494 | ACC: -1148 8716 14128 | GYRO: 669 -75 7 | GDP=673.227
FLEX: 2631 2645 2427 2583 2460 | ACC: -1220 8648 14088 | GYRO: 674 -80 18 | GDP=678.970
FLEX: 2623 2661 2449 2615 2459 | ACC: -1180 8628 14020 | GYRO: 682 -112 -8 | GDP=691.182
FLEX: 2611 2661 2428 2622 2471 | ACC: -1080 8680 14160 | GYRO: 815 -22 -70 | GDP=818.296
FLEX: 2631 2628 2458 2596 2483 | ACC: -1320 8644 14052 | GYRO: 714 89 0 | GDP=719.526
FLEX: 2596 2639 2419 2587 2442 | ACC: -1148 8656 13956 | GYRO: 683 -179 7 | GDP=706.101
FLEX: 2641 2645 2445 2638 2481 | ACC: -1156 8704 13960 | GYRO: 626 -58 28 | GDP=629.304
FLEX: 2611 2653 2413 2602 2445 | ACC: -1028 8564 14040 | GYRO: 618 19 -17 | GDP=618.526
FLEX: 2649 2625 2435 2624 2459 | ACC: -1204 8672 14104 | GYRO: 606 19 -22 | GDP=606.697
FLEX: 2597 2645 2416 2598 2451 | ACC: -1104 8632 14148 | GYRO: 676 -145 -9 | GDP=691.435
FLEX: 2627 2642 2427 2602 2511 | ACC: -1020 8644 14036 | GYRO: 604 228 -44 | GDP=647.098
FLEX: 2618 2652 2439 2608 2446 | ACC: -1296 8664 14024 | GYRO: 683 25 -29 | GDP=684.072
FLEX: 2624 2654 2399 2597 2470 | ACC: -1040 8632 14020 | GYRO: 582 -238 90 | GDP=635.191
FLEX: 2633 2637 2419 2608 2470 | ACC: -1076 8656 14068 | GYRO: 598 -5 7 | GDP=598.062
FLEX: 2615 2656 2425 2629 2501 | ACC: -1280 8616 14164 | GYRO: 671 24 24 | GDP=671.858
FLEX: 2603 2634 2416 2607 2464 | ACC: -1024 8636 14128 | GYRO: 662 -181 58 | GDP=688.745
FLEX: 2593 2661 2435 2686 2464 | ACC: -1144 8568 14024 | GYRO: 659 -25 -18 | GDP=659.720
FLEX: 2607 2655 2461 2607 2445 | ACC: -1092 8700 14040 | GYRO: 697 -80 23 | GDP=701.953
FLEX: 2627 2661 2368 2625 2442 | ACC: -1016 8600 14048 | GYRO: 673 -44 2 | GDP=674.440
FLEX: 2640 2626 2426 2628 2455 | ACC: -1104 8644 14056 | GYRO: 635 0 -31 | GDP=635.756
FLEX: 2614 2655 2443 2590 2461 | ACC: -1148 8612 14144 | GYRO: 661 -103 11 | GDP=669.067
FLEX: 2623 2641 2416 2559 2432 | ACC: -1080 8688 14052 | GYRO: 572 -82 60 | GDP=580.954
FLEX: 2625 2641 2507 2599 2482 | ACC: -1188 8596 14088 | GYRO: 676 -68 28 | GDP=679.988
FLEX: 2594 2647 2423 2646 2435 | ACC: -1080 8680 14024 | GYRO: 677 -42 29 | GDP=678.921
FLEX: 2559 2673 2414 2611 2479 | ACC: -1144 8736 14024 | GYRO: 679 -133 71 | GDP=695.536
FLEX: 2609 2669 2430 2616 2438 | ACC: -1020 8564 14072 | GYRO: 690 41 -33 | GDP=692.004
FLEX: 2609 2670 2438 2615 2452 | ACC: -1120 8680 14100 | GYRO: 612 127 -9 | GDP=625.103
FLEX: 2605 2661 2432 2605 2477 | ACC: -1040 8624 13920 | GYRO: 616 -195 51 | GDP=648.137
FLEX: 2515 2640 2449 2601 2474 | ACC: -1208 8656 14096 | GYRO: 615 130 -73 | GDP=632.814
FLEX: 2621 2641 2422 2607 2476 | ACC: -1020 8668 14080 | GYRO: 668 5 -27 | GDP=668.564
FLEX: 2613 2647 2410 2607 2453 | ACC: -1092 8644 14016 | GYRO: 610 -63 -6 | GDP=613.274
FLEX: 2592 2638 2446 2609 2444 | ACC: -992 8620 14116 | GYRO: 675 -18 -8 | GDP=675.287
FLEX: 2617 2659 2433 2559 2463 | ACC: -1040 8656 14012 | GYRO: 621 109 14 | GDP=630.649
FLEX: 2599 2645 2427 2627 2460 | ACC: -1080 8672 14100 | GYRO: 673 -157 -33 | GDP=691.858
FLEX: 2613 2647 2445 2627 2455 | ACC: -1104 8656 14040 | GYRO: 594 128 -42 | GDP=609.085
FLEX: 2617 2667 2418 2608 2471 | ACC: -1140 8664 14124 | GYRO: 715 11 -46 | GDP=716.563
FLEX: 2629 2650 2438 2615 2458 | ACC: -1048 8656 14092 | GYRO: 567 21 54 | GDP=569.953
FLEX: 2612 2662 2425 2597 2448 | ACC: -1080 8648 14036 | GYRO: 669 44 -34 | GDP=671.307
FLEX: 2623 2651 2401 2601 2438 | ACC: -1056 8668 14020 | GYRO: 599 150 -24 | GDP=617.962
FLEX: 2545 2655 2434 2609 2435 | ACC: -1132 8700 14092 | GYRO: 720 89 -17 | GDP=725.679
FLEX: 2624 2663 2463 2637 2439 | ACC: -1116 8592 14064 | GYRO: 628 -75 27 | GDP=633.039
FLEX: 2651 2583 2463 2633 2518 | ACC: -1064 8608 14016 | GYRO: 669 87 -44 | GDP=676.067
FLEX: 2615 2625 2416 2650 2481 | ACC: -1088 8676 14096 | GYRO: 661 -4 -25 | GDP=661.485
FLEX: 2621 2537 2463 2640 2450 | ACC: -1148 8676 13992 | GYRO: 672 -105 -70 | GDP=683.746
FLEX: 2624 2721 2435 2651 2464 | ACC: -1148 8592 14088 | GYRO: 631 101 -34 | GDP=639.936
FLEX: 2625 2640 2423 2657 2481 | ACC: -1168 8700 14044 | GYRO: 647 124 -28 | GDP=659.370
FLEX: 2621 2645 2384 2610 2453 | ACC: -1076 8652 14072 | GYRO: 668 -214 11 | GDP=701.528
FLEX: 2656 2621 2321 2585 2449 | ACC: -1056 8688 13976 | GYRO: 634 265 -77 | GDP=691.455
FLEX: 2673 2662 2384 2511 2426 | ACC: -1488 8636 14036 | GYRO: 633 22 18 | GDP=633.638
FLEX: 2683 2655 2442 2617 2492 | ACC: -1044 8644 14032 | GYRO: 681 -118 55 | GDP=693.333
FLEX: 2584 2638 2431 2544 2443 | ACC: -1216 8620 14136 | GYRO: 629 245 -80 | GDP=679.754
FLEX: 2657 2637 2409 2608 2494 | ACC: -1136 8712 14072 | GYRO: 698 -98 7 | GDP=704.881
FLEX: 2625 2683 2401 2583 2502 | ACC: -1060 8632 13944 | GYRO: 643 -5 -31 | GDP=643.766
FLEX: 2544 2597 2447 2655 2449 | ACC: -1160 8604 14108 | GYRO: 650 -136 49 | GDP=665.881
FLEX: 2627 2640 2433 2624 2437 | ACC: -1188 8608 14000 | GYRO: 600 38 -2 | GDP=601.205
FLEX: 2599 2646 2419 2597 2413 | ACC: -1148 8664 14148 | GYRO: 579 -38 13 | GDP=580.391
FLEX: 2625 2650 2433 2640 2446 | ACC: -960 8620 13888 | GYRO: 633 -7 40 | GDP=634.301
FLEX: 2592 2665 2448 2631 2480 | ACC: -1352 8608 14168 | GYRO: 654 -28 -35 | GDP=655.534
FLEX: 2623 2629 2429 2624 2448 | ACC: -964 8672 14088 | GYRO: 671 -153 93 | GDP=694.477
