# sentence_label=How can I help you?
# timestamp=1764327504.5628748
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2683 2608 2399 2656 2443 | ACC: 1996 8148 14328 | GYRO: 553 470 -211 | GDP=755.798
FLEX: 2675 2591 2384 2641 2420 | ACC: 1940 8216 14256 | GYRO: 502 416 -175 | GDP=675.044
FLEX: 2672 2559 2421 2683 2470 | ACC: 3768 8784 13272 | GYRO: -349 2226 -1145 | GDP=2527.430
FLEX: 2644 2638 2423 2698 2480 | ACC: 5292 10300 13104 | GYRO: -2771 10542 -5183 | GDP=12069.619
FLEX: 2624 2678 2494 2705 2615 | ACC: 8948 10340 12228 | GYRO: 730 25889 -7556 | GDP=26978.998
FLEX: 2559 2720 2592 2738 2675 | ACC: -8268 6504 11868 | GYRO: -2950 32767 -12318 | GDP=35129.930
FLEX: 2550 2780 2677 2781 2821 | ACC: -15712 6740 11304 | GYRO: 1149 32767 -11240 | GDP=34660.266
FLEX: 2511 2752 2670 2811 2789 | ACC: -27944 4892 7148 | GYRO: -5089 32767 -5515 | GDP=33615.316
FLEX: 2505 2798 2677 2845 2786 | ACC: -25148 4732 -40 | GYRO: -7999 23948 8385 | GDP=26604.490
FLEX: 2491 2800 2661 2832 2787 | ACC: -21656 3512 876 | GYRO: -11801 9170 12207 | GDP=19296.719
FLEX: 2471 2773 2618 2852 2800 | ACC: -18144 5616 -2004 | GYRO: -10979 10835 18472 | GDP=24065.545
FLEX: 2449 2783 2559 2800 2758 | ACC: -16728 5660 -2212 | GYRO: -13541 1917 17264 | GDP=22024.516
FLEX: 2480 2795 2595 2826 2780 | ACC: -10472 4756 -2192 | GYRO: -18897 6067 19573 | GDP=27874.854
FLEX: 2435 2769 2555 2809 2789 | ACC: -8768 6904 -2052 | GYRO: -21677 -778 15550 | GDP=26688.951
FLEX: 2446 2773 2549 2817 2770 | ACC: -4812 4428 2284 | GYRO: -24289 2053 10452 | GDP=26521.965
FLEX: 2448 2755 2544 2831 2743 | ACC: -5624 4640 4020 | GYRO: -23541 1215 8542 | GDP=25072.309
FLEX: 2431 2752 2587 2816 2747 | ACC: -5028 3004 7032 | GYRO: -21201 2607 5594 | GDP=22081.025
FLEX: 2427 2765 2559 2803 2740 | ACC: -6520 2368 9704 | GYRO: -21614 4283 4147 | GDP=22421.121
