# sentence_label=Where do you live?
# timestamp=1764406593.458778
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2629 2673 2611 2766 2589 | ACC: -2172 5876 28996 | GYRO: 20377 11780 -1031 | GDP=23559.574
FLEX: 2641 2651 2611 2787 2604 | ACC: 376 9492 19540 | GYRO: 29327 24065 2182 | GDP=37999.449
FLEX: 2603 2637 2627 2764 2583 | ACC: -5280 12772 12012 | GYRO: 32767 21580 8066 | GDP=40055.375
FLEX: 2610 2659 2650 2781 2602 | ACC: 544 11364 476 | GYRO: 32767 22106 13897 | GDP=41898.426
FLEX: 2586 2615 2694 2774 2629 | ACC: 3492 13608 -3600 | GYRO: 23816 12435 9319 | GDP=28437.209
FLEX: 2679 2587 2749 2785 2611 | ACC: 4752 13928 -6108 | GYRO: 15140 9393 7243 | GDP=19233.021
FLEX: 2706 2543 2668 2752 2608 | ACC: 6620 12368 -7592 | GYRO: 7862 4499 1720 | GDP=9220.111
FLEX: 2727 2513 2672 2754 2621 | ACC: 6256 13312 -8088 | GYRO: -2561 -210 -5630 | GDP=6188.677
FLEX: 2705 2480 2651 2763 2628 | ACC: 4256 12020 -4364 | GYRO: -7752 -1299 -12447 | GDP=14721.030
FLEX: 2727 2495 2665 2777 2638 | ACC: 2216 12548 -2740 | GYRO: -13801 -11121 -18789 | GDP=25829.648
FLEX: 2720 2496 2640 2771 2594 | ACC: 804 11236 992 | GYRO: -24680 -11813 -32768 | GDP=42689.473
FLEX: 2768 2491 2650 2746 2621 | ACC: 260 5468 3776 | GYRO: -32768 -12916 -32768 | GDP=48107.238
FLEX: 2715 2487 2642 2740 2599 | ACC: -29080 -15832 28720 | GYRO: -26853 11905 -19759 | GDP=35401.000
FLEX: 2729 2477 2640 2752 2625 | ACC: -17780 -2628 15312 | GYRO: 12059 -13231 -2000 | GDP=18013.297
FLEX: 2706 2470 2633 2754 2597 | ACC: -12772 4516 9356 | GYRO: -195 4968 607 | GDP=5008.742
FLEX: 2730 2482 2624 2767 2631 | ACC: -13796 5056 11140 | GYRO: 1019 770 1204 | GDP=1755.243
FLEX: 2718 2479 2638 2746 2598 | ACC: -8552 6296 8404 | GYRO: 203 -1849 1994 | GDP=2726.911
FLEX: 2731 2491 2628 2736 2559 | ACC: -10460 4784 9928 | GYRO: -353 5031 1791 | GDP=5351.938
FLEX: 2688 2473 2636 2721 2615 | ACC: -10136 4196 10388 | GYRO: 1644 -289 261 | GDP=1689.490
FLEX: 2710 2485 2599 2740 2710 | ACC: -13056 1528 11836 | GYRO: 2898 7299 3078 | GDP=8434.921
FLEX: 2708 2471 2599 2730 2614 | ACC: -14364 -272 12752 | GYRO: 5824 4161 3470 | GDP=7954.483
FLEX: 2723 2499 2589 2743 2620 | ACC: -20220 836 10972 | GYRO: 14385 7473 13630 | GDP=21179.020
FLEX: 2689 2519 2558 2752 2602 | ACC: -11280 2848 8332 | GYRO: 14668 -963 20632 | GDP=25332.924
FLEX: 2707 2583 2559 2736 2608 | ACC: -12720 7404 5008 | GYRO: 21587 -3620 24509 | GDP=32860.219
FLEX: 2659 2637 2557 2723 2595 | ACC: -2220 15228 6496 | GYRO: 15724 -12116 25315 | GDP=32169.721
FLEX: 2653 2651 2555 2723 2634 | ACC: 9440 19184 3140 | GYRO: 21895 -9629 10966 | GDP=26312.770
FLEX: 2611 2633 2542 2729 2679 | ACC: 15924 20956 -7012 | GYRO: 16378 2315 -16312 | GDP=23231.002
FLEX: 2546 2625 2463 2739 2663 | ACC: -1812 15512 -10416 | GYRO: 393 14178 -32425 | GDP=35391.395
FLEX: 2463 2603 2450 2753 2650 | ACC: -28672 12112 -6164 | GYRO: -5336 6059 -15902 | GDP=17834.180
FLEX: 2496 2610 2448 2800 2677 | ACC: -16748 5928 -11000 | GYRO: -6085 -1436 1430 | GDP=6413.597
FLEX: 2450 2613 2403 2735 2666 | ACC: -24772 7764 -4484 | GYRO: -18414 -2611 14453 | GDP=23553.809
FLEX: 2463 2611 2438 2753 2682 | ACC: -10000 3544 3984 | GYRO: -10479 -1798 26974 | GDP=28993.773
FLEX: 2455 2603 2427 2727 2666 | ACC: 7584 10180 13884 | GYRO: -12637 -22048 32593 | GDP=41329.309
FLEX: 2459 2592 2454 2655 2688 | ACC: 29040 22764 15000 | GYRO: 4452 -1735 7462 | GDP=8860.698
FLEX: 2454 2559 2432 2719 2672 | ACC: 24792 16952 8236 | GYRO: 5028 -7460 -19366 | GDP=21353.555
FLEX: 2467 2559 2454 2736 2679 | ACC: -2800 6228 12748 | GYRO: 6268 -1280 -32768 | GDP=33386.645
FLEX: 2455 2559 2411 2713 2640 | ACC: -19144 2860 5360 | GYRO: 16259 -6937 -28098 | GDP=33196.004
FLEX: 2470 2589 2459 2722 2656 | ACC: -32768 6060 -4316 | GYRO: 8180 4636 -12779 | GDP=15865.300
FLEX: 2463 2596 2422 2720 2624 | ACC: -27912 6556 -6492 | GYRO: -3467 4161 8613 | GDP=10174.368
FLEX: 2466 2592 2437 2689 2658 | ACC: -17572 6484 -2264 | GYRO: -15880 9878 17384 | GDP=25533.365
FLEX: 2465 2591 2443 2745 2608 | ACC: -3776 8264 10924 | GYRO: -18514 7267 21980 | GDP=29642.838
FLEX: 2481 2512 2428 2721 2629 | ACC: 14464 17860 18012 | GYRO: -8910 -4609 14558 | GDP=17679.545
FLEX: 2475 2559 2441 2543 2662 | ACC: 18804 22164 13280 | GYRO: 2481 -2390 -7323 | GDP=8092.824
FLEX: 2522 2528 2515 2719 2640 | ACC: -292 14860 13984 | GYRO: 7774 -3362 -20821 | GDP=22477.814
FLEX: 2635 2617 2559 2757 2637 | ACC: -21500 12924 7728 | GYRO: 23319 -7943 -15117 | GDP=28903.127
FLEX: 2639 2647 2605 2727 2605 | ACC: -21456 7760 1176 | GYRO: 15382 -19865 952 | GDP=25142.205
FLEX: 2703 2559 2416 2789 2597 | ACC: -17204 9028 4444 | GYRO: 1968 -21809 11355 | GDP=24666.607
FLEX: 2643 2485 2496 2717 2590 | ACC: -13412 5836 8656 | GYRO: 7052 5303 25298 | GDP=26792.561
FLEX: 2648 2470 2593 2761 2656 | ACC: -4376 6848 6548 | GYRO: 12760 -244 32767 | GDP=35164.664
FLEX: 2728 2477 2604 2727 2545 | ACC: 8356 7896 6692 | GYRO: 17023 10127 32767 | GDP=38288.574
FLEX: 2642 2479 2640 2751 2629 | ACC: 32044 14724 -8880 | GYRO: 10856 -13069 17229 | GDP=24196.900
FLEX: 2696 2479 2611 2786 2559 | ACC: 26156 16756 -5872 | GYRO: 1930 -6910 -15684 | GDP=17247.055
