# sentence_label=Are you hearing?
# timestamp=1764406846.5093644
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2669 2591 2685 2790 2637 | ACC: -2280 11824 5616 | GYRO: 23756 16351 18665 | GDP=34352.363
FLEX: 2663 2559 2678 2773 2641 | ACC: 1384 11016 1676 | GYRO: 23482 14467 21076 | GDP=34711.617
FLEX: 2638 2552 2676 2762 2634 | ACC: 6180 10464 -1976 | GYRO: 21921 12737 19094 | GDP=31738.656
FLEX: 2654 2559 2706 2779 2714 | ACC: 9912 11536 -5052 | GYRO: 18196 10403 14236 | GDP=25337.336
FLEX: 2641 2550 2708 2735 2662 | ACC: 11340 11708 -6028 | GYRO: 12635 6759 6669 | GDP=15805.153
FLEX: 2699 2547 2722 2784 2658 | ACC: 12396 11848 -7776 | GYRO: 6916 7249 1498 | GDP=10130.304
FLEX: 2711 2559 2738 2759 2629 | ACC: 12340 12532 -8444 | GYRO: 907 5493 -5799 | GDP=8038.911
FLEX: 2721 2555 2714 2769 2659 | ACC: 10760 13736 -7536 | GYRO: -5151 6757 -11956 | GDP=14667.508
FLEX: 2736 2523 2738 2742 2624 | ACC: 7724 12852 -4524 | GYRO: -11776 4069 -18218 | GDP=22070.941
FLEX: 2733 2496 2651 2769 2637 | ACC: 3672 12304 -972 | GYRO: -15605 2365 -21768 | GDP=26887.824
FLEX: 2724 2510 2615 2733 2611 | ACC: 3188 13252 360 | GYRO: -17464 -5209 -26707 | GDP=32332.475
FLEX: 2800 2512 2641 2727 2638 | ACC: 1880 9884 4260 | GYRO: -23096 -2602 -32768 | GDP=40173.840
FLEX: 2761 2496 2603 2704 2630 | ACC: 692 3356 7812 | GYRO: -26080 -7192 -32768 | GDP=42492.742
FLEX: 2752 2496 2589 2711 2609 | ACC: -26288 -11928 17304 | GYRO: -32768 12038 -32768 | GDP=47878.984
FLEX: 2748 2452 2603 2706 2602 | ACC: -32768 -8548 20244 | GYRO: 3918 -9746 7210 | GDP=12740.460
FLEX: 2746 2462 2626 2736 2610 | ACC: -10456 5732 6632 | GYRO: 3083 -779 6883 | GDP=7582.046
FLEX: 2751 2457 2617 2736 2559 | ACC: -11460 6676 11108 | GYRO: 1830 -877 2765 | GDP=3429.760
FLEX: 2746 2478 2594 2766 2620 | ACC: -10216 6928 10340 | GYRO: 2911 -177 3577 | GDP=4615.212
FLEX: 2759 2466 2589 2716 2619 | ACC: -12464 5892 10804 | GYRO: 2808 4130 8591 | GDP=9937.155
FLEX: 2736 2477 2594 2739 2629 | ACC: -11420 5972 10564 | GYRO: 2100 -415 13262 | GDP=13433.646
FLEX: 2688 2464 2559 2749 2598 | ACC: -8084 5076 7336 | GYRO: -1599 1197 15396 | GDP=15525.026
FLEX: 2736 2496 2630 2757 2547 | ACC: -7584 6192 5160 | GYRO: -11824 -3280 6562 | GDP=13914.928
FLEX: 2706 2475 2496 2666 2610 | ACC: -9632 3864 4156 | GYRO: -29134 -4615 5567 | GDP=30017.990
FLEX: 2672 2489 2592 2702 2640 | ACC: -19184 2448 8920 | GYRO: -32768 99 15895 | GDP=36419.813
FLEX: 2691 2535 2613 2702 2651 | ACC: -24860 912 18472 | GYRO: -31337 -6258 30451 | GDP=44141.063
FLEX: 2608 2503 2605 2720 2709 | ACC: -12784 -1260 24272 | GYRO: -14253 2755 32767 | GDP=35838.727
FLEX: 2624 2518 2602 2767 2673 | ACC: 7624 -4620 32048 | GYRO: 7977 11392 32767 | GDP=35596.156
FLEX: 2608 2514 2589 2749 2633 | ACC: 13656 -4952 28988 | GYRO: 29427 6769 23476 | GDP=38247.750
FLEX: 2608 2471 2622 2735 2586 | ACC: 19912 -1008 14896 | GYRO: 32767 8597 912 | GDP=33888.293
FLEX: 2635 2505 2611 2707 2621 | ACC: 9616 4352 812 | GYRO: 32466 2238 -28338 | GDP=43151.965
FLEX: 2645 2441 2621 2723 2640 | ACC: -8976 2456 -6280 | GYRO: 3726 -7171 -32768 | GDP=33749.789
FLEX: 2661 2463 2559 2725 2646 | ACC: -32440 -572 -9644 | GYRO: -29270 -9572 -32768 | GDP=44967.742
FLEX: 2656 2481 2622 2771 2672 | ACC: -32768 4792 7992 | GYRO: -32768 -32587 11142 | GDP=47537.340
FLEX: 2655 2460 2605 2730 2624 | ACC: -19424 -2148 21516 | GYRO: -16279 -20984 32767 | GDP=42178.316
FLEX: 2637 2485 2605 2720 2640 | ACC: 4156 -5868 27012 | GYRO: 18911 13881 32767 | GDP=40298.691
FLEX: 2640 2480 2591 2721 2591 | ACC: 11464 -4848 24560 | GYRO: 32767 8618 22772 | GDP=40822.914
FLEX: 2626 2467 2550 2718 2617 | ACC: 15780 2428 4340 | GYRO: 32767 3071 -4871 | GDP=33269.113
FLEX: 2618 2480 2630 2742 2622 | ACC: 4508 3476 -1944 | GYRO: 24143 10198 -32768 | GDP=41959.809
FLEX: 2608 2480 2582 2710 2629 | ACC: -16252 -1676 -408 | GYRO: 14247 -11099 -32768 | GDP=37415.324
FLEX: 2615 2442 2559 2707 2586 | ACC: -28376 2192 -6172 | GYRO: -14822 -27331 -32768 | GDP=45170.977
FLEX: 2666 2486 2608 2704 2627 | ACC: -32768 -6184 5112 | GYRO: -11138 204 3858 | GDP=11789.013
FLEX: 2637 2481 2586 2711 2640 | ACC: -32768 -4740 14864 | GYRO: -925 -18203 27850 | GDP=33284.039
FLEX: 2657 2485 2559 2728 2655 | ACC: -23004 36 12040 | GYRO: 16822 -17815 32767 | GDP=40914.914
FLEX: 2607 2482 2607 2709 2670 | ACC: -9712 3400 10500 | GYRO: 19290 -17255 32767 | GDP=41755.426
FLEX: 2625 2507 2599 2689 2523 | ACC: 1972 3756 8664 | GYRO: 24720 -25352 32767 | GDP=48243.949
FLEX: 2635 2495 2621 2734 2642 | ACC: 13272 7872 520 | GYRO: 26487 -8945 29242 | GDP=40455.762
