# sentence_label=Do you want help?
# timestamp=1764407180.388976
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2690 2623 2711 2839 2818 | ACC: 7600 11656 -4028 | GYRO: 10322 13042 10855 | GDP=19861.230
FLEX: 2828 2666 2699 2816 2791 | ACC: 11224 12416 -6128 | GYRO: 8603 7551 6568 | GDP=13197.267
FLEX: 2709 2541 2663 2851 2773 | ACC: 12524 10988 -6372 | GYRO: 5612 5157 1152 | GDP=7708.197
FLEX: 2746 2519 2646 2815 2789 | ACC: 11876 12100 -6696 | GYRO: 403 3066 -6617 | GDP=7303.934
FLEX: 2798 2496 2650 2738 2816 | ACC: 10020 13108 -5780 | GYRO: -3377 1249 -11598 | GDP=12144.041
FLEX: 2739 2418 2617 2768 2739 | ACC: 7772 14128 -4284 | GYRO: -10215 -937 -16644 | GDP=19551.137
FLEX: 2787 2493 2589 2795 2739 | ACC: 5964 12240 -680 | GYRO: -10517 -4026 -21430 | GDP=24208.693
FLEX: 2779 2478 2591 2796 2753 | ACC: 3296 10056 2176 | GYRO: -14739 -3421 -28664 | GDP=32412.439
FLEX: 2768 2477 2637 2739 2711 | ACC: 396 6444 3228 | GYRO: -16489 -3220 -32768 | GDP=36823.867
FLEX: 2802 2478 2583 2798 2754 | ACC: -4024 3204 7332 | GYRO: -24737 -13162 -32768 | GDP=43114.953
FLEX: 2810 2443 2640 2768 2722 | ACC: -21904 -11796 16708 | GYRO: -26842 5573 -32768 | GDP=42723.449
FLEX: 2801 2487 2625 2755 2730 | ACC: -32768 -8256 15860 | GYRO: -7887 4372 -9732 | GDP=13267.667
FLEX: 2786 2485 2685 2798 2693 | ACC: -18832 -1512 8720 | GYRO: 3544 -2373 5376 | GDP=6862.393
FLEX: 2787 2470 2638 2777 2655 | ACC: -13168 3164 7496 | GYRO: 2165 4308 4092 | GDP=6323.808
FLEX: 2788 2455 2614 2768 2747 | ACC: -15128 3352 7032 | GYRO: -2593 7296 3932 | GDP=8684.232
