# sentence_label=What time is it?
# timestamp=1764327927.549014
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2559 2559 2427 2612 2521 | ACC: -5400 7032 15532 | GYRO: 2047 -1174 950 | GDP=2543.813
FLEX: 2612 2559 2442 2641 2513 | ACC: -3320 6472 17144 | GYRO: 6160 1280 -861 | GDP=6350.222
FLEX: 2608 2585 2454 2669 2548 | ACC: -8324 6740 13564 | GYRO: 11819 17152 -5592 | GDP=21567.344
FLEX: 2621 2601 2559 2699 2620 | ACC: -19484 8992 17372 | GYRO: 8463 10691 8463 | GDP=16048.122
FLEX: 2597 2612 2604 2752 2663 | ACC: -14516 10520 15576 | GYRO: 7563 -5689 14990 | GDP=17727.486
FLEX: 2608 2633 2646 2768 2693 | ACC: -5424 10312 11284 | GYRO: 9754 -7973 17285 | GDP=21388.793
FLEX: 2611 2614 2639 2809 2736 | ACC: -3616 9876 10404 | GYRO: 6560 -5345 18415 | GDP=20266.102
FLEX: 2621 2641 2704 2832 2794 | ACC: 2428 10280 7832 | GYRO: 3163 -7590 17772 | GDP=19582.049
FLEX: 2626 2631 2752 2816 2752 | ACC: 4320 10168 6028 | GYRO: 1560 -8719 16223 | GDP=18483.514
FLEX: 2731 2623 2769 2841 2777 | ACC: 5800 9744 5336 | GYRO: -13 -9353 14317 | GDP=17101.324
FLEX: 2779 2613 2788 2845 2730 | ACC: 6384 10448 4960 | GYRO: -2081 -7396 10991 | GDP=13410.199
FLEX: 2803 2593 2769 2832 2758 | ACC: 7868 9856 5500 | GYRO: -4686 -6797 9408 | GDP=12516.720
FLEX: 2801 2559 2752 2799 2744 | ACC: 8912 8252 7880 | GYRO: -7148 -6933 7984 | GDP=12763.410
FLEX: 2835 2604 2761 2864 2743 | ACC: 10228 8148 9412 | GYRO: -6226 -5684 4960 | GDP=9781.233
FLEX: 2861 2559 2774 2787 2737 | ACC: 11180 7232 9492 | GYRO: -7111 -2605 4196 | GDP=8657.873
FLEX: 2833 2608 2800 2809 2723 | ACC: 8624 8208 10328 | GYRO: -10778 -1782 4699 | GDP=11892.073
FLEX: 2831 2559 2739 2784 2719 | ACC: 11188 4168 14352 | GYRO: -12369 -2892 6332 | GDP=14193.310
FLEX: 2818 2589 2771 2810 2731 | ACC: 9856 4820 18392 | GYRO: 8295 3733 -2439 | GDP=9417.592
FLEX: 2805 2558 2741 2779 2736 | ACC: 10488 5916 13360 | GYRO: 6687 1850 -2060 | GDP=7237.546
FLEX: 2815 2559 2775 2806 2753 | ACC: 7116 8880 8720 | GYRO: 8690 2457 -3077 | GDP=9540.486
FLEX: 2799 2551 2746 2793 2711 | ACC: 7408 10692 4540 | GYRO: -4225 -1233 1560 | GDP=4669.530
FLEX: 2815 2558 2736 2784 2730 | ACC: 6420 6172 9940 | GYRO: -17553 -4077 6932 | GDP=19307.572
FLEX: 2788 2594 2743 2773 2686 | ACC: 6652 5932 18920 | GYRO: 5663 3131 -1751 | GDP=6703.635
FLEX: 2807 2544 2749 2801 2727 | ACC: 11996 3980 13048 | GYRO: 7018 178 -2565 | GDP=7474.171
FLEX: 2822 2554 2709 2773 2704 | ACC: 6444 9220 8996 | GYRO: 7157 3411 -1866 | GDP=8144.908
FLEX: 2777 2604 2752 2749 2734 | ACC: 7628 10040 6096 | GYRO: -4534 48 1726 | GDP=4851.653
FLEX: 2802 2591 2743 2796 2674 | ACC: 7708 5116 10696 | GYRO: -15579 -5442 6394 | GDP=17697.566
FLEX: 2798 2559 2717 2756 2707 | ACC: 6220 6296 16940 | GYRO: 5968 -1632 -1134 | GDP=6290.183
FLEX: 2779 2557 2686 2767 2736 | ACC: 12908 5420 11440 | GYRO: 10652 1658 -4481 | GDP=11674.478
FLEX: 2804 2559 2709 2762 2678 | ACC: 6276 9720 8568 | GYRO: 4758 1054 -1242 | GDP=5029.120
FLEX: 2765 2551 2688 2768 2687 | ACC: 7088 9920 5160 | GYRO: -10010 -1975 1917 | GDP=10381.504
FLEX: 2764 2559 2690 2768 2726 | ACC: 18240 240 21620 | GYRO: -6151 -2541 3141 | GDP=7359.168
FLEX: 2777 2559 2656 2766 2704 | ACC: 11044 4556 13796 | GYRO: 4405 -4253 -1018 | GDP=6207.122
FLEX: 2768 2553 2615 2783 2659 | ACC: 15464 3184 12912 | GYRO: 9091 11042 -6412 | GDP=15674.367
FLEX: 2723 2552 2559 2739 2622 | ACC: 12640 3312 11756 | GYRO: 15226 20966 -8822 | GDP=27372.102
FLEX: 2715 2542 2495 2665 2583 | ACC: 10620 2988 9720 | GYRO: 21126 31231 -15137 | GDP=40630.188
FLEX: 2650 2491 2359 2669 2585 | ACC: 3644 6812 3284 | GYRO: 32767 32767 -18285 | GDP=49816.602
FLEX: 2651 2510 2320 2637 2525 | ACC: -4204 10568 -3960 | GYRO: 32767 32767 -12741 | GDP=48059.191
FLEX: 2597 2512 2289 2661 2514 | ACC: -7196 16468 -12132 | GYRO: 32767 32767 -3464 | GDP=46468.828
FLEX: 2649 2526 2274 2626 2485 | ACC: -3408 13820 -20584 | GYRO: 32767 32767 -7120 | GDP=46883.332
FLEX: 2610 2463 2288 2623 2449 | ACC: 360 12976 -23100 | GYRO: 7655 17879 -9819 | GDP=21786.934
FLEX: 2645 2521 2285 2597 2479 | ACC: 2668 7128 -21044 | GYRO: -8563 -8561 -16808 | GDP=20715.322
