# sentence_label=Rest
# timestamp=1764327728.7729871
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=76
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2618 2531 2416 2637 2474 | ACC: -8572 5348 13168 | GYRO: 660 -423 34 | GDP=784.656
FLEX: 2640 2528 2398 2617 2486 | ACC: -8528 5256 13184 | GYRO: 719 -18 237 | GDP=757.267
FLEX: 2614 2525 2384 2607 2474 | ACC: -8152 4952 13016 | GYRO: 579 -141 11 | GDP=596.023
FLEX: 2628 2494 2405 2623 2468 | ACC: -8620 4972 12896 | GYRO: 726 321 -224 | GDP=824.799
FLEX: 2618 2503 2386 2592 2489 | ACC: -8512 5060 13256 | GYRO: 598 -512 -77 | GDP=790.997
FLEX: 2625 2535 2390 2643 2516 | ACC: -8596 4880 13320 | GYRO: 626 353 34 | GDP=719.473
FLEX: 2626 2504 2384 2613 2507 | ACC: -8456 5140 12924 | GYRO: 689 185 81 | GDP=717.988
FLEX: 2640 2539 2416 2584 2512 | ACC: -8636 5400 13140 | GYRO: 673 -305 -19 | GDP=739.131
FLEX: 2646 2512 2397 2619 2497 | ACC: -8488 5204 13352 | GYRO: 654 -175 253 | GDP=722.738
FLEX: 2683 2522 2395 2642 2506 | ACC: -8220 4944 12952 | GYRO: 628 -18 43 | GDP=629.728
FLEX: 2624 2517 2386 2608 2487 | ACC: -8508 4832 13080 | GYRO: 671 303 -335 | GDP=808.873
FLEX: 2662 2538 2401 2631 2514 | ACC: -8724 5132 13112 | GYRO: 691 -376 20 | GDP=786.929
FLEX: 2622 2510 2411 2621 2513 | ACC: -8376 4956 13288 | GYRO: 648 73 138 | GDP=666.541
FLEX: 2640 2523 2416 2614 2487 | ACC: -8492 4988 12980 | GYRO: 723 349 -74 | GDP=806.229
FLEX: 2617 2525 2384 2615 2480 | ACC: -8660 5316 13160 | GYRO: 641 -235 12 | GDP=682.825
FLEX: 2628 2509 2414 2621 2512 | ACC: -8328 5264 12988 | GYRO: 668 -201 219 | GDP=731.154
FLEX: 2626 2521 2394 2608 2479 | ACC: -8352 4844 13148 | GYRO: 564 34 -109 | GDP=575.442
FLEX: 2637 2526 2426 2640 2481 | ACC: -8664 4980 13000 | GYRO: 784 195 -125 | GDP=817.500
FLEX: 2624 2512 2384 2608 2477 | ACC: -8416 5156 13172 | GYRO: 596 -354 -180 | GDP=716.193
FLEX: 2610 2525 2382 2614 2461 | ACC: -8544 4884 13312 | GYRO: 626 373 49 | GDP=730.346
FLEX: 2631 2516 2373 2607 2490 | ACC: -8368 5024 12836 | GYRO: 770 123 -7 | GDP=779.794
FLEX: 2641 2536 2394 2623 2490 | ACC: -8548 5368 13248 | GYRO: 671 -237 50 | GDP=713.379
FLEX: 2625 2543 2391 2624 2479 | ACC: -8476 5200 13172 | GYRO: 655 -129 252 | GDP=713.561
FLEX: 2642 2547 2394 2598 2521 | ACC: -8176 4828 13024 | GYRO: 573 -27 -177 | GDP=600.322
FLEX: 2629 2533 2415 2591 2471 | ACC: -8628 4904 13096 | GYRO: 704 368 -285 | GDP=843.958
FLEX: 2624 2527 2399 2643 2495 | ACC: -8760 5132 13336 | GYRO: 690 -382 41 | GDP=789.750
FLEX: 2615 2517 2356 2604 2495 | ACC: -8372 5084 13160 | GYRO: 664 158 142 | GDP=697.154
FLEX: 2640 2549 2380 2602 2495 | ACC: -8428 5184 12928 | GYRO: 641 273 -61 | GDP=699.379
FLEX: 2629 2518 2391 2607 2487 | ACC: -8660 5284 13244 | GYRO: 554 -116 30 | GDP=566.809
FLEX: 2629 2528 2384 2623 2491 | ACC: -8512 5096 13160 | GYRO: 686 -120 306 | GDP=760.679
FLEX: 2627 2532 2391 2651 2480 | ACC: -8264 4796 12932 | GYRO: 606 131 -114 | GDP=630.391
FLEX: 2614 2519 2400 2644 2476 | ACC: -8720 5152 13104 | GYRO: 688 55 -195 | GDP=717.213
FLEX: 2629 2518 2378 2624 2482 | ACC: -8400 5028 13212 | GYRO: 602 -269 46 | GDP=660.970
FLEX: 2639 2523 2410 2631 2510 | ACC: -8592 4924 13180 | GYRO: 689 278 56 | GDP=745.078
FLEX: 2652 2521 2413 2608 2480 | ACC: -8552 5240 12952 | GYRO: 753 172 -3 | GDP=772.400
FLEX: 2634 2518 2371 2631 2493 | ACC: -8508 5528 13164 | GYRO: 653 -267 220 | GDP=738.984
FLEX: 2587 2528 2441 2637 2494 | ACC: -8220 5148 13000 | GYRO: 592 -175 192 | GDP=646.493
FLEX: 2559 2544 2384 2590 2503 | ACC: -8468 4628 13004 | GYRO: 627 361 -250 | GDP=765.474
FLEX: 2619 2495 2402 2618 2454 | ACC: -8688 5084 13008 | GYRO: 716 -261 -96 | GDP=768.110
FLEX: 2639 2540 2415 2640 2468 | ACC: -8288 5020 13248 | GYRO: 598 -292 31 | GDP=666.205
FLEX: 2645 2527 2416 2611 2479 | ACC: -8592 5000 13116 | GYRO: 707 399 73 | GDP=815.094
FLEX: 2624 2518 2421 2626 2480 | ACC: -8656 5348 13012 | GYRO: 725 -46 -26 | GDP=726.923
FLEX: 2639 2513 2390 2559 2492 | ACC: -8400 5316 13044 | GYRO: 617 -276 227 | GDP=713.018
FLEX: 2597 2526 2402 2621 2502 | ACC: -8156 4980 13052 | GYRO: 561 -161 50 | GDP=585.783
FLEX: 2621 2521 2377 2640 2477 | ACC: -8628 4720 13132 | GYRO: 692 326 -240 | GDP=801.711
FLEX: 2659 2497 2395 2629 2477 | ACC: -8624 5144 13088 | GYRO: 709 -394 -56 | GDP=813.052
FLEX: 2628 2528 2382 2623 2479 | ACC: -8276 5004 13264 | GYRO: 620 -42 -2 | GDP=621.424
FLEX: 2630 2499 2407 2624 2480 | ACC: -8560 5080 12948 | GYRO: 717 292 51 | GDP=775.857
FLEX: 2641 2508 2399 2655 2477 | ACC: -8600 5324 13148 | GYRO: 685 -48 -80 | GDP=691.324
FLEX: 2657 2525 2385 2618 2459 | ACC: -8576 5268 13128 | GYRO: 594 -129 167 | GDP=630.370
FLEX: 2626 2499 2416 2618 2471 | ACC: -8240 5108 12892 | GYRO: 638 -158 25 | GDP=657.748
FLEX: 2653 2537 2416 2622 2519 | ACC: -8532 4800 12948 | GYRO: 668 288 -238 | GDP=765.384
FLEX: 2602 2539 2424 2621 2480 | ACC: -8568 5064 13028 | GYRO: 651 -351 -35 | GDP=740.424
FLEX: 2617 2555 2364 2597 2523 | ACC: -8408 5012 13324 | GYRO: 587 99 25 | GDP=595.815
FLEX: 2643 2537 2423 2589 2454 | ACC: -8452 5084 12812 | GYRO: 758 386 -6 | GDP=850.644
FLEX: 2630 2479 2399 2611 2436 | ACC: -8624 5368 13192 | GYRO: 697 -214 52 | GDP=730.964
FLEX: 2808 2544 2353 2673 2517 | ACC: -8508 5460 13036 | GYRO: 647 -147 287 | GDP=722.902
FLEX: 2621 2539 2324 2593 2480 | ACC: -8240 5012 12972 | GYRO: 576 -18 10 | GDP=576.368
